measured_on,"Geothermal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Geothermal - Generation","Geothermal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Geothermal - Quantity Consumed For Electricity","Geothermal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Geothermal - Total Fuel Consumed"
2003-01-01,1445.1970000000001,14800.26,14800.26
2003-02-01,1232.5420000000001,12622.46,12622.46
2003-03-01,1363.527,13963.88,13963.88
2003-04-01,1027.776,10525.45,10525.45
2003-05-01,1050.7830000000001,10761.07,10761.07
2003-06-01,1518.652,15552.52,15552.52
2003-07-01,1646.201,16858.74,16858.74
2003-08-01,1717.923,17593.25,17593.25
2003-09-01,1595.525,16339.77,16339.77
2003-10-01,1530.7810000000002,15676.73,15676.73
2003-11-01,1504.8990000000001,15411.67,15411.67
2003-12-01,1557.193,15947.21,15947.21
2004-01-01,1850.222,18542.92,18542.92
2004-02-01,1746.4360000000001,17502.78,17502.78
2004-03-01,1848.596,18526.63,18526.63
2004-04-01,1729.958,17337.64,17337.64
2004-05-01,1710.7330000000002,17144.97,17144.97
2004-06-01,1652.48,16561.15,16561.15
2004-07-01,1737.366,17411.88,17411.88
2004-08-01,1733.391,17372.04,17372.04
2004-09-01,1727.175,17309.75,17309.75
2004-10-01,1741.124,17449.54,17449.54
2004-11-01,1628.0510000000002,16316.33,16316.33
2004-12-01,1834.467,18385.03,18385.03
2005-01-01,1972.583,19723.86,19723.86
2005-02-01,1665.596,16654.29,16654.29
2005-03-01,1885.603,18854.14,18854.14
2005-04-01,1886.6290000000001,18864.4,18864.4
2005-05-01,2003.411,20032.11,20032.11
2005-06-01,1978.36,19781.62,19781.62
2005-07-01,2023.5410000000002,20233.39,20233.39
2005-08-01,1998.721,19985.21,19985.21
2005-09-01,1955.8690000000001,19556.73,19556.73
2005-10-01,2003.296,20030.96,20030.96
2005-11-01,1944.499,19443.05,19443.05
2005-12-01,1998.892,19986.92,19986.92
2006-01-01,2170.719,21531.36,21531.36
2006-02-01,1967.51,19515.73,19515.73
2006-03-01,2223.96,22059.46,22059.46
2006-04-01,1989.7640000000001,19736.47,19736.47
2006-05-01,1935.47,19197.93,19197.93
2006-06-01,2100.833,20838.16,20838.16
2006-07-01,2207.118,21892.4,21892.4
2006-08-01,2253.6890000000003,22354.34,22354.34
2006-09-01,2132.832,21155.56,21155.56
2006-10-01,2222.867,22048.62,22048.62
2006-11-01,2152.944,21355.05,21355.05
2006-12-01,2246.2940000000003,22280.99,22280.99
2007-01-01,1948.786,19261.8,19261.8
2007-02-01,1601.1660000000002,15825.92,15825.92
2007-03-01,1782.574,17618.96,17618.96
2007-04-01,1659.51,16402.6,16402.6
2007-05-01,1406.225,13899.13,13899.13
2007-06-01,1629.1670000000001,16102.69,16102.69
2007-07-01,1610.066,15913.89,15913.89
2007-08-01,1646.602,16275.01,16275.01
2007-09-01,1590.626,15721.75,15721.75
2007-10-01,1632.5240000000001,16135.87,16135.87
2007-11-01,1617.6380000000001,15988.73,15988.73
2007-12-01,1699.1170000000002,16794.07,16794.07
2008-01-01,619.6560000000001,6106.09,6106.09
2008-02-01,496.949,4896.9400000000005,4896.9400000000005
2008-03-01,1810.957,17845.170000000002,17845.170000000002
2008-04-01,1979.2610000000002,19503.64,19503.64
2008-05-01,1941.698,19133.49,19133.49
2008-06-01,1813.0130000000001,17865.43,17865.43
2008-07-01,1792.7620000000002,17665.88,17665.88
2008-08-01,1791.183,17650.32,17650.32
2008-09-01,1724.881,16996.98,16996.98
2008-10-01,1908.75,18808.82,18808.82
2008-11-01,1890.4350000000002,18628.350000000002,18628.350000000002
2008-12-01,1991.4550000000002,19623.8,19623.8
2009-01-01,1408.651,13748.43,13748.43
2009-02-01,1287.6190000000001,12567.16,12567.16
2009-03-01,1455.1770000000001,14202.53,14202.53
2009-04-01,1336.751,13046.69,13046.69
2009-05-01,1248.621,12186.54,12186.54
2009-06-01,1313.352,12818.32,12818.32
2009-07-01,1303.219,12719.42,12719.42
2009-08-01,1320.7430000000002,12890.45,12890.45
2009-09-01,1270.9640000000002,12404.61,12404.61
2009-10-01,992.354,9685.38,9685.38
2009-11-01,1706.3690000000001,16654.16,16654.16
2009-12-01,1902.18,18565.28,18565.28
2010-01-01,1693.7730000000001,16524.0,16524.0
2010-02-01,1341.121,13084.0,13084.0
2010-03-01,1895.853,18496.0,18496.0
2010-04-01,1857.1870000000001,18119.0,18119.0
2010-05-01,2022.88,19735.0,19735.0
2010-06-01,1869.4,18238.0,18238.0
2010-07-01,1703.284,16617.0,16617.0
2010-08-01,1869.298,18237.0,18237.0
2010-09-01,1757.068,17142.0,17142.0
2010-10-01,1884.5520000000001,18386.0,18386.0
2010-11-01,1756.866,17140.0,17140.0
2010-12-01,2010.718,19617.0,19617.0
2011-01-01,1753.857,17040.0,17040.0
2011-02-01,1606.727,15611.0,15611.0
2011-03-01,1726.174,16772.0,16772.0
2011-04-01,1666.262,16189.0,16189.0
2011-05-01,1686.383,16385.0,16385.0
2011-06-01,1564.285,15199.0,15199.0
2011-07-01,1552.407,15083.0,15083.0
2011-08-01,1557.752,15135.0,15135.0
2011-09-01,1481.312,14392.0,14392.0
2011-10-01,1486.179,14440.0,14440.0
2011-11-01,1633.004,15866.0,15866.0
2011-12-01,1714.658,16660.0,16660.0
