measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed"
2005-09-01,124983.47798,1204893.05,1215976.06,679.31502,6548.88,6609.12
2005-10-01,159052.17873,1533329.58,1549179.06,46.484269999999995,448.13,452.76
2005-11-01,145947.97723,1406999.59,1415310.68,312.87677,3016.26,3034.08
2005-12-01,174129.202,1678678.39,1688527.88,0.0,0.0,0.0
2006-01-01,161390.41533,1555871.16,1586643.52,15.550669999999998,149.91,152.88
2006-02-01,152379.818,1469005.23,1490319.36,0.0,0.0,0.0
2006-03-01,153524.621,1480041.6,1497076.38,0.0,0.0,0.0
2006-04-01,93663.04706,902950.98,933321.36,730.52494,7042.57,7279.44
2006-05-01,125636.29104,1211186.43,1238474.3,609.61596,5876.95,6009.36
2006-06-01,115169.0512,1110277.86,1147435.8,1007.4378,9712.12,10037.16
2006-07-01,144488.57178,1392930.31,1432270.16,477.50922,4603.39,4733.4
2006-08-01,149944.87216,1445531.33,1464638.91,195.64184,1886.07,1911.0
2006-09-01,67930.99055,654883.18,690929.4,1194.95645,11519.88,12153.96
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-01,13538.67224,130518.47,154993.66,955.32776,9209.76,10936.8
2006-12-01,87085.76212,839543.2,880177.47,1451.52588,13993.32,14670.6
2007-01-01,101991.636,983245.0,1014531.0,630.727,6080.0,6274.0
2007-02-01,110927.994,1069403.0,1088421.0,363.75600000000003,3504.0,3569.0
2007-03-01,136053.922,1311624.0,1325887.0,86.28200000000001,829.0,841.0
2007-04-01,121202.677,1168442.0,1182991.0,166.874,1611.0,1629.0
2007-05-01,104756.613,1009904.0,1025833.0,402.2,3879.0,3939.0
2007-06-01,108991.732,1050734.0,1065078.0,614.951,5927.0,6009.0
2007-07-01,142723.712,1375907.0,1396664.0,195.88400000000001,1887.0,1917.0
2007-08-01,149037.39,1436774.0,1457808.0,96.182,929.0,941.0
2007-09-01,128913.935,1242775.0,1279790.0,511.151,4927.0,5074.0
2007-10-01,22669.439,218539.0,218615.0,70.119,676.0,676.0
2007-11-01,0.0,0.0,0.0,0.0,0.0,4810.0
2007-12-01,116708.803,1125113.0,1152676.0,1012.0980000000001,9755.0,9996.0
2008-01-01,126959.774,1230854.0,1390017.0,503.226,4879.0,5510.0
2008-02-01,141846.39,1372570.0,1373690.0,68.61,664.0,664.0
2008-03-01,152794.0,1413103.0,1413103.0,0.0,0.0,0.0
2008-04-01,61863.491,594883.0,609329.0,492.509,4736.0,4851.0
2008-05-01,126567.256,1222555.0,1232164.0,233.744,2258.0,2276.0
2008-06-01,141571.576,1364355.0,1374634.0,263.42400000000004,2539.0,2558.0
2008-07-01,156257.604,1503489.0,1507262.0,63.396,610.0,612.0
2008-08-01,151186.027,1454186.0,1454186.0,246.973,2376.0,2376.0
2008-09-01,152706.0,1467299.0,1479054.0,0.0,0.0,0.0
2008-10-01,145114.717,1383508.0,1383508.0,128.28300000000002,1223.0,1223.0
2008-11-01,110271.749,1061931.0,1076764.0,402.25100000000003,3874.0,3928.0
2008-12-01,93615.891,908499.0,947533.0,277.10900000000004,2689.0,2805.0
2009-01-01,99239.893,960152.0,992737.0,650.1070000000001,6290.0,6503.0
2009-02-01,52813.483,512636.0,546507.0,949.517,9217.0,9825.0
2009-03-01,40383.014,391059.0,416631.0,549.986,5326.0,5674.0
2009-04-01,3183.9010000000003,29905.0,29905.0,60.099000000000004,564.0,564.0
2009-05-01,31710.887,312883.0,342875.0,957.113,9444.0,10349.0
2009-06-01,22919.796000000002,223820.0,252961.0,1182.204,11545.0,13048.0
2009-07-01,16526.093,161346.0,172746.0,799.907,7810.0,8361.0
2009-08-01,17372.396,169498.0,190053.0,847.604,8270.0,9273.0
2009-09-01,4105.727,39756.0,44302.0,288.273,2791.0,3111.0
2009-10-01,64593.778,624265.0,661495.0,764.222,7386.0,7826.0
2009-11-01,35467.556,344256.0,391098.0,897.4440000000001,8711.0,9896.0
2009-12-01,97149.602,935435.0,954485.0,394.398,3798.0,3875.0
2010-01-01,114684.749,1156743.0,1156743.0,265.25100000000003,2675.0,2675.0
2010-02-01,95575.665,1003426.0,1003426.0,177.335,1862.0,1862.0
2010-03-01,66332.729,700994.0,700994.0,323.271,3416.0,3416.0
2010-04-01,29603.511,305435.0,305435.0,244.489,2523.0,2523.0
2010-05-01,74897.27,775782.0,775782.0,819.73,8491.0,8491.0
2010-06-01,95750.299,996152.0,996152.0,686.701,7144.0,7144.0
2010-07-01,82485.141,870447.0,870447.0,855.859,9032.0,9032.0
2010-08-01,63074.464,655927.0,655927.0,985.5360000000001,10249.0,10249.0
2010-09-01,34774.834,369543.0,369543.0,1335.1660000000002,14188.0,14188.0
2010-10-01,34798.465,376076.0,376076.0,543.5350000000001,5874.0,5874.0
2010-11-01,43496.579,465226.0,465226.0,623.421,6668.0,6668.0
2010-12-01,79055.014,803962.0,803962.0,291.986,2969.0,2969.0
2011-01-01,101605.74,1014580.0,1014580.0,250.264,2499.0,2499.0
2011-02-01,29399.973,309652.0,309652.0,484.027,5098.0,5098.0
2011-03-01,3835.456,41929.0,41929.0,206.544,2258.0,2258.0
2011-04-01,14657.093,156060.0,156060.0,923.907,9837.0,9837.0
2011-05-01,19922.285,207382.0,207382.0,1155.715,12030.0,12030.0
2011-06-01,1298.995,16476.0,16476.0,350.005,4439.0,4439.0
2011-07-01,81625.64,840983.0,840983.0,737.36,7597.0,7597.0
2011-08-01,75949.485,785577.0,785577.0,726.515,7515.0,7515.0
2011-09-01,68799.569,709882.0,709882.0,574.431,5927.0,5927.0
2011-10-01,46077.277,487299.0,487299.0,637.723,6744.0,6744.0
2011-11-01,33627.292,359781.0,359781.0,578.708,6192.0,6192.0
2011-12-01,23818.381,257107.0,257107.0,689.619,7444.0,7444.0
2012-01-01,25670.287,279248.0,279248.0,729.713,7938.0,7938.0
2012-02-01,17748.463,199552.0,199552.0,797.537,8967.0,8967.0
2012-03-01,13136.252,142007.0,142007.0,671.748,7262.0,7262.0
2012-04-01,2333.684,31839.0,31839.0,516.316,7044.0,7044.0
2012-05-01,21282.108,231869.0,231869.0,793.892,8649.0,8649.0
2012-06-01,15898.891,177319.0,177319.0,525.109,5856.0,5856.0
2012-07-01,75437.164,801062.0,801062.0,621.836,6603.0,6603.0
2012-08-01,41179.024,451104.0,451104.0,999.976,10954.0,10954.0
2012-09-01,30062.953,316384.0,316384.0,538.047,5662.0,5662.0
2012-10-01,63309.965,677262.0,677262.0,587.035,6280.0,6280.0
2012-11-01,66940.864,704375.0,704375.0,462.136,4863.0,4863.0
2012-12-01,25304.561,286246.0,286246.0,523.439,5921.0,5921.0
2013-01-01,37585.643,413749.0,413749.0,670.357,7379.0,7379.0
2013-02-01,39934.273,441762.0,441762.0,475.727,5263.0,5263.0
2013-03-01,66424.754,688856.0,688856.0,425.246,4410.0,4410.0
2013-04-01,72163.891,761039.0,761039.0,587.109,6192.0,6192.0
2013-05-01,24118.668,266827.0,266827.0,714.332,7903.0,7903.0
2013-06-01,58313.216,632362.0,632362.0,600.784,6515.0,6515.0
2013-07-01,67143.099,711812.0,711812.0,937.901,9943.0,9943.0
2013-08-01,35447.572,391063.0,391063.0,984.428,10860.0,10860.0
2013-09-01,45252.609,477450.0,477450.0,655.391,6915.0,6915.0
2013-10-01,40259.579,451074.0,451074.0,347.421,3893.0,3893.0
2013-11-01,33722.193,397922.0,397922.0,791.807,9343.0,9343.0
2013-12-01,58435.177,616438.0,616438.0,653.823,6897.0,6897.0
2014-01-01,113017.1,1153045.0,1153045.0,206.904,2111.0,2111.0
2014-02-01,127447.0,1265240.0,1265240.0,0.0,0.0,0.0
2014-03-01,112416.52,1120346.0,1120346.0,219.482,2187.0,2187.0
2014-04-01,58299.58,623895.0,623895.0,382.42,4092.0,4092.0
2014-05-01,75956.213,816007.0,816007.0,309.787,3328.0,3328.0
2014-06-01,71582.599,755682.0,755682.0,717.401,7573.0,7573.0
2014-07-01,57716.894,632483.0,632483.0,889.106,9743.0,9743.0
2014-08-01,67472.068,747039.0,747039.0,690.932,7650.0,7650.0
2014-09-01,58025.558,636537.0,636537.0,542.442,5951.0,5951.0
2014-10-01,1329.926,28328.0,28328.0,210.074,4475.0,4475.0
2014-11-01,54779.087,593911.0,593911.0,1106.913,12001.0,12001.0
2014-12-01,44269.003,485853.0,485853.0,763.997,8385.0,8385.0
2015-01-01,58951.664,614356.0,614356.0,477.336,4974.0,4974.0
2015-02-01,82619.721,829380.0,829380.0,432.279,4339.0,4339.0
2015-03-01,48359.001,512653.0,512653.0,415.999,4410.0,4410.0
2015-04-01,30582.891,329910.0,329910.0,503.109,5427.0,5427.0
2015-05-01,65238.403,684391.0,684391.0,533.597,5598.0,5598.0
2015-06-01,42565.406,462056.0,462056.0,618.594,6715.0,6715.0
2015-07-01,60086.398,651680.0,651680.0,348.602,3781.0,3781.0
2015-08-01,39138.608,451966.0,451966.0,1213.392,14012.0,14012.0
2015-09-01,35770.436,398779.0,398779.0,712.564,7944.0,7944.0
2015-10-01,47010.027,512584.0,512584.0,548.973,5986.0,5986.0
2015-11-01,28271.991,323143.0,323143.0,766.009,8755.0,8755.0
2015-12-01,15281.408,197988.0,197988.0,436.592,5657.0,5657.0
2016-01-01,51733.167,537046.0,537046.0,599.833,6227.0,6227.0
2016-02-01,32250.515,341177.0,341177.0,552.485,5845.0,5845.0
2016-03-01,6804.443,93092.0,93092.0,397.557,5439.0,5439.0
2016-04-01,-795.826,0.0,0.0,-10.174,0.0,0.0
2016-05-01,3478.181,58729.0,58729.0,509.819,8608.0,8608.0
2016-06-01,23794.643,274080.0,274080.0,1186.357,13665.0,13665.0
2016-07-01,63024.623,681164.0,681164.0,486.377,5257.0,5257.0
2016-08-01,72498.246,776662.0,776662.0,631.754,6768.0,6768.0
2016-09-01,63476.964,691724.0,691724.0,423.036,4610.0,4610.0
2016-10-01,61429.363,652039.0,652039.0,473.637,5027.0,5027.0
2016-11-01,20006.958,233555.0,233555.0,823.042,9608.0,9608.0
2016-12-01,38195.654,416073.0,416073.0,642.346,6997.0,6997.0
2017-01-01,39726.364,433089.0,433089.0,796.636,8685.0,8685.0
2017-02-01,15850.787,188948.0,188948.0,534.213,6368.0,6368.0
2017-03-01,49237.268,519384.0,519384.0,351.732,3710.0,3710.0
2017-04-01,16257.15,196575.0,196575.0,501.85,6068.0,6068.0
2017-05-01,32169.042,365469.0,365469.0,484.958,5510.0,5510.0
2017-06-01,30868.806,354733.0,354733.0,1060.194,12183.0,12183.0
2017-07-01,45429.454,505661.0,505661.0,944.546,10513.0,10513.0
2017-08-01,29105.506,327726.0,327726.0,552.494,6221.0,6221.0
2017-09-01,29851.329,326161.0,326161.0,580.671,6345.0,6345.0
2017-10-01,26924.124,313814.0,313814.0,773.876,9020.0,9020.0
2017-11-01,35345.915,382417.0,382417.0,451.085,4880.0,4880.0
2017-12-01,54722.441,564970.0,564970.0,475.559,4910.0,4910.0
2018-01-01,89808.629,894560.0,894560.0,355.371,3540.0,3540.0
2018-02-01,11502.718,141800.0,141800.0,429.282,5292.0,5292.0
2018-03-01,53380.311,565343.0,565343.0,308.689,3269.0,3269.0
2018-04-01,32678.78,353805.0,353805.0,494.22,5351.0,5351.0
2018-05-01,82199.318,869576.0,869576.0,260.682,2758.0,2758.0
2018-06-01,24454.651,292650.0,292650.0,633.349,7579.0,7579.0
2018-07-01,43221.025,497870.0,497870.0,657.975,7579.0,7579.0
2018-08-01,38759.653,442179.0,442179.0,613.347,6997.0,6997.0
2018-09-01,29551.102,346501.0,346501.0,646.898,7585.0,7585.0
2018-10-01,44630.334,493086.0,493086.0,506.666,5598.0,5598.0
2018-11-01,59917.457,643826.0,643826.0,365.543,3928.0,3928.0
2018-12-01,31732.058,346432.0,346432.0,403.942,4410.0,4410.0
2019-01-01,18722.01,213198.0,213198.0,646.99,7368.0,7368.0
2019-02-01,4907.7,71201.0,71201.0,375.3,5445.0,5445.0
2019-03-01,10978.507,137843.0,137843.0,443.493,5568.0,5568.0
2019-04-01,110.812,12349.0,12349.0,75.188,8379.0,8379.0
2019-05-01,2998.076,49578.0,49578.0,211.924,3504.0,3504.0
2019-06-01,7018.873,95062.0,95062.0,210.127,2846.0,2846.0
2019-07-01,1995.602,36183.0,36183.0,93.398,1693.0,1693.0
2019-08-01,-977.57,0.0,0.0,-10.43,0.0,0.0
2019-09-01,564.521,18166.0,18166.0,41.479,1335.0,1335.0
2019-10-01,2037.951,33832.0,33832.0,97.049,1611.0,1611.0
2019-11-01,-1027.042,0.0,0.0,-10.958,0.0,0.0
2019-12-01,-1156.659,0.0,0.0,-12.341,0.0,0.0
2020-01-01,10567.853,129582.0,129582.0,219.147,2687.0,2687.0
2020-02-01,-1154.215,0.0,0.0,-59.785,0.0,0.0
2020-03-01,-1052.484,0.0,0.0,-54.516,0.0,0.0
2020-04-01,-951.704,0.0,0.0,-49.296,0.0,0.0
2020-05-01,-905.117,0.0,0.0,-46.883,0.0,0.0
2020-06-01,3605.849,55710.0,55710.0,240.151,3710.0,3710.0
2020-07-01,5424.518,74591.0,74591.0,295.482,4063.0,4063.0
2020-08-01,6251.435,83494.0,83494.0,290.565,3881.0,3881.0
2020-09-01,3708.038,55734.0,55734.0,143.962,2164.0,2164.0
2020-10-01,2262.876,38638.0,38638.0,139.124,2376.0,2376.0
2020-11-01,6119.541,82204.0,82204.0,404.459,5433.0,5433.0
2020-12-01,41721.725,445351.0,445351.0,306.275,3269.0,3269.0
2021-01-01,27159.283,306297.0,306297.0,346.717,3910.0,3910.0
2021-02-01,62508.802,653242.0,653242.0,400.198,4182.0,4182.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0
