measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2010-03-01,507214.181,4889848.0,4889848.0,239.81900000000002,2312.0,2312.0,,,
2010-04-01,460073.769,4340062.0,4340062.0,194.23100000000002,1832.0,1832.0,,,
2010-05-01,207539.614,2104252.0,2104252.0,2903.386,29438.0,29438.0,,,
2010-06-01,592199.567,5745846.0,5745846.0,745.433,7233.0,7233.0,,,
2010-07-01,688679.645,6523798.0,6523798.0,444.355,4209.0,4209.0,,,
2010-08-01,713741.997,6613929.0,6613929.0,310.00300000000004,2873.0,2873.0,,,
2010-09-01,524174.261,5212787.0,5212787.0,527.739,5248.0,5248.0,,,
2010-10-01,493422.258,4732989.0,4732989.0,171.74200000000002,1647.0,1647.0,,,
2010-11-01,490369.197,4679374.0,4679374.0,203.803,1945.0,1945.0,,,
2010-12-01,474347.589,4820160.0,4820160.0,4127.411,41941.0,41941.0,,,
2011-01-01,717786.23,6982283.0,6982283.0,311.771,3033.0,3033.0,,,
2011-02-01,644629.91,6087378.0,6087378.0,232.093,2192.0,2192.0,,,
2011-03-01,556088.55,5304415.0,5304415.0,1804.447,17212.0,17212.0,,,
2011-04-01,468699.04,4663901.0,4663901.0,2079.957,20697.0,20697.0,,,
2011-05-01,534627.7,5150108.0,5150108.0,357.3,3442.0,3442.0,,,
2011-06-01,599839.68,5749805.0,5749805.0,2031.319,19471.0,19471.0,,,
2011-07-01,679845.18,6777123.0,6777123.0,181.821,1813.0,1813.0,,,
2011-08-01,497997.87,4673434.0,4673434.0,581.131,5454.0,5454.0,,,
2011-09-01,356946.54,3588356.0,3588356.0,2553.457,25670.0,25670.0,,,
2011-10-01,417645.41,4152102.0,4152102.0,2993.589,29761.0,29761.0,,,
2011-11-01,407458.96,3911331.0,3911331.0,94.043,903.0,903.0,,,
2011-12-01,476104.24,4723157.0,4723157.0,2034.761,20186.0,20186.0,,,
2012-01-01,267028.72,2627794.0,2627794.0,2083.277,20501.0,20501.0,,,
2012-02-01,80361.819,835547.0,835547.0,385.181,4005.0,4005.0,,,
2012-03-01,225606.94,2334880.0,2334880.0,2050.065,21217.0,21217.0,,,
2012-04-01,421263.92,4279915.0,4279915.0,557.084,5660.0,5660.0,,,
2012-05-01,120636.03,1136962.0,1136962.0,577.969,5447.0,5447.0,,,
2012-06-01,373977.79,3899194.0,3899194.0,2519.213,26266.0,26266.0,,,
2012-07-01,544167.62,5624907.0,5624907.0,576.383,5958.0,5958.0,,,
2012-08-01,439072.26,4297539.0,4297539.0,1047.736,10255.0,10255.0,,,
2012-09-01,6931.825,56752.0,56752.0,140.175,1148.0,1148.0,,,
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-11-01,21472.507,292805.0,292805.0,301.493,4111.0,4111.0,,,
2012-12-01,147067.14,1617365.0,1617365.0,3518.864,38699.0,38699.0,,,
2013-01-01,359637.32,3592166.0,3592166.0,1731.68,17297.0,17297.0,,,
2013-02-01,406147.66,4063371.0,4063371.0,2759.341,27606.0,27606.0,,,
2013-03-01,598314.22,5779352.0,5779352.0,253.785,2451.0,2451.0,,,
2013-04-01,455052.64,4340790.0,4340790.0,142.356,1358.0,1358.0,,,
2013-05-01,56493.155,575399.0,575399.0,310.845,3166.0,3166.0,,,
2013-06-01,115893.73,1227365.0,1227365.0,1689.267,17890.0,17890.0,,,
2013-07-01,128508.22,1298498.0,1298498.0,1343.782,13578.0,13578.0,,,
2013-08-01,108512.35,1141608.0,1141608.0,69.654,733.0,733.0,,,
2013-09-01,95121.196,983494.0,983494.0,68.804,711.0,711.0,,,
2013-11-01,33429.344,406027.0,406027.0,2439.656,29632.0,29632.0,,,
2013-12-01,378389.86,3672836.0,3672836.0,1404.142,13629.0,13629.0,,,
2014-01-01,608950.2,5938705.0,5938705.0,2199.8,21453.0,21453.0,,,
2014-02-01,580176.93,5333834.0,5333834.0,408.074,3752.0,3752.0,,,
2014-03-01,294259.4,2718420.0,2718420.0,1595.605,14740.0,14740.0,,,
2014-04-01,476475.54,4631957.0,4631957.0,1664.464,16181.0,16181.0,,,
2014-05-01,376673.36,3723732.0,3723732.0,2222.644,21973.0,21973.0,,,
2014-06-01,573789.75,5505281.0,5505281.0,326.248,3130.0,3130.0,,,
2014-07-01,463716.45,4432536.0,4432536.0,1928.553,18435.0,18435.0,,,
2014-08-01,583740.65,5469778.0,5469778.0,1991.346,18659.0,18659.0,,,
2014-09-01,210273.59,1867775.0,1867775.0,243.415,2162.0,2162.0,,,
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-11-01,74583.21,753898.0,753898.0,407.79,4122.0,4122.0,,,
2014-12-01,450543.51,4271142.0,4271142.0,2302.486,21828.0,21828.0,,,
2015-01-01,509672.87,4675877.0,4675877.0,1874.131,17194.0,17194.0,,,
2015-02-01,539793.54,5058213.0,5058213.0,193.465,1813.0,1813.0,,,
2015-03-01,489661.63,4729058.0,4729058.0,2142.367,20691.0,20691.0,,,
2015-04-01,595712.04,5517985.0,5517985.0,194.961,1806.0,1806.0,,,
2015-05-01,295135.39,2712775.0,2712775.0,196.609,1807.0,1807.0,,,
2015-06-01,83540.8,850516.0,850516.0,231.2,2354.0,2354.0,,,
2015-07-01,128517.48,1287500.0,1287500.0,306.52,3071.0,3071.0,,,
2015-08-01,123309.46,1178635.0,1178635.0,228.54,2184.0,2184.0,,,
2015-09-01,145147.48,1426321.0,1426321.0,183.518,1803.0,1803.0,,,
2015-10-01,159435.73,1532135.0,1532135.0,75.274,723.0,723.0,,,
2015-11-01,56368.992,461245.0,461245.0,221.008,1808.0,1808.0,,,
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,3474.0,55999.0,55999.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,49742.0,526687.0,526687.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,100387.0,1007371.0,1007371.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,129891.0,1307188.0,1307188.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,58442.0,605635.0,605635.0
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,33849.0,344480.0,344480.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,122461.0,1167004.0,1167004.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,31950.0,321867.0,321867.0
2017-01-01,,,,,,,28445.0,286728.0,286728.0
2017-02-01,,,,,,,17824.0,190769.0,190769.0
2017-03-01,,,,,,,66863.0,670795.0,670795.0
2017-04-01,,,,,,,20397.0,211323.0,211323.0
2017-05-01,,,,,,,2892.0,39789.0,39789.0
2017-06-01,,,,,,,40253.0,426000.0,426000.0
2017-07-01,,,,,,,79704.0,831103.0,831103.0
2017-08-01,,,,,,,43103.0,436718.0,436718.0
2017-09-01,,,,,,,49931.0,505964.0,505964.0
2017-10-01,,,,,,,108984.0,1111789.0,1111789.0
2017-11-01,,,,,,,54400.0,541723.0,541723.0
2017-12-01,,,,0.0,0.0,0.0,50911.0,534313.0,534313.0
2018-01-01,,,,,,,94093.0,917084.0,917084.0
2018-02-01,,,,,,,6232.0,74488.0,74488.0
2018-03-01,,,,,,,0.0,0.0,0.0
2018-04-01,,,,,,,0.0,0.0,0.0
2018-05-01,,,,,,,0.0,0.0,0.0
2018-06-01,,,,,,,46360.0,498709.0,498709.0
2018-07-01,,,,,,,123716.0,1253576.0,1253576.0
2018-08-01,,,,,,,110124.0,1089050.0,1089050.0
2018-09-01,,,,,,,118067.0,1188970.0,1188970.0
2018-10-01,,,,,,,92136.0,919262.0,919262.0
2018-11-01,,,,,,,34076.0,342185.0,342185.0
2018-12-01,,,,,,,0.0,0.0,0.0
2019-01-01,,,,,,,51610.0,561165.0,561165.0
2019-02-01,,,,,,,44871.0,431549.0,431549.0
2019-03-01,,,,,,,87416.0,872978.0,872978.0
2019-04-01,,,,,,,115285.0,1163081.0,1163081.0
2019-05-01,,,,,,,89083.0,895673.0,895673.0
2019-06-01,,,,,,,54765.0,555126.0,555126.0
2019-07-01,,,,,,,158304.0,1566636.0,1566636.0
2019-08-01,,,,,,,142128.0,1416132.0,1416132.0
2019-09-01,,,,,,,150851.0,1506355.0,1506355.0
2019-10-01,,,,,,,24824.0,219628.0,219628.0
2019-11-01,,,,,,,42322.0,425207.0,425207.0
2019-12-01,,,,,,,101435.0,990074.0,990074.0
2020-01-01,,,,,,,89042.0,866392.0,866392.0
2020-02-01,,,,,,,130.0,194.0,194.0
2020-03-01,,,,,,,0.0,0.0,0.0
2020-04-01,,,,,,,37206.0,390348.0,390348.0
2020-05-01,,,,,,,100655.0,1008693.0,1008693.0
2020-06-01,,,,,,,138963.0,1392513.0,1392513.0
2020-07-01,,,,,,,170277.0,1666271.0,1666271.0
2020-08-01,,,,,,,158154.0,1579663.0,1579663.0
2020-09-01,,,,,,,56568.0,540583.0,540583.0
2020-10-01,,,,,,,0.0,0.0,0.0
2020-11-01,,,,,,,89953.0,903316.0,903316.0
2020-12-01,,,,,,,71690.0,694054.0,694054.0
2021-01-01,,,,,,,41302.0,447073.0,447073.0
2021-02-01,,,,,,,71442.0,715577.0,715577.0
2021-03-01,,,,,,,65820.0,677134.0,677134.0
2021-04-01,,,,,,,35797.0,347096.0,347096.0
2021-05-01,,,,,,,38078.0,395813.0,395813.0
2021-06-01,,,,,,,63219.0,660126.0,660126.0
2021-07-01,,,,,,,98070.0,1005751.0,1005751.0
2021-08-01,,,,,,,37857.0,404855.0,404855.0
2021-09-01,,,,,,,65375.0,654482.0,654482.0
2021-10-01,,,,,,,0.0,0.0,0.0
2021-11-01,,,,,,,0.0,0.0,0.0
2021-12-01,,,,,,,33581.0,360793.0,360793.0
2022-01-01,,,,,,,167125.0,1620474.0,1620474.0
2022-02-01,,,,,,,34102.0,349390.0,349390.0
2022-03-01,,,,,,,27900.0,301482.0,301482.0
2022-04-01,,,,,,,56404.0,588462.0,588462.0
2022-05-01,,,,,,,69589.0,739094.0,739094.0
2022-06-01,,,,,,,66814.0,694536.0,694536.0
2022-07-01,,,,,,,51579.0,554014.0,554014.0
2022-08-01,,,,,,,36438.0,408864.0,408864.0
2022-09-01,,,,,,,0.0,0.0,0.0
2022-10-01,,,,,,,0.0,0.0,0.0
2022-11-01,,,,,,,0.0,0.0,0.0
2022-12-01,,,,,,,0.0,0.0,0.0
2023-01-01,,,,,,,59635.0,679117.0,679117.0
2023-02-01,,,,,,,137369.0,1353518.0,1353518.0
2023-03-01,,,,,,,175041.0,1706595.0,1706595.0
2023-04-01,,,,,,,43017.0,387616.0,387616.0
2023-05-01,,,,,,,53784.0,594737.0,594737.0
2023-06-01,,,,,,,95397.0,989682.0,989682.0
2023-07-01,,,,,,,145659.0,1494953.0,1494953.0
2023-08-01,,,,,,,139455.0,1396409.0,1396409.0
2023-09-01,,,,,,,61943.0,618791.0,618791.0
2023-10-01,,,,,,,101407.0,1025238.0,1025238.0
2023-11-01,,,,,,,85554.0,855710.0,855710.0
2023-12-01,,,,,,,74131.0,819656.0,819656.0
2024-01-01,,,,,,,103618.0,1062841.0,1062841.0
2024-02-01,,,,,,,119176.0,1139895.0,1139895.0
2024-03-01,,,,,,,107118.0,1096838.0,1096838.0
2024-04-01,,,,,,,91002.0,918448.0,918448.0
2024-05-01,,,,,,,127489.0,1292104.0,1292104.0
2024-06-01,,,,,,,109479.0,1142763.0,1142763.0
2024-07-01,,,,,,,161901.0,1528559.0,1528559.0
2024-08-01,,,,,,,143524.0,1352372.0,1352372.0
2024-09-01,,,,,,,46270.0,444647.0,444647.0
2024-10-01,,,,,,,0.0,0.0,0.0
2024-11-01,,,,,,,0.0,0.0,0.0
2024-12-01,,,,,,,92092.0,988698.0,988698.0
