measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2004-01-01,3293.501,26572.0,47588.86
2004-02-01,2979.078,24035.23,43045.66
2004-03-01,2953.382,23827.92,42674.37
2004-04-01,2789.864,22508.65,40311.64
2004-05-01,3066.077,24737.14,44302.74
2004-06-01,2793.877,22541.03,40369.63
2004-07-01,3143.429,25361.21,45420.42
2004-08-01,3135.993,25301.22,45312.97
2004-09-01,3054.47,24643.49,44135.02
2004-10-01,2761.291,22278.12,39898.79
2004-11-01,2985.106,24083.87,43132.77
2004-12-01,3042.27,24545.06,43958.74
2005-01-01,2859.3140000000003,23068.97,102044.03
2005-02-01,2580.829,20822.15,92105.37
2005-03-01,2785.237,22471.32,99400.36
2005-04-01,2798.614,22579.24,99877.75
2005-05-01,3073.734,24798.91,109696.32
2005-06-01,3948.032,31852.77,140898.54
2005-07-01,5055.529,40788.06,180423.2
2005-08-01,5239.137000000001,42269.41,186975.87
2005-09-01,3951.4280000000003,31880.16,141019.71
2005-10-01,3067.072,24745.16,109458.55
2005-11-01,2736.56,22078.59,97663.16
2005-12-01,3122.3340000000003,25191.02,111430.78
2006-01-01,2932.706,23661.1,42688.31
2006-02-01,2585.692,20861.39,37637.2
2006-03-01,2864.0040000000004,23106.81,41688.29
2006-04-01,2728.828,22016.22,39720.68
2006-05-01,3180.675,25661.71,46297.73
2006-06-01,3371.362,27200.18,49073.36
2006-07-01,3796.005,30626.2,55254.44
2006-08-01,3921.5040000000004,31638.73,57081.2
2006-09-01,3193.032,25761.41,46477.6
2006-10-01,3347.215,27005.36,48721.88
2006-11-01,2827.447,22811.87,41156.16
2006-12-01,3170.672,25581.02,46152.13
2007-01-01,2853.9370000000004,23287.0,41168.0
2007-02-01,2595.972,21182.0,37447.0
2007-03-01,2401.338,19594.0,34639.0
2007-04-01,2390.2270000000003,19504.0,34479.0
2007-05-01,2666.101,21755.0,38459.0
2007-06-01,3152.23,25721.0,45471.0
2007-07-01,4294.024,35037.0,61942.0
2007-08-01,4760.361,38843.0,68669.0
2007-09-01,3751.262,30609.0,54113.0
2007-10-01,3555.0860000000002,29009.0,51282.0
2007-11-01,3379.9860000000003,27579.0,48757.0
2007-12-01,3766.476,30733.0,54332.0
2008-01-01,3105.099,27579.0,34614.0
2008-02-01,2601.782,23108.0,29004.0
2008-03-01,2441.763,21687.0,27220.0
2008-04-01,2777.715,24671.0,30965.0
2008-05-01,2207.858,19610.0,24613.0
2008-06-01,2416.516,21463.0,26939.0
2008-07-01,3165.176,28112.0,35284.0
2008-08-01,3702.915,32888.0,41279.0
2008-09-01,3335.146,29622.0,37179.0
2008-10-01,3109.239,27615.0,34661.0
2008-11-01,2707.759,24050.0,30186.0
2008-12-01,3029.032,26903.0,33766.0
2009-01-01,2967.7380000000003,23944.0,31202.0
2009-02-01,2730.665,22031.0,28711.0
2009-03-01,2540.8720000000003,20500.0,26715.0
2009-04-01,2182.659,17610.0,22949.0
2009-05-01,2217.525,17891.0,23315.0
2009-06-01,2055.2470000000003,16582.0,21610.0
2009-07-01,3760.6980000000003,30341.0,39541.0
2009-08-01,3856.2960000000003,31113.0,40545.0
2009-09-01,4041.1040000000003,32604.0,42489.0
2009-10-01,3160.0840000000003,25496.0,33225.0
2009-11-01,2885.8360000000002,23283.0,30343.0
2009-12-01,3312.476,26725.0,34827.0
2010-01-01,3131.944,28547.0,41267.0
2010-02-01,2891.514,26356.0,38101.0
2010-03-01,3079.248,28067.0,40575.0
2010-04-01,2593.668,23641.0,34176.0
2010-05-01,1889.134,17219.0,24893.0
2010-06-01,1763.443,16073.0,23236.0
2010-07-01,2911.222,26535.0,38361.0
2010-08-01,3436.324,31321.0,45280.0
2010-09-01,3184.252,29024.0,41958.0
2010-10-01,3574.8160000000003,32584.0,47104.0
2010-11-01,3010.3360000000002,27439.0,39666.0
2010-12-01,2820.099,25705.0,37160.0
2011-01-01,3029.189,24750.0,51708.0
2011-02-01,2987.03,24405.0,50988.0
2011-03-01,2375.979,19413.0,40558.0
2011-04-01,2024.491,16541.0,34558.0
2011-05-01,1806.31,14758.0,30833.0
2011-06-01,2010.192,16424.0,34313.0
2011-07-01,3222.823,26332.0,55013.0
2011-08-01,3956.852,32329.0,67543.0
2011-09-01,4016.821,32819.0,68566.0
2011-10-01,3217.105,26285.0,54915.0
2011-11-01,3171.664,25914.0,54140.0
2011-12-01,4126.544,33715.0,70440.0
2012-01-01,1141.331,9330.0,13644.0
2012-02-01,1141.245,9330.0,13644.0
2012-03-01,1085.461,8874.0,12977.0
2012-04-01,1005.707,8222.0,12023.0
2012-05-01,998.687,8164.0,11939.0
2012-06-01,1057.28,8643.0,12640.0
2012-07-01,1250.426,10222.0,14949.0
2012-08-01,1646.534,13460.0,19685.0
2012-09-01,1495.78,12228.0,17883.0
2012-10-01,1384.105,11315.0,16547.0
2012-11-01,1195.062,9770.0,14288.0
2012-12-01,1127.382,9216.0,13478.0
2013-01-01,2931.525,23959.0,45914.0
2013-02-01,2700.408,22070.0,42294.0
2013-03-01,2604.376,21285.0,40791.0
2013-04-01,2241.081,18316.0,35101.0
2013-05-01,2366.753,19343.0,37068.0
2013-06-01,2800.037,22884.0,43854.0
2013-07-01,3552.931,29038.0,55646.0
2013-08-01,3623.5,29614.0,56752.0
2013-09-01,3614.444,29540.0,56610.0
