measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-01,23.438000000000002,261.0,261.0,110.54700000000001,1219.0,1219.0
2010-10-01,5.093,58.0,58.0,99.831,1101.0,1101.0
2010-11-01,9.083,99.0,99.0,144.011,1588.0,1588.0
2010-12-01,57.59,632.0,632.0,124.40700000000001,1372.0,1372.0
2011-01-01,8.32,103.0,103.0,26.382,318.0,318.0
2011-02-01,1.119,11.0,11.0,23.636,285.0,285.0
2011-03-01,2.379,29.0,29.0,23.449,283.0,283.0
2011-04-01,1.013,11.0,11.0,24.54,296.0,296.0
2011-05-01,5.192,63.0,63.0,26.304,317.0,317.0
2011-06-01,6.081,74.0,74.0,27.014,325.0,325.0
2011-07-01,10.867,131.0,131.0,27.821,335.0,335.0
2011-08-01,7.271,86.0,86.0,27.992,337.0,337.0
2011-09-01,1.131,11.0,11.0,25.578,308.0,308.0
2011-10-01,2.306,29.0,29.0,25.37,306.0,306.0
2011-11-01,1.896,23.0,23.0,26.094,314.0,314.0
2011-12-01,1.669,23.0,23.0,28.576,344.0,344.0
2012-01-01,20.886,249.0,249.0,819.873,9977.0,9977.0
2012-02-01,26.251,319.0,319.0,788.356,9595.0,9595.0
2012-03-01,9.31,116.0,116.0,821.721,10001.0,10001.0
2012-04-01,11.629,139.0,139.0,837.242,10189.0,10189.0
2012-05-01,23.401,284.0,284.0,877.842,10684.0,10684.0
2012-06-01,60.594,737.0,737.0,947.624,11533.0,11533.0
2012-07-01,153.871,1873.0,1873.0,916.463,11154.0,11154.0
2012-08-01,16.485,203.0,203.0,884.001,10759.0,10759.0
2012-09-01,23.767,290.0,290.0,776.047,9445.0,9445.0
2012-10-01,22.524,273.0,273.0,731.536,8903.0,8903.0
2012-11-01,15.128,186.0,186.0,893.468,10874.0,10874.0
2012-12-01,11.241,139.0,139.0,895.74,10901.0,10901.0
2013-01-01,33.164,420.0,420.0,524.685,6507.0,6507.0
2013-02-01,6.562,81.0,81.0,481.682,5974.0,5974.0
2013-03-01,8.113,98.0,98.0,497.036,6165.0,6165.0
2013-04-01,5.78,69.0,69.0,503.953,6251.0,6251.0
2013-05-01,10.809,132.0,132.0,663.755,8233.0,8233.0
2013-06-01,25.048,311.0,311.0,599.386,7434.0,7434.0
2013-07-01,39.921,495.0,495.0,662.519,8217.0,8217.0
2013-08-01,36.949,461.0,461.0,604.771,7501.0,7501.0
2013-09-01,14.621,179.0,179.0,541.523,6717.0,6717.0
2013-10-01,7.506,92.0,92.0,523.518,6493.0,6493.0
2013-11-01,7.933,98.0,98.0,570.21,7072.0,7072.0
2013-12-01,5.617,69.0,69.0,582.939,7230.0,7230.0
2014-01-01,467.615,5501.0,5501.0,1006.327,11850.0,11850.0
2014-02-01,51.445,608.0,608.0,798.728,9406.0,9406.0
2014-03-01,68.93,811.0,811.0,806.506,9498.0,9498.0
2014-04-01,7.743,93.0,93.0,1012.479,11924.0,11924.0
2014-05-01,10.373,122.0,122.0,1129.998,13308.0,13308.0
2014-06-01,9.138,110.0,110.0,1044.465,12301.0,12301.0
2014-07-01,60.075,706.0,706.0,1077.996,12695.0,12695.0
2014-08-01,33.318,394.0,394.0,1038.95,12235.0,12235.0
2014-09-01,11.993,139.0,139.0,882.337,10391.0,10391.0
2014-10-01,19.629,232.0,232.0,947.027,11153.0,11153.0
2014-11-01,38.124,452.0,452.0,917.63,10807.0,10807.0
2014-12-01,18.573,220.0,220.0,997.601,11748.0,11748.0
2015-01-01,88.853,918.0,918.0,1174.993,12205.0,12205.0
2015-02-01,555.845,5775.0,5775.0,965.237,10026.0,10026.0
2015-03-01,29.993,312.0,312.0,1038.751,10790.0,10790.0
2015-04-01,6.471,69.0,69.0,1079.618,11214.0,11214.0
2015-05-01,40.234,416.0,416.0,1143.294,11875.0,11875.0
2015-06-01,37.539,393.0,393.0,1142.743,11870.0,11870.0
2015-07-01,126.27,1311.0,1311.0,1141.225,11854.0,11854.0
2015-08-01,62.142,647.0,647.0,1289.024,13389.0,13389.0
2015-09-01,11.781,121.0,121.0,871.217,9049.0,9049.0
2015-10-01,13.43,139.0,139.0,1090.481,11327.0,11327.0
2015-11-01,40.517,422.0,422.0,1231.237,12789.0,12789.0
2015-12-01,31.641,329.0,329.0,1150.464,11950.0,11950.0
2016-01-01,450.693,4753.0,4753.0,1574.493,16597.0,16597.0
2016-02-01,151.413,1594.0,1594.0,1385.526,14605.0,14605.0
2016-03-01,75.273,791.0,791.0,1569.207,16541.0,16541.0
2016-04-01,36.74,387.0,387.0,1796.209,18934.0,18934.0
2016-05-01,66.839,705.0,705.0,1778.607,18748.0,18748.0
2016-06-01,115.478,1219.0,1219.0,1927.073,20313.0,20313.0
2016-07-01,172.584,1819.0,1819.0,1845.012,19448.0,19448.0
2016-08-01,153.06,1611.0,1611.0,1980.221,20874.0,20874.0
2016-09-01,87.024,918.0,918.0,1637.522,17261.0,17261.0
2016-10-01,30.464,323.0,323.0,1739.592,18337.0,18337.0
2016-11-01,28.692,300.0,300.0,1866.06,19670.0,19670.0
2016-12-01,32.084,341.0,341.0,1962.134,20683.0,20683.0
2017-01-01,110.273,1201.0,1201.0,1502.808,16360.0,16360.0
2017-02-01,144.94,1577.0,1577.0,1440.323,15679.0,15679.0
2017-03-01,70.594,768.0,768.0,1551.177,16886.0,16886.0
2017-04-01,26.262,289.0,289.0,1669.072,18170.0,18170.0
2017-05-01,80.453,878.0,878.0,1606.442,17488.0,17488.0
2017-06-01,69.912,762.0,762.0,1617.657,17610.0,17610.0
2017-07-01,48.995,531.0,531.0,1699.597,18502.0,18502.0
2017-08-01,58.447,635.0,635.0,1498.054,16308.0,16308.0
2017-09-01,50.392,549.0,549.0,1603.982,17461.0,17461.0
2017-10-01,205.966,2241.0,2241.0,1673.699,18220.0,18220.0
2017-11-01,101.009,1097.0,1097.0,1512.326,16463.0,16463.0
2017-12-01,166.443,1813.0,1813.0,1671.177,18192.0,18192.0
2018-01-01,320.999,3644.0,3644.0,1125.181,12787.0,12787.0
2018-02-01,14.294,162.0,162.0,1216.062,13820.0,13820.0
2018-03-01,11.602,133.0,133.0,1362.539,15484.0,15484.0
2018-04-01,31.985,364.0,364.0,1297.29,14743.0,14743.0
2018-05-01,39.671,450.0,450.0,1310.895,14898.0,14898.0
2018-06-01,33.979,387.0,387.0,1387.957,15773.0,15773.0
2018-07-01,34.452,393.0,393.0,1319.457,14995.0,14995.0
2018-08-01,35.046,398.0,398.0,1378.692,15668.0,15668.0
2018-09-01,48.765,554.0,554.0,942.392,10710.0,10710.0
2018-10-01,79.732,907.0,907.0,1319.856,14999.0,14999.0
2018-11-01,84.44,959.0,959.0,1298.932,14762.0,14762.0
2018-12-01,76.08,866.0,866.0,1392.702,15827.0,15827.0
2019-01-01,97.918,1149.0,1149.0,1130.69,13227.0,13227.0
2019-02-01,19.428,225.0,225.0,1028.14,12028.0,12028.0
2019-03-01,33.429,393.0,393.0,1068.659,12502.0,12502.0
2019-04-01,19.525,231.0,231.0,1009.734,11813.0,11813.0
2019-05-01,27.276,318.0,318.0,1159.651,13567.0,13567.0
2019-06-01,47.915,560.0,560.0,1148.855,13440.0,13440.0
2019-07-01,65.694,768.0,768.0,1080.641,12643.0,12643.0
2019-08-01,67.713,791.0,791.0,1049.81,12282.0,12282.0
2019-09-01,54.933,641.0,641.0,1077.085,12601.0,12601.0
2019-10-01,35.06,410.0,410.0,1107.233,12954.0,12954.0
2019-11-01,29.628,347.0,347.0,950.833,11124.0,11124.0
2019-12-01,29.67,347.0,347.0,1166.48,13647.0,13647.0
2020-01-01,13.535,185.0,185.0,921.787,12135.0,12135.0
2020-02-01,7.519,98.0,98.0,827.316,10891.0,10891.0
2020-03-01,15.034,196.0,196.0,913.739,12028.0,12028.0
2020-04-01,8.339,110.0,110.0,873.773,11503.0,11503.0
2020-05-01,21.067,277.0,277.0,914.305,12036.0,12036.0
2020-06-01,18.454,243.0,243.0,814.381,10721.0,10721.0
2020-07-01,32.49,427.0,427.0,902.865,11886.0,11886.0
2020-08-01,31.361,410.0,410.0,923.911,12163.0,12163.0
2020-09-01,38.639,508.0,508.0,890.033,11717.0,11717.0
2020-10-01,12.825,167.0,167.0,854.381,11247.0,11247.0
2020-11-01,26.698,352.0,352.0,898.109,11823.0,11823.0
2020-12-01,43.394,572.0,572.0,928.045,12217.0,12217.0
2021-01-01,15.369,179.0,179.0,666.711,8251.0,8251.0
2021-02-01,85.686,1063.0,1063.0,682.333,8444.0,8444.0
2021-03-01,46.283,572.0,572.0,720.506,8917.0,8917.0
2021-04-01,22.755,283.0,283.0,783.728,9699.0,9699.0
2021-05-01,18.773,231.0,231.0,736.932,9120.0,9120.0
2021-06-01,27.427,341.0,341.0,759.277,9397.0,9397.0
2021-07-01,32.048,398.0,398.0,806.611,9982.0,9982.0
2021-08-01,30.64,381.0,381.0,765.64,9475.0,9475.0
2021-09-01,23.886,295.0,295.0,465.628,5762.0,5762.0
2021-10-01,20.311,254.0,254.0,726.264,8988.0,8988.0
2021-11-01,28.842,358.0,358.0,737.322,9125.0,9125.0
2021-12-01,24.09,300.0,300.0,763.938,9454.0,9454.0
2022-01-01,51.45,624.0,624.0,479.726,5848.0,5848.0
2022-02-01,15.511,191.0,191.0,549.588,6701.0,6701.0
2022-03-01,8.287,98.0,98.0,593.974,7242.0,7242.0
2022-04-01,8.563,104.0,104.0,598.131,7293.0,7293.0
2022-05-01,11.258,139.0,139.0,596.73,7276.0,7276.0
2022-06-01,11.332,139.0,139.0,555.433,6772.0,6772.0
2022-07-01,34.483,422.0,422.0,581.538,7090.0,7090.0
2022-08-01,28.382,347.0,347.0,585.666,7141.0,7141.0
2022-09-01,3.062,35.0,35.0,540.194,6586.0,6586.0
2022-10-01,5.189,64.0,64.0,591.082,7207.0,7207.0
