measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2022-11-01,8.392,104.0,104.0,600.847,7326.0,7326.0
2022-12-01,74.613,912.0,912.0,560.569,6835.0,6835.0
2023-01-01,49.795,537.0,537.0,561.195,6138.0,6138.0
2023-02-01,32.016,352.0,352.0,522.573,5715.0,5715.0
2023-03-01,42.329,462.0,462.0,575.624,6296.0,6296.0
2023-04-01,31.238,341.0,341.0,637.308,6970.0,6970.0
2023-05-01,35.446,387.0,387.0,627.31,6861.0,6861.0
2023-06-01,32.66,358.0,358.0,600.017,6562.0,6562.0
2023-07-01,30.005,329.0,329.0,590.129,6454.0,6454.0
2023-08-01,34.309,375.0,375.0,583.528,6382.0,6382.0
2023-09-01,28.293,312.0,312.0,486.355,5319.0,5319.0
2023-10-01,28.39,312.0,312.0,545.624,5967.0,5967.0
2023-11-01,43.694,479.0,479.0,566.552,6197.0,6197.0
2023-12-01,37.418,410.0,410.0,580.192,6345.0,6345.0
2024-01-01,64.201,693.0,693.0,459.834,4933.0,4933.0
2024-02-01,1.317,12.0,12.0,444.073,4764.0,4764.0
2024-03-01,3.761,40.0,40.0,430.369,4617.0,4617.0
2024-04-01,11.279,121.0,121.0,452.017,4850.0,4850.0
2024-05-01,4.787,52.0,52.0,462.239,4959.0,4959.0
2024-06-01,16.142,173.0,173.0,423.021,4539.0,4539.0
2024-07-01,64.746,693.0,693.0,368.901,3958.0,3958.0
2024-08-01,42.05,450.0,450.0,417.268,4477.0,4477.0
2024-09-01,15.466,167.0,167.0,378.001,4055.0,4055.0
2024-10-01,15.353,167.0,167.0,403.01,4324.0,4324.0
2024-11-01,3.461,35.0,35.0,321.428,3449.0,3449.0
2024-12-01,8.814,92.0,92.0,419.462,4500.0,4500.0
