measured_on,"Wind - Wind Turbine, Onshore - Wind - Generation","Wind - Wind Turbine, Onshore - Wind - Quantity Consumed For Electricity","Wind - Wind Turbine, Onshore - Wind - Total Fuel Consumed"
2009-01-01,3976.791,38813.0,38813.0
2009-02-01,3990.558,38948.0,38948.0
2009-03-01,5189.984,50654.0,50654.0
2009-04-01,5173.509,50493.0,50493.0
2009-05-01,3506.3450000000003,34222.0,34222.0
2009-06-01,3889.293,37959.0,37959.0
2009-07-01,3106.405,30319.0,30319.0
2009-08-01,3850.038,37576.0,37576.0
2009-09-01,2901.141,28315.0,28315.0
2009-10-01,4827.329000000001,47115.0,47115.0
2009-11-01,5128.368,50053.0,50053.0
2009-12-01,4970.2390000000005,48510.0,48510.0
2010-01-01,3696.597,36064.0,36064.0
2010-02-01,2980.969,29082.0,29082.0
2010-03-01,6347.441000000001,61926.0,61926.0
2010-04-01,6492.441000000001,63340.0,63340.0
2010-05-01,4813.0,46956.0,46956.0
2010-06-01,5809.485000000001,56677.0,56677.0
2010-07-01,4164.703,40631.0,40631.0
2010-08-01,4155.853,40545.0,40545.0
2010-09-01,4954.169,48333.0,48333.0
2010-10-01,4756.07,46400.0,46400.0
2010-11-01,6510.348,63515.0,63515.0
2010-12-01,4451.924,43433.0,43433.0
2011-01-01,3847.808,37385.0,37385.0
2011-02-01,4970.865,48297.0,48297.0
2011-03-01,5860.278,56938.0,56938.0
2011-04-01,5906.95,57392.0,57392.0
2011-05-01,6276.364,60981.0,60981.0
2011-06-01,6207.652,60314.0,60314.0
2011-07-01,3689.529,35847.0,35847.0
2011-08-01,3724.225,36185.0,36185.0
2011-09-01,3797.207,36894.0,36894.0
2011-10-01,5508.142,53517.0,53517.0
2011-11-01,6440.919,62580.0,62580.0
2011-12-01,4854.061,47162.0,47162.0
2012-01-01,5771.876,54925.0,54925.0
2012-02-01,4390.483,41780.0,41780.0
2012-03-01,6178.486,58794.0,58794.0
2012-04-01,5177.193,49266.0,49266.0
2012-05-01,5961.544,56730.0,56730.0
2012-06-01,5244.677,49908.0,49908.0
2012-07-01,4389.566,41771.0,41771.0
2012-08-01,3478.948,33106.0,33106.0
2012-09-01,4236.551,40315.0,40315.0
2012-10-01,6536.686,62203.0,62203.0
2012-11-01,6800.561,64714.0,64714.0
2012-12-01,7497.429,71346.0,71346.0
2013-01-01,4981.533,47529.0,47529.0
2013-02-01,4737.76,45203.0,45203.0
2013-03-01,5801.604,55353.0,55353.0
2013-04-01,6532.601,62328.0,62328.0
2013-05-01,6141.821,58599.0,58599.0
2013-06-01,5783.004,55176.0,55176.0
2013-07-01,4426.517,42233.0,42233.0
2013-08-01,3883.421,37052.0,37052.0
2013-09-01,4446.95,42428.0,42428.0
2013-10-01,6435.88,61405.0,61405.0
2013-11-01,5948.368,56753.0,56753.0
2013-12-01,4862.541,46394.0,46394.0
2014-01-01,6289.993,59818.0,59818.0
2014-02-01,4038.912,38410.0,38410.0
2014-03-01,6391.573,60784.0,60784.0
2014-04-01,6702.939,63745.0,63745.0
2014-05-01,4879.482,46404.0,46404.0
2014-06-01,5568.259,52954.0,52954.0
2014-07-01,3943.384,37502.0,37502.0
2014-08-01,4204.402,39984.0,39984.0
2014-09-01,4687.089,44574.0,44574.0
2014-10-01,4818.845,45827.0,45827.0
2014-11-01,6395.385,60820.0,60820.0
2014-12-01,5390.737,51266.0,51266.0
2015-01-01,4282.979,39913.0,39913.0
2015-02-01,4401.165,41014.0,41014.0
2015-03-01,3812.142,35525.0,35525.0
2015-04-01,5001.529,46609.0,46609.0
2015-05-01,4625.92,43109.0,43109.0
2015-06-01,4521.135,42132.0,42132.0
2015-07-01,4627.634,43125.0,43125.0
2015-08-01,3894.194,36290.0,36290.0
2015-09-01,5364.837,49995.0,49995.0
2015-10-01,4333.772,40386.0,40386.0
2015-11-01,6475.197,60342.0,60342.0
2015-12-01,5864.496,54651.0,54651.0
2016-01-01,4347.961,40140.0,40140.0
2016-02-01,5331.427,49220.0,49220.0
2016-03-01,6033.492,55701.0,55701.0
2016-04-01,5232.486,48306.0,48306.0
2016-05-01,5155.92,47599.0,47599.0
2016-06-01,4179.884,38589.0,38589.0
2016-07-01,5216.615,48160.0,48160.0
2016-08-01,3747.571,34598.0,34598.0
2016-09-01,4563.477,42130.0,42130.0
2016-10-01,6234.974,57561.0,57561.0
2016-11-01,5193.663,47948.0,47948.0
2016-12-01,5560.53,51335.0,51335.0
2017-01-01,5085.018,46848.0,46848.0
2017-02-01,5435.743,50080.0,50080.0
2017-03-01,6394.288,58911.0,58911.0
2017-04-01,6017.258,55437.0,55437.0
2017-05-01,4963.809,45732.0,45732.0
2017-06-01,5094.311,46934.0,46934.0
2017-07-01,3820.629,35199.0,35199.0
2017-08-01,2551.692,23509.0,23509.0
2017-09-01,4767.284,43921.0,43921.0
2017-10-01,6595.986,60769.0,60769.0
2017-11-01,5227.558,48161.0,48161.0
2017-12-01,5269.424,48547.0,48547.0
2018-01-01,5805.976,52858.0,52858.0
2018-02-01,4822.013,43900.0,43900.0
2018-03-01,5853.089,53287.0,53287.0
2018-04-01,6005.047,54670.0,54670.0
2018-05-01,5100.916,46439.0,46439.0
2018-06-01,5850.389,53262.0,53262.0
2018-07-01,2452.647,22329.0,22329.0
2018-08-01,4444.842,40466.0,40466.0
2018-09-01,3832.509,34891.0,34891.0
2018-10-01,3877.458,35300.0,35300.0
2018-11-01,4444.145,40459.0,40459.0
2018-12-01,5092.969,46366.0,46366.0
2019-01-01,5381.759,47925.0,47925.0
2019-02-01,4530.745,40346.0,40346.0
2019-03-01,5484.18,48837.0,48837.0
2019-04-01,6219.001,55380.0,55380.0
2019-05-01,5460.514,48626.0,48626.0
2019-06-01,4539.808,40427.0,40427.0
2019-07-01,4853.348,43219.0,43219.0
2019-08-01,4554.6,40559.0,40559.0
2019-09-01,5954.257,53023.0,53023.0
2019-10-01,7075.903,63011.0,63011.0
2019-11-01,5521.83,49172.0,49172.0
2019-12-01,5913.055,52656.0,52656.0
2020-01-01,4256.207,37314.0,37314.0
2020-02-01,4121.612,36134.0,36134.0
2020-03-01,4034.752,35373.0,35373.0
2020-04-01,4377.727,38380.0,38380.0
2020-05-01,3472.141,30440.0,30440.0
2020-06-01,4969.451,43567.0,43567.0
2020-07-01,2968.898,26028.0,26028.0
2020-08-01,3035.57,26613.0,26613.0
2020-09-01,2951.475,25876.0,25876.0
2020-10-01,3863.829,33874.0,33874.0
2020-11-01,4520.686,39633.0,39633.0
2020-12-01,3827.652,33557.0,33557.0
2021-01-01,1920.583,16986.0,16986.0
2021-02-01,1290.183,11410.0,11410.0
2021-03-01,2429.539,21487.0,21487.0
2021-04-01,2220.803,19641.0,19641.0
2021-05-01,1855.579,16411.0,16411.0
2021-06-01,1510.523,13359.0,13359.0
2021-07-01,1209.323,10695.0,10695.0
2021-08-01,1776.505,15711.0,15711.0
2021-09-01,1855.202,16407.0,16407.0
2021-10-01,1909.132,16884.0,16884.0
2021-11-01,1991.912,17616.0,17616.0
2021-12-01,2065.716,18269.0,18269.0
2022-01-01,2201.025,7510.0,7510.0
2022-02-01,2280.002,7779.0,7779.0
2022-03-01,2572.204,8776.0,8776.0
2022-04-01,2777.064,9475.0,9475.0
2022-05-01,2575.939,8789.0,8789.0
2022-06-01,2134.047,7281.0,7281.0
2022-07-01,1991.543,6795.0,6795.0
2022-08-01,1534.09,5234.0,5234.0
2022-09-01,1706.662,5823.0,5823.0
2022-10-01,1780.222,6074.0,6074.0
2022-11-01,2200.107,7507.0,7507.0
2022-12-01,2199.095,7503.0,7503.0
2023-01-01,1786.0,6094.0,6094.0
2023-02-01,1306.0,4456.0,4456.0
2023-03-01,1801.0,6145.0,6145.0
2023-04-01,1525.0,5203.0,5203.0
2023-05-01,2462.0,8400.0,8400.0
2023-06-01,1502.0,5125.0,5125.0
2023-07-01,2418.0,8250.0,8250.0
2023-08-01,2233.0,7619.0,7619.0
