measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2003-01-01,,,,,,,12997.046,121308.0,140781.0,3392.91,0.0,0.0
2003-02-01,,,,,,,11991.657,111924.0,129891.0,3130.451,0.0,0.0
2003-03-01,,,,,,,13219.355,123383.0,143189.0,3450.944,0.0,0.0
2003-04-01,,,,,,,12501.353,116682.0,135412.0,3263.5080000000003,0.0,0.0
2003-05-01,,,,,,,14313.835,133598.0,155044.0,3736.661,0.0,0.0
2003-06-01,,,,,,,14913.585,139196.0,161540.0,3893.2270000000003,0.0,0.0
2003-07-01,,,,,,,19147.689,178715.0,207403.0,4998.55,0.0,0.0
2003-08-01,,,,,,,17988.583,167897.0,194848.0,4695.963000000001,0.0,0.0
2003-09-01,,,,,,,16438.156,153426.0,178054.0,4291.22,0.0,0.0
2003-10-01,,,,,,,15469.754,144387.0,167565.0,4038.416,0.0,0.0
2003-11-01,,,,,,,13095.144,122224.0,141843.0,3418.5190000000002,0.0,0.0
2003-12-01,,,,,,,13903.842,129772.0,150603.0,3629.6310000000003,0.0,0.0
2004-01-01,,,,,,,11157.704,94639.63,126344.04,2837.616,0.0,0.0
2004-02-01,,,,,,,11249.476,94300.8,127383.23,2695.737,0.0,0.0
2004-03-01,,,,,,,11012.693,93922.12,124702.01,2876.522,0.0,0.0
2004-04-01,,,,,,,11184.714,95484.47,126649.89,2935.541,0.0,0.0
2004-05-01,,,,,,,9690.942000000001,83991.01,109735.2,2729.6580000000004,0.0,0.0
2004-06-01,,,,,,,10579.831,89446.79,119800.52,2647.572,0.0,0.0
2004-07-01,,,,,,,14946.458999999999,127983.1,169245.94,3979.697,0.0,0.0
2004-08-01,,,,,,,15417.33,131992.96,174577.84,4101.805,0.0,0.0
2004-09-01,,,,,,,14280.489000000001,121849.48,161704.84,3738.626,0.0,0.0
2004-10-01,,,,,,,13627.579,116495.37,154311.62,3599.771,0.0,0.0
2004-11-01,,,,,,,12850.856,109344.6,145516.42,3319.0370000000003,0.0,0.0
2004-12-01,,,,,,,14012.426,119495.05,158669.44,3658.5170000000003,0.0,0.0
2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,13054.371,109690.19,141764.81,3166.628,0.0,0.0
2006-02-01,0.0,0.0,0.0,0.0,0.0,0.0,11509.708,96711.06,124990.44,2791.936,0.0,0.0
2006-03-01,0.0,0.0,0.0,0.0,0.0,0.0,12748.559000000001,107120.59,138443.83,3092.447,0.0,0.0
2006-04-01,0.0,0.0,0.0,0.0,0.0,0.0,12146.851,102064.7,131909.54,2946.489,0.0,0.0
2006-05-01,0.0,0.0,0.0,0.0,0.0,0.0,14158.155999999999,118964.82,153751.44,3434.376,0.0,0.0
2006-06-01,0.0,0.0,0.0,0.0,0.0,0.0,15006.963,126096.97,162969.11,3640.273,0.0,0.0
2006-07-01,0.0,0.0,0.0,0.0,0.0,0.0,16897.178,141979.62,183496.03,4098.787,0.0,0.0
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,17455.814,146673.6,189562.57,4234.296,0.0,0.0
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,14213.161,119427.0,154348.77,3447.719,0.0,0.0
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0,14899.476,125193.81,161801.86,3614.2,0.0,0.0
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,12585.83,105753.25,136676.67,3052.973,0.0,0.0
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,14113.632000000001,118590.7,153267.93,3423.576,0.0,0.0
2007-01-01,0.0,0.0,0.0,,,,11170.795,97598.0,124352.0,3365.2490000000003,0.0,0.0
2007-02-01,0.0,0.0,0.0,,,,10161.077,88803.0,113112.0,3065.081,0.0,0.0
2007-03-01,0.0,0.0,0.0,,,,9399.249,84588.0,104632.0,3207.79,0.0,0.0
2007-04-01,0.0,0.0,0.0,,,,9355.756000000001,84208.0,104148.0,3194.65,0.0,0.0
2007-05-01,0.0,0.0,0.0,,,,10435.577,92511.0,116168.0,3347.4770000000003,0.0,0.0
2007-06-01,0.0,0.0,0.0,,,,12338.367,107931.0,137350.0,3737.005,0.0,0.0
2007-07-01,0.0,0.0,0.0,,,,16807.544,143862.0,187100.0,4608.319,0.0,0.0
2007-08-01,0.0,0.0,0.0,,,,18632.868000000002,156760.0,207420.0,4693.383,0.0,0.0
2007-09-01,0.0,0.0,0.0,,,,14683.081,125178.0,163451.0,3949.657,0.0,0.0
2007-10-01,0.0,0.0,0.0,,,,13915.214,117371.0,154903.0,3550.873,0.0,0.0
2007-11-01,0.0,0.0,0.0,,,,13229.841,112050.0,147274.0,3446.204,0.0,0.0
2007-12-01,0.0,0.0,0.0,,,,14742.633,122790.0,164114.0,3524.311,0.0,0.0
2008-01-01,0.0,0.0,0.0,,,,15211.933,129728.0,166157.0,4103.0380000000005,0.0,0.0
2008-02-01,0.0,0.0,0.0,,,,12746.177,108700.0,139224.0,3437.962,0.0,0.0
2008-03-01,0.0,0.0,0.0,,,,11962.241,102015.0,130661.0,3226.5150000000003,0.0,0.0
2008-04-01,0.0,0.0,0.0,,,,13608.073,116050.0,148638.0,3670.4370000000004,0.0,0.0
2008-05-01,0.0,0.0,0.0,,,,10816.337,92243.0,118145.0,2917.436,0.0,0.0
2008-06-01,0.0,0.0,0.0,,,,11838.552,100960.0,129310.0,3193.1530000000002,0.0,0.0
2008-07-01,0.0,0.0,0.0,,,,15506.252,132238.0,169372.0,4182.423,0.0,0.0
