measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2021-01-01,9.239,137.0,137.0
2021-02-01,8.983,133.0,133.0
2021-03-01,7.001,104.0,104.0
2021-04-01,7.975,119.0,119.0
2021-05-01,9.128,136.0,136.0
2021-06-01,12.425,185.0,185.0
2021-07-01,13.688,204.0,204.0
2021-08-01,13.959,208.0,208.0
2021-09-01,11.796,175.0,175.0
2021-10-01,9.981,149.0,149.0
2021-11-01,8.21,122.0,122.0
2021-12-01,8.615,128.0,128.0
2022-01-01,23.419,346.0,346.0
2022-02-01,20.85,310.0,310.0
2022-03-01,16.603,246.0,246.0
2022-04-01,17.308,257.0,257.0
2022-05-01,25.568,379.0,379.0
2022-06-01,31.123,461.0,461.0
2022-07-01,36.676,544.0,544.0
2022-08-01,36.866,546.0,546.0
2022-09-01,31.076,461.0,461.0
2022-10-01,24.018,356.0,356.0
2022-11-01,22.511,334.0,334.0
2022-12-01,24.982,371.0,371.0
2023-01-01,11.017,166.0,166.0
2023-02-01,10.392,154.0,154.0
2023-03-01,10.256,151.0,151.0
2023-04-01,9.905,146.0,146.0
2023-05-01,14.141,209.0,209.0
2023-06-01,16.335,241.0,241.0
2023-07-01,17.915,265.0,265.0
2023-08-01,19.718,292.0,292.0
2023-09-01,16.611,246.0,246.0
2023-10-01,12.262,181.0,181.0
2023-11-01,11.368,168.0,168.0
2023-12-01,12.08,179.0,179.0
2024-01-01,18.835,181.0,181.0
2024-02-01,13.005,125.0,125.0
2024-03-01,14.758,142.0,142.0
2024-04-01,13.865,133.0,133.0
2024-05-01,18.526,178.0,178.0
2024-06-01,20.9,200.0,200.0
2024-07-01,22.591,217.0,217.0
2024-08-01,25.527,245.0,245.0
2024-09-01,21.18,203.0,203.0
2024-10-01,18.347,176.0,176.0
2024-11-01,14.698,142.0,142.0
2024-12-01,15.768,151.0,151.0
