measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,15.979000000000001,168.0,168.0,18.536,196.0,196.0
2003-02-01,13.579,143.0,143.0,15.751000000000001,166.0,166.0
2003-03-01,15.004000000000001,158.0,158.0,17.405,184.0,184.0
2003-04-01,13.014000000000001,137.0,137.0,15.096,160.0,160.0
2003-05-01,11.71,123.0,123.0,13.584000000000001,144.0,144.0
2003-06-01,14.004000000000001,148.0,148.0,16.245,172.0,172.0
2003-07-01,16.932000000000002,179.0,179.0,19.641000000000002,208.0,208.0
2003-08-01,15.967,168.0,168.0,18.522000000000002,196.0,196.0
2003-09-01,14.839,156.0,156.0,17.213,182.0,182.0
2003-10-01,14.511000000000001,153.0,153.0,16.833000000000002,178.0,178.0
2003-11-01,13.831000000000001,146.0,146.0,16.044,170.0,170.0
2003-12-01,15.629000000000001,165.0,165.0,18.13,192.0,192.0
2004-01-01,1.5530000000000002,115.0,115.0,19.25,1391.0,1391.0
2004-02-01,1.415,105.0,105.0,19.25,1391.0,1391.0
2004-03-01,1.3110000000000002,97.0,97.0,19.25,1391.0,1391.0
2004-04-01,0.0,0.0,0.0,19.25,1391.0,1391.0
2004-05-01,0.0,0.0,0.0,19.25,1391.0,1391.0
2004-06-01,0.0,0.0,0.0,19.25,1391.0,1391.0
2004-07-01,2.96,219.0,219.0,19.25,1391.0,1391.0
2004-08-01,1.4080000000000001,104.0,104.0,19.25,1391.0,1391.0
2004-09-01,3.353,249.0,249.0,19.25,1391.0,1391.0
2004-10-01,0.0,0.0,0.0,19.25,1391.0,1391.0
2004-11-01,0.0,0.0,0.0,19.25,1391.0,1391.0
2004-12-01,0.0,0.0,0.0,19.25,1391.0,1391.0
2006-01-01,8.464,82.0,82.0,23.136000000000003,225.0,225.0
2006-02-01,10.61,103.0,103.0,23.069000000000003,224.0,224.0
2006-03-01,19.319000000000003,187.0,187.0,25.167,244.0,244.0
2006-04-01,9.16,89.0,89.0,21.159000000000002,206.0,206.0
2006-05-01,6.327,61.0,61.0,20.526,199.0,199.0
2006-06-01,6.091,59.0,59.0,26.257,255.0,255.0
2006-07-01,7.551,73.0,73.0,39.321000000000005,382.0,382.0
2006-08-01,8.035,78.0,78.0,37.02,360.0,360.0
2006-09-01,4.697,45.0,45.0,26.258000000000003,255.0,255.0
2006-10-01,4.6770000000000005,45.0,45.0,29.284000000000002,284.0,284.0
2006-11-01,7.6,74.0,74.0,25.189,245.0,245.0
2006-12-01,8.467,82.0,82.0,24.613,239.0,239.0
2007-01-01,4.63,43.0,43.0,39.722,372.0,372.0
2007-02-01,25.051000000000002,236.0,236.0,63.788000000000004,598.0,598.0
2007-03-01,8.196,74.0,74.0,42.785,401.0,401.0
2007-04-01,4.871,43.0,43.0,41.985,393.0,393.0
2007-05-01,13.21,124.0,124.0,53.703,503.0,503.0
2007-06-01,12.237,112.0,112.0,69.52,651.0,651.0
2007-07-01,12.385,118.0,118.0,63.938,599.0,599.0
2007-08-01,27.707,260.0,260.0,106.59400000000001,999.0,999.0
2007-09-01,12.823,118.0,118.0,50.824000000000005,476.0,476.0
2007-10-01,17.22,161.0,161.0,52.884,496.0,496.0
2007-11-01,3.4090000000000003,31.0,31.0,34.164,320.0,320.0
2007-12-01,6.464,62.0,62.0,50.89,477.0,477.0
2008-01-01,6.115,54.0,54.0,36.863,358.0,358.0
2008-02-01,7.686,73.0,73.0,27.795,270.0,270.0
2008-03-01,12.491000000000001,121.0,121.0,33.834,328.0,328.0
2008-04-01,5.329000000000001,54.0,54.0,16.425,159.0,159.0
2008-05-01,7.609,73.0,73.0,13.491000000000001,131.0,131.0
2008-06-01,18.259,175.0,175.0,36.924,358.0,358.0
2008-07-01,10.399000000000001,103.0,103.0,44.467,432.0,432.0
2008-08-01,7.57,73.0,73.0,41.022,398.0,398.0
2008-09-01,7.3660000000000005,73.0,73.0,22.026,213.0,213.0
2008-10-01,3.504,36.0,36.0,13.983,135.0,135.0
2008-11-01,5.484,54.0,54.0,14.74,142.0,142.0
2008-12-01,6.783,67.0,67.0,21.835,212.0,212.0
2009-01-01,15.189,212.0,212.0,14.769,213.0,213.0
2009-02-01,7.173,103.0,103.0,10.705,154.0,154.0
2009-03-01,10.84,157.0,157.0,12.093,173.0,173.0
2009-04-01,10.869,157.0,157.0,7.309,105.0,105.0
2009-05-01,17.412000000000003,248.0,248.0,5.986000000000001,86.0,86.0
2009-06-01,19.297,278.0,278.0,11.616000000000001,167.0,167.0
2009-07-01,11.133000000000001,157.0,157.0,8.515,122.0,122.0
2009-08-01,13.275,194.0,194.0,21.018,301.0,301.0
2009-09-01,7.605,109.0,109.0,15.999,230.0,230.0
2009-10-01,10.803,157.0,157.0,13.515,194.0,194.0
2009-11-01,6.606000000000001,97.0,97.0,8.204,118.0,118.0
