measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2022-06-01,-163.422,0.0,0.0
2022-07-01,-167.752,0.0,0.0
2022-08-01,-163.62,0.0,0.0
2022-09-01,-160.807,0.0,0.0
2022-10-01,-167.425,0.0,0.0
2022-11-01,-153.645,0.0,0.0
2022-12-01,-170.329,0.0,0.0
2023-01-01,-41.0,0.0,0.0
2023-02-01,-29.0,0.0,0.0
2023-03-01,-40.0,0.0,0.0
2023-04-01,-29.0,0.0,0.0
2023-05-01,-28.0,0.0,0.0
2023-06-01,-17.0,0.0,0.0
2023-07-01,-37.0,0.0,0.0
2023-08-01,-44.0,0.0,0.0
2023-09-01,-24.0,0.0,0.0
2023-10-01,-11.0,0.0,0.0
2023-11-01,-18.0,0.0,0.0
2023-12-01,-30.0,0.0,0.0
2024-01-01,-47.0,0.0,0.0
2024-02-01,-31.0,0.0,0.0
2024-03-01,-32.0,0.0,0.0
2024-04-01,-26.0,0.0,0.0
2024-05-01,-28.0,0.0,0.0
2024-06-01,-27.0,0.0,0.0
2024-07-01,-26.0,0.0,0.0
2024-08-01,-38.0,0.0,0.0
2024-09-01,-28.0,0.0,0.0
2024-10-01,-24.0,0.0,0.0
2024-11-01,-30.0,0.0,0.0
2024-12-01,-39.0,0.0,0.0
