measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed
2003-01-01,0.0,0.0,0.0
2003-02-01,37.0,305.0,305.0
2003-04-01,23.0,615.0,615.0
2003-05-01,0.0,0.0,0.0
2003-06-01,659.0,9915.0,9915.0
2003-07-01,290.0,4266.0,4266.0
2003-08-01,949.0,12558.0,12558.0
2003-09-01,679.0,9774.0,9774.0
2003-10-01,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0
2003-12-01,4.0,105.0,105.0
2004-01-01,385.071,4614.0,4614.0
2004-02-01,159.613,1913.0,1913.0
2004-03-01,49.203,590.0,590.0
2004-04-01,93.43,1120.0,1120.0
2004-05-01,180.168,2159.0,2159.0
2004-06-01,66.884,801.0,801.0
2004-07-01,35.362,424.0,424.0
2004-08-01,34.42,412.0,412.0
2004-09-01,14.71,176.0,176.0
2004-10-01,13.816,166.0,166.0
2004-11-01,23.068,276.0,276.0
2004-12-01,231.255,2771.0,2771.0
2005-01-01,406.84700000000004,5023.84,5023.84
2005-02-01,93.64800000000001,1156.39,1156.39
2005-03-01,80.361,992.32,992.32
2005-04-01,80.40700000000001,992.88,992.88
2005-05-01,81.07,1001.07,1001.07
2005-06-01,98.205,1212.66,1212.66
2005-07-01,185.989,2296.64,2296.64
2005-08-01,164.732,2034.15,2034.15
2005-09-01,91.661,1131.85,1131.85
2005-10-01,128.51,1586.87,1586.87
2005-11-01,86.534,1068.54,1068.54
2005-12-01,237.035,2926.95,2926.95
2006-01-01,80.504,2322.0,2322.0
2006-02-01,42.125,1215.0,1215.0
2006-03-01,35.386,1021.0,1021.0
2006-04-01,67.783,1955.0,1955.0
2006-05-01,63.36,1828.0,1828.0
2006-06-01,57.59,1661.0,1661.0
2006-07-01,83.42,2406.0,2406.0
2006-08-01,80.917,2334.0,2334.0
2006-09-01,37.174,1072.0,1072.0
