measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,121422.0,1262549.0,1262549.0,102.0,1049.0,1049.0
2003-02-01,113476.0,1146496.0,1146496.0,91.0,928.0,928.0
2003-03-01,131308.0,1395341.0,1395341.0,121.0,1287.0,1287.0
2003-04-01,112613.0,1225677.0,1225677.0,134.0,1455.0,1455.0
2003-05-01,107095.0,1190431.0,1190431.0,158.0,1756.0,1756.0
2003-06-01,128050.0,1419870.0,1419870.0,155.0,1721.0,1721.0
2003-07-01,119910.0,1456852.0,1456852.0,85.0,1032.0,1032.0
2003-08-01,126995.0,1374497.0,1374497.0,183.0,1982.0,1982.0
2003-09-01,137701.0,1517894.0,1517894.0,120.0,1321.0,1321.0
2003-10-01,144734.0,1631872.0,1631872.0,113.0,1275.0,1275.0
2003-11-01,138841.0,1496434.0,1496434.0,49.0,533.0,533.0
2003-12-01,142410.0,1534427.0,1534427.0,92.0,991.0,991.0
2004-01-01,126654.0,1347327.0,1347327.0,55.0,591.0,591.0
2004-02-01,129183.0,1403254.0,1403254.0,79.0,887.0,887.0
2004-03-01,118122.0,1235288.0,1235288.0,52.0,551.0,551.0
2004-04-01,120200.0,1274409.0,1274409.0,136.0,1443.0,1443.0
2004-05-01,122736.0,1347344.0,1347344.0,210.0,2307.0,2307.0
2004-06-01,125228.0,1384913.0,1384913.0,145.0,1605.0,1605.0
2004-07-01,150801.0,1669341.0,1669341.0,45.0,498.0,498.0
2004-08-01,138599.0,1548495.0,1548495.0,114.0,1275.0,1275.0
2004-09-01,135526.0,1505241.0,1505241.0,111.0,1235.0,1235.0
2004-10-01,131321.0,1427211.0,1427211.0,160.0,1733.0,1733.0
2004-11-01,130393.0,1457878.0,1457878.0,152.0,1698.0,1698.0
2004-12-01,115108.0,1246206.0,1246206.0,106.0,1188.0,1188.0
2005-01-01,57562.0,614848.58,614848.58,102.0,1089.65,1089.65
2005-02-01,34838.0,417245.4,417245.4,120.0,1437.41,1437.41
2005-03-01,65828.0,726996.34,726996.34,124.0,1362.06,1362.06
2005-04-01,48840.0,588089.18,588089.18,199.0,2341.58,2341.58
2005-05-01,47390.0,569344.36,569344.36,183.0,2202.48,2202.48
2005-06-01,92912.0,1081218.88,1081218.88,330.0,3836.95,3836.95
2005-07-01,126030.0,1441259.82,1441259.82,186.0,2127.13,2127.13
2005-08-01,131488.0,1498921.46,1498921.46,133.0,1512.76,1512.76
2005-09-01,127784.0,1487004.78,1487004.78,108.0,1257.73,1257.73
2005-10-01,92727.0,1028515.06,1028515.06,210.0,2329.99,2329.99
2005-11-01,70720.0,811964.92,811964.92,280.0,3216.78,3216.78
2005-12-01,83154.0,915176.18,915176.18,204.0,2243.05,2243.05
2006-01-01,93788.0,1093744.0,1093744.0,283.0,3304.0,3304.0
2006-02-01,69785.0,784978.0,784978.0,314.0,3541.0,3541.0
2006-03-01,63629.0,746027.0,746027.0,223.0,2620.0,2620.0
2006-04-01,71261.0,876176.0,876176.0,254.0,3118.0,3118.0
2006-05-01,108450.0,1238116.0,1238116.0,200.0,2278.0,2278.0
2006-06-01,105199.0,1229296.0,1229296.0,183.0,2145.0,2145.0
2006-07-01,114571.0,1327060.0,1327060.0,119.0,1379.0,1379.0
2006-08-01,117116.0,1386611.0,1386611.0,142.0,1681.0,1681.0
2006-09-01,96135.0,1068310.0,1068310.0,162.0,1803.0,1803.0
2006-10-01,95797.0,1058621.0,1058621.0,44.0,481.0,481.0
2006-11-01,76045.0,887087.0,887087.0,229.0,2666.0,2666.0
2006-12-01,83828.0,1001076.0,1001076.0,171.0,2001.0,2001.0
2007-01-01,84532.149,955549.0,955549.0,134.851,1524.0,1524.0
2007-02-01,91255.958,986926.0,986926.0,105.042,1136.0,1136.0
2007-03-01,103384.2,1129267.0,1129267.0,195.8,2139.0,2139.0
2007-04-01,77904.464,921472.0,921472.0,194.536,2301.0,2301.0
2007-05-01,92897.102,1082117.0,1082117.0,225.89800000000002,2631.0,2631.0
2007-06-01,87594.194,1051286.0,1051286.0,330.80600000000004,3970.0,3970.0
2007-07-01,106784.028,1269044.0,1269044.0,139.972,1663.0,1663.0
2007-08-01,121657.652,1405099.0,1405099.0,95.349,1101.0,1101.0
2007-09-01,112627.783,1295432.0,1295432.0,92.217,1061.0,1061.0
2007-10-01,121831.73,1398879.0,1398879.0,239.269,2747.0,2747.0
2007-11-01,107038.621,1222266.0,1222266.0,226.38,2585.0,2585.0
2007-12-01,111835.776,1285013.0,1285013.0,196.22400000000002,2255.0,2255.0
2008-01-01,101827.699,1095556.0,1095556.0,259.301,2790.0,2790.0
2008-02-01,77872.008,830842.0,830842.0,55.992000000000004,597.0,597.0
2008-03-01,57829.465,609488.0,609488.0,132.535,1397.0,1397.0
2008-04-01,19975.896,191688.0,191688.0,76.104,730.0,730.0
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0
