measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,90.325,925.02,925.02
2003-02-01,76.866,787.18,787.18
2003-03-01,87.537,896.47,896.47
2003-04-01,90.785,929.73,929.73
2003-05-01,93.646,959.03,959.03
2003-06-01,82.69200000000001,846.85,846.85
2003-07-01,80.53,824.71,824.71
2003-08-01,86.247,883.26,883.26
2003-09-01,68.305,699.51,699.51
2003-10-01,81.51700000000001,834.82,834.82
2003-11-01,90.225,923.99,923.99
2003-12-01,93.324,955.73,955.73
2004-01-01,86.534,867.24,867.24
2004-02-01,53.74,538.58,538.58
2004-03-01,147.979,1483.05,1483.05
2004-04-01,173.87800000000001,1742.61,1742.61
2004-05-01,153.321,1536.58,1536.58
2004-06-01,104.631,1048.61,1048.61
2004-07-01,84.72200000000001,849.08,849.08
2004-08-01,108.128,1083.66,1083.66
2004-09-01,97.153,973.67,973.67
2004-10-01,33.992000000000004,340.67,340.67
2004-11-01,76.531,766.99,766.99
2004-12-01,118.39,1186.5,1186.5
2005-01-01,84.013,840.05,840.05
2005-02-01,72.638,726.3,726.3
2005-03-01,79.572,795.64,795.64
2005-04-01,76.007,760.0,760.0
2005-05-01,68.755,687.48,687.48
2005-06-01,77.446,774.39,774.39
2005-07-01,83.129,831.21,831.21
2005-08-01,70.337,703.31,703.31
2005-09-01,58.2,581.95,581.95
2005-10-01,49.673,496.68,496.68
2005-11-01,53.16,531.55,531.55
2005-12-01,65.069,650.62,650.62
2006-01-01,123.95100000000001,1229.0,1229.0
2006-02-01,111.76700000000001,1109.0,1109.0
2006-03-01,98.468,977.0,977.0
2006-04-01,107.179,1063.0,1063.0
2006-05-01,126.72200000000001,1257.0,1257.0
2006-06-01,124.512,1235.0,1235.0
2006-07-01,130.568,1295.0,1295.0
2006-08-01,129.625,1286.0,1286.0
2006-09-01,84.14200000000001,835.0,835.0
2006-10-01,74.177,736.0,736.0
2006-11-01,86.88600000000001,862.0,862.0
2006-12-01,92.005,913.0,913.0
2007-01-01,119.046,1177.0,1177.0
2007-02-01,75.409,745.0,745.0
2007-03-01,103.188,1020.0,1020.0
2007-04-01,132.89700000000002,1314.0,1314.0
2007-05-01,119.02600000000001,1176.0,1176.0
2007-06-01,60.361000000000004,597.0,597.0
2007-07-01,83.354,824.0,824.0
2007-08-01,41.196000000000005,407.0,407.0
2007-09-01,28.914,286.0,286.0
2007-10-01,73.781,729.0,729.0
2007-11-01,119.024,1176.0,1176.0
2007-12-01,122.804,1214.0,1214.0
2008-01-01,118.09700000000001,1164.0,1164.0
2008-02-01,108.998,1074.0,1074.0
2008-03-01,130.126,1282.0,1282.0
2008-04-01,130.342,1284.0,1284.0
2008-05-01,99.923,985.0,985.0
2008-06-01,89.84,885.0,885.0
2008-07-01,83.88600000000001,827.0,827.0
2008-08-01,112.768,1111.0,1111.0
2008-09-01,29.915000000000003,295.0,295.0
2008-10-01,67.896,669.0,669.0
2008-11-01,114.424,1128.0,1128.0
2008-12-01,117.78500000000001,1161.0,1161.0
2009-01-01,59.001000000000005,576.0,576.0
2009-02-01,58.397000000000006,570.0,570.0
2009-03-01,94.39200000000001,921.0,921.0
2009-04-01,87.60300000000001,855.0,855.0
2009-05-01,85.09100000000001,830.0,830.0
2009-06-01,62.212,607.0,607.0
2009-07-01,81.879,799.0,799.0
2009-08-01,47.49,464.0,464.0
2009-09-01,17.982,176.0,176.0
2009-10-01,33.865,331.0,331.0
2009-11-01,57.109,557.0,557.0
2009-12-01,74.979,732.0,732.0
2010-01-01,68.384,667.0,667.0
2010-02-01,61.278000000000006,598.0,598.0
2010-03-01,89.322,871.0,871.0
2010-04-01,109.522,1068.0,1068.0
2010-05-01,86.97800000000001,849.0,849.0
2010-06-01,67.107,655.0,655.0
2010-07-01,46.21,451.0,451.0
2010-08-01,36.004000000000005,351.0,351.0
2010-09-01,19.019000000000002,186.0,186.0
2010-10-01,90.019,878.0,878.0
2010-11-01,106.268,1037.0,1037.0
2010-12-01,68.88900000000001,672.0,672.0
2011-01-01,100.431,976.0,976.0
2011-02-01,73.41,713.0,713.0
2011-03-01,150.8,1465.0,1465.0
2011-04-01,141.426,1374.0,1374.0
2011-05-01,154.019,1496.0,1496.0
2011-06-01,134.114,1303.0,1303.0
2011-07-01,34.728,337.0,337.0
2011-08-01,26.54,258.0,258.0
2011-09-01,88.769,862.0,862.0
2011-10-01,134.932,1311.0,1311.0
2011-11-01,81.033,787.0,787.0
2011-12-01,131.798,1281.0,1281.0
2012-01-01,67.734,645.0,645.0
2012-02-01,58.945,561.0,561.0
2012-03-01,95.064,905.0,905.0
2012-04-01,83.97,799.0,799.0
2012-05-01,91.378,870.0,870.0
2012-06-01,49.854,474.0,474.0
2012-07-01,24.546,234.0,234.0
2012-08-01,17.492,166.0,166.0
2012-09-01,23.358,222.0,222.0
2012-10-01,71.83,684.0,684.0
2012-11-01,58.431,556.0,556.0
2012-12-01,86.398,822.0,822.0
2013-01-01,84.701,808.0,808.0
2013-02-01,61.246,584.0,584.0
2013-03-01,79.509,759.0,759.0
2013-04-01,113.173,1080.0,1080.0
2013-05-01,78.956,753.0,753.0
2013-06-01,104.505,997.0,997.0
2013-07-01,98.937,944.0,944.0
2013-08-01,50.94,486.0,486.0
2013-09-01,48.768,465.0,465.0
2013-10-01,36.744,351.0,351.0
2013-11-01,77.377,738.0,738.0
2013-12-01,89.144,851.0,851.0
2014-01-01,92.051,875.0,875.0
2014-02-01,52.159,496.0,496.0
2014-03-01,48.343,460.0,460.0
2014-04-01,106.316,1011.0,1011.0
2014-05-01,120.714,1148.0,1148.0
2014-06-01,72.815,692.0,692.0
2014-07-01,51.316,488.0,488.0
2014-08-01,42.264,402.0,402.0
2014-09-01,16.64,158.0,158.0
2014-10-01,53.601,510.0,510.0
2014-11-01,54.622,519.0,519.0
2014-12-01,93.159,886.0,886.0
2015-01-01,70.3,655.0,655.0
2015-02-01,46.584,434.0,434.0
2015-03-01,49.29,459.0,459.0
2015-04-01,120.977,1127.0,1127.0
2015-05-01,100.156,933.0,933.0
2015-06-01,131.023,1221.0,1221.0
2015-07-01,100.344,935.0,935.0
2015-08-01,40.467,377.0,377.0
2015-09-01,23.527,219.0,219.0
2015-10-01,48.607,453.0,453.0
2015-11-01,65.1,607.0,607.0
2015-12-01,108.625,1012.0,1012.0
2016-01-01,119.554,1104.0,1104.0
2016-02-01,124.322,1148.0,1148.0
2016-03-01,167.743,1549.0,1549.0
2016-04-01,157.064,1450.0,1450.0
2016-05-01,62.907,581.0,581.0
2016-06-01,67.413,622.0,622.0
2016-07-01,48.541,448.0,448.0
2016-08-01,37.803,349.0,349.0
2016-09-01,13.518,125.0,125.0
2016-10-01,5.559,51.0,51.0
2016-11-01,22.471,207.0,207.0
2016-12-01,87.105,804.0,804.0
2017-01-01,93.408,861.0,861.0
2017-02-01,92.975,857.0,857.0
2017-03-01,114.54,1055.0,1055.0
2017-04-01,159.303,1468.0,1468.0
2017-05-01,166.667,1536.0,1536.0
2017-06-01,127.337,1173.0,1173.0
2017-07-01,106.04,977.0,977.0
2017-08-01,66.69,614.0,614.0
2017-09-01,50.299,463.0,463.0
2017-10-01,48.398,446.0,446.0
2017-11-01,114.582,1056.0,1056.0
2017-12-01,88.761,818.0,818.0
2018-01-01,86.971,792.0,792.0
2018-02-01,93.072,847.0,847.0
2018-03-01,103.139,939.0,939.0
2018-04-01,123.651,1126.0,1126.0
2018-05-01,100.917,919.0,919.0
2018-06-01,46.042,419.0,419.0
2018-07-01,39.789,362.0,362.0
2018-08-01,54.845,499.0,499.0
2018-09-01,52.616,479.0,479.0
2018-10-01,78.422,714.0,714.0
2018-11-01,107.926,983.0,983.0
2018-12-01,115.61,1053.0,1053.0
2019-01-01,116.513,1038.0,1038.0
2019-02-01,108.214,964.0,964.0
2019-03-01,114.216,1017.0,1017.0
2019-04-01,123.844,1103.0,1103.0
2019-05-01,131.564,1172.0,1172.0
2019-06-01,93.732,835.0,835.0
2019-07-01,56.921,507.0,507.0
2019-08-01,32.014,285.0,285.0
2019-09-01,28.45,253.0,253.0
2019-10-01,62.091,553.0,553.0
2019-11-01,75.728,674.0,674.0
2019-12-01,102.713,915.0,915.0
2020-01-01,98.559,864.0,864.0
2020-02-01,83.998,736.0,736.0
2020-03-01,114.626,1005.0,1005.0
2020-04-01,123.675,1084.0,1084.0
2020-05-01,111.453,977.0,977.0
2020-06-01,36.89,323.0,323.0
2020-07-01,46.856,411.0,411.0
2020-08-01,25.333,222.0,222.0
2020-09-01,14.421,126.0,126.0
2020-10-01,53.636,470.0,470.0
2020-11-01,63.245,554.0,554.0
2020-12-01,85.308,748.0,748.0
2021-01-01,39.532,350.0,350.0
2021-02-01,25.393,225.0,225.0
2021-03-01,39.112,346.0,346.0
2021-04-01,48.253,427.0,427.0
2021-05-01,37.018,327.0,327.0
2021-06-01,16.406,145.0,145.0
2021-07-01,32.676,289.0,289.0
2021-08-01,22.878,202.0,202.0
2021-09-01,26.343,233.0,233.0
2021-10-01,28.271,250.0,250.0
2021-11-01,39.931,353.0,353.0
2021-12-01,39.187,347.0,347.0
2022-01-01,68.008,232.0,232.0
2022-02-01,84.113,287.0,287.0
2022-03-01,123.365,421.0,421.0
2022-04-01,141.298,482.0,482.0
2022-05-01,102.97,351.0,351.0
2022-06-01,48.559,166.0,166.0
2022-07-01,27.641,94.0,94.0
2022-08-01,24.223,83.0,83.0
2022-09-01,45.263,154.0,154.0
2022-10-01,59.322,202.0,202.0
