measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Kerosene Generation,Kerosene Quantity Consumed For Electricity,Kerosene Total Fuel Consumed
2007-10-01,1772.221,20619.0,20619.0,0.0,0.0,0.0
2007-11-01,1082.1280000000002,12592.0,12592.0,0.0,0.0,0.0
2007-12-01,4110.086,47816.0,47816.0,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,10169.365,117204.0,117204.0
2008-02-01,0.0,0.0,0.0,6500.412,74918.0,74918.0
2008-03-01,0.0,0.0,0.0,2022.1370000000002,23307.0,23307.0
2008-04-01,0.0,0.0,0.0,858.224,9892.0,9892.0
2008-05-01,0.0,0.0,0.0,1214.047,13995.0,13995.0
2008-06-01,0.0,0.0,0.0,8614.648000000001,99290.0,99290.0
2008-07-01,0.0,0.0,0.0,10475.943,120738.0,120738.0
2008-08-01,0.0,0.0,0.0,3961.0060000000003,45655.0,45655.0
2008-09-01,0.0,0.0,0.0,2720.138,31352.0,31352.0
2008-10-01,0.0,0.0,0.0,1004.105,11574.0,11574.0
2008-11-01,0.0,0.0,0.0,7139.809,82288.0,82288.0
2008-12-01,0.0,0.0,0.0,20081.166,231442.0,231442.0
2009-01-01,0.0,0.0,0.0,25008.615,289595.0,289595.0
2009-02-01,0.0,0.0,0.0,4019.8940000000002,46549.0,46549.0
2009-03-01,0.0,0.0,0.0,2564.831,29701.0,29701.0
2009-04-01,0.0,0.0,0.0,745.716,8637.0,8637.0
2009-05-01,0.0,0.0,0.0,614.245,7116.0,7116.0
2009-06-01,0.0,0.0,0.0,1889.4540000000002,21880.0,21880.0
2009-07-01,0.0,0.0,0.0,2665.154,30861.0,30861.0
2009-08-01,0.0,0.0,0.0,4410.932,51078.0,51078.0
2009-09-01,0.0,0.0,0.0,871.6790000000001,10094.0,10094.0
2009-10-01,0.0,0.0,0.0,410.053,4748.0,4748.0
2009-11-01,0.0,0.0,0.0,359.525,4162.0,4162.0
2009-12-01,0.0,0.0,0.0,2874.902,33294.0,33294.0
2010-01-01,0.0,0.0,0.0,5441.249000000001,62645.0,62645.0
2010-02-01,0.0,0.0,0.0,1513.075,17423.0,17423.0
2010-03-01,0.0,0.0,0.0,979.2760000000001,11278.0,11278.0
2010-04-01,0.0,0.0,0.0,920.769,10603.0,10603.0
2010-05-01,0.0,0.0,0.0,1262.82,14540.0,14540.0
2010-06-01,0.0,0.0,0.0,4678.993,53872.0,53872.0
2010-07-01,0.0,0.0,0.0,9263.246000000001,106661.0,106661.0
2010-08-01,0.0,0.0,0.0,5048.286,58128.0,58128.0
2010-09-01,0.0,0.0,0.0,2306.389,26557.0,26557.0
2010-10-01,0.0,0.0,0.0,540.831,6228.0,6228.0
2010-11-01,0.0,0.0,0.0,543.837,6263.0,6263.0
2010-12-01,0.0,0.0,0.0,3260.2290000000003,37539.0,37539.0
2011-01-01,0.0,0.0,0.0,5778.937,69086.0,69086.0
2011-02-01,0.0,0.0,0.0,1441.113,17227.0,17227.0
2011-03-01,0.0,0.0,0.0,1044.361,12485.0,12485.0
2011-04-01,0.0,0.0,0.0,604.495,7228.0,7228.0
2011-05-01,0.0,0.0,0.0,969.864,11591.0,11591.0
2011-06-01,0.0,0.0,0.0,3088.559,36917.0,36917.0
2011-07-01,0.0,0.0,0.0,5573.684,66624.0,66624.0
2011-08-01,0.0,0.0,0.0,2004.306,23958.0,23958.0
2011-09-01,0.0,0.0,0.0,1041.655,12450.0,12450.0
2011-10-01,0.0,0.0,0.0,752.536,8998.0,8998.0
2011-11-01,0.0,0.0,0.0,531.518,6352.0,6352.0
2011-12-01,0.0,0.0,0.0,748.972,8951.0,8951.0
2012-01-01,0.0,0.0,0.0,1095.416,12734.0,12734.0
2012-02-01,0.0,0.0,0.0,787.156,9140.0,9140.0
2012-03-01,0.0,0.0,0.0,701.901,8152.0,8152.0
2012-04-01,0.0,0.0,0.0,357.928,4156.0,4156.0
2012-05-01,0.0,0.0,0.0,893.842,10384.0,10384.0
2012-06-01,0.0,0.0,0.0,2871.552,33353.0,33353.0
2012-07-01,0.0,0.0,0.0,6518.135,75711.0,75711.0
2012-08-01,0.0,0.0,0.0,2960.176,34383.0,34383.0
2012-09-01,0.0,0.0,0.0,924.188,10733.0,10733.0
2012-10-01,0.0,0.0,0.0,846.578,9833.0,9833.0
2012-11-01,0.0,0.0,0.0,1372.607,15943.0,15943.0
2012-12-01,0.0,0.0,0.0,669.521,7779.0,7779.0
2013-01-01,0.0,0.0,0.0,8296.848,89914.0,89914.0
2013-02-01,0.0,0.0,0.0,2648.383,28700.0,28700.0
2013-03-01,0.0,0.0,0.0,790.124,8562.0,8562.0
2013-04-01,0.0,0.0,0.0,610.204,6614.0,6614.0
2013-05-01,0.0,0.0,0.0,1397.194,15142.0,15142.0
2013-06-01,0.0,0.0,0.0,2385.55,25850.0,25850.0
2013-07-01,0.0,0.0,0.0,6926.091,75057.0,75057.0
2013-08-01,0.0,0.0,0.0,1158.035,12550.0,12550.0
2013-09-01,0.0,0.0,0.0,1523.536,16509.0,16509.0
2013-10-01,0.0,0.0,0.0,507.717,5505.0,5505.0
2013-11-01,0.0,0.0,0.0,548.263,5942.0,5942.0
2013-12-01,0.0,0.0,0.0,1309.055,14185.0,14185.0
2014-01-01,0.0,0.0,0.0,7532.922,85208.0,85208.0
2014-02-01,0.0,0.0,0.0,2683.102,30347.0,30347.0
2014-03-01,0.0,0.0,0.0,2119.324,23972.0,23972.0
2014-04-01,0.0,0.0,0.0,55.387,627.0,627.0
2014-05-01,0.0,0.0,0.0,48.533,548.0,548.0
2014-06-01,0.0,0.0,0.0,115.783,1310.0,1310.0
2014-07-01,0.0,0.0,0.0,190.639,2157.0,2157.0
2014-08-01,0.0,0.0,0.0,142.46,1609.0,1609.0
2014-09-01,0.0,0.0,0.0,103.089,1163.0,1163.0
2014-10-01,0.0,0.0,0.0,92.427,1045.0,1045.0
2014-11-01,0.0,0.0,0.0,137.079,1553.0,1553.0
2014-12-01,0.0,0.0,0.0,159.255,1801.0,1801.0
2015-01-01,0.0,0.0,0.0,3740.207,42329.0,42329.0
2015-02-01,0.0,0.0,0.0,13510.913,152899.0,152899.0
2015-03-01,0.0,0.0,0.0,1040.126,11771.0,11771.0
2015-04-01,0.0,0.0,0.0,127.875,1448.0,1448.0
2015-05-01,0.0,0.0,0.0,181.698,2054.0,2054.0
2015-06-01,0.0,0.0,0.0,155.821,1766.0,1766.0
2015-07-01,0.0,0.0,0.0,399.139,4518.0,4518.0
2015-08-01,0.0,0.0,0.0,444.346,5026.0,5026.0
2015-09-01,0.0,0.0,0.0,377.647,4276.0,4276.0
2015-10-01,0.0,0.0,0.0,145.013,1639.0,1639.0
2015-11-01,0.0,0.0,0.0,66.275,750.0,750.0
2015-12-01,0.0,0.0,0.0,174.94,1979.0,1979.0
2016-01-01,0.0,0.0,0.0,1846.795,22101.0,22101.0
2016-02-01,0.0,0.0,0.0,4503.246,53891.0,53891.0
2016-03-01,0.0,0.0,0.0,317.987,3805.0,3805.0
2016-04-01,0.0,0.0,0.0,317.671,3799.0,3799.0
2016-05-01,0.0,0.0,0.0,157.362,1885.0,1885.0
2016-06-01,0.0,0.0,0.0,196.038,2344.0,2344.0
2016-07-01,0.0,0.0,0.0,1199.142,14348.0,14348.0
2016-08-01,0.0,0.0,0.0,1877.624,22467.0,22467.0
2016-09-01,0.0,0.0,0.0,525.483,6286.0,6286.0
2016-10-01,0.0,0.0,0.0,189.08,2263.0,2263.0
2016-11-01,0.0,0.0,0.0,214.82,2573.0,2573.0
2016-12-01,0.0,0.0,0.0,1233.752,14766.0,14766.0
2017-01-01,0.0,0.0,0.0,439.154,5100.0,5100.0
2017-02-01,0.0,0.0,0.0,365.794,4250.0,4250.0
2017-03-01,0.0,0.0,0.0,557.665,6475.0,6475.0
2017-04-01,0.0,0.0,0.0,527.559,6127.0,6127.0
2017-05-01,0.0,0.0,0.0,271.386,3155.0,3155.0
2017-06-01,0.0,0.0,0.0,209.294,2430.0,2430.0
2017-07-01,0.0,0.0,0.0,197.831,2299.0,2299.0
2017-08-01,0.0,0.0,0.0,151.773,1763.0,1763.0
2017-09-01,0.0,0.0,0.0,164.848,1917.0,1917.0
2017-10-01,0.0,0.0,0.0,296.862,3446.0,3446.0
2017-11-01,0.0,0.0,0.0,344.515,3999.0,3999.0
2017-12-01,0.0,0.0,0.0,5275.319,61272.0,61272.0
2018-01-01,0.0,0.0,0.0,21153.506,234976.0,234976.0
2018-02-01,0.0,0.0,0.0,443.802,4930.0,4930.0
2018-03-01,0.0,0.0,0.0,442.29,4913.0,4913.0
2018-04-01,0.0,0.0,0.0,351.728,3909.0,3909.0
2018-05-01,0.0,0.0,0.0,83.51,930.0,930.0
2018-06-01,0.0,0.0,0.0,215.053,2388.0,2388.0
2018-07-01,0.0,0.0,0.0,198.008,2201.0,2201.0
2018-08-01,0.0,0.0,0.0,170.553,1895.0,1895.0
2018-09-01,0.0,0.0,0.0,195.84,2173.0,2173.0
2018-10-01,0.0,0.0,0.0,211.999,2354.0,2354.0
2018-11-01,0.0,0.0,0.0,222.589,2473.0,2473.0
2018-12-01,0.0,0.0,0.0,411.122,4567.0,4567.0
2019-01-01,0.0,0.0,0.0,22240.391,244199.0,244199.0
2019-02-01,0.0,0.0,0.0,4601.291,50523.0,50523.0
2019-03-01,0.0,0.0,0.0,75.89,834.0,834.0
2019-04-01,0.0,0.0,0.0,38.111,417.0,417.0
2019-05-01,0.0,0.0,0.0,60.503,663.0,663.0
2019-06-01,0.0,0.0,0.0,40.034,440.0,440.0
2019-07-01,0.0,0.0,0.0,19.252,211.0,211.0
2019-08-01,0.0,0.0,0.0,36.563,400.0,400.0
2019-09-01,0.0,0.0,0.0,160.619,1765.0,1765.0
2019-10-01,0.0,0.0,0.0,42.422,468.0,468.0
2019-11-01,0.0,0.0,0.0,83.625,920.0,920.0
2019-12-01,0.0,0.0,0.0,3148.299,34569.0,34569.0
2020-01-01,0.0,0.0,0.0,6256.215,67909.0,67909.0
2020-02-01,0.0,0.0,0.0,4690.869,50919.0,50919.0
2020-03-01,0.0,0.0,0.0,3972.4,43121.0,43121.0
2020-04-01,0.0,0.0,0.0,2822.524,30636.0,30636.0
2020-05-01,0.0,0.0,0.0,5967.65,64775.0,64775.0
2020-06-01,0.0,0.0,0.0,2473.97,26853.0,26853.0
2020-07-01,0.0,0.0,0.0,4114.343,44656.0,44656.0
2020-08-01,0.0,0.0,0.0,1665.07,18071.0,18071.0
2020-09-01,0.0,0.0,0.0,4327.276,46972.0,46972.0
2020-10-01,0.0,0.0,0.0,2473.922,26853.0,26853.0
2020-11-01,0.0,0.0,0.0,5987.368,64991.0,64991.0
2020-12-01,0.0,0.0,0.0,7016.393,76162.0,76162.0
2021-01-01,0.0,0.0,0.0,88.849,941.0,941.0
2021-02-01,0.0,0.0,0.0,52.56,559.0,559.0
2021-03-01,0.0,0.0,0.0,210.296,2229.0,2229.0
2021-04-01,0.0,0.0,0.0,668.893,7085.0,7085.0
2021-05-01,0.0,0.0,0.0,295.979,3135.0,3135.0
2021-06-01,0.0,0.0,0.0,2689.565,28489.0,28489.0
2021-07-01,0.0,0.0,0.0,10530.419,111538.0,111538.0
2021-08-01,0.0,0.0,0.0,11904.063,126084.0,126084.0
2021-09-01,0.0,0.0,0.0,613.429,6498.0,6498.0
2021-10-01,0.0,0.0,0.0,355.448,3768.0,3768.0
2021-11-01,0.0,0.0,0.0,1084.222,11486.0,11486.0
2021-12-01,0.0,0.0,0.0,2626.277,27816.0,27816.0
2022-01-01,0.0,0.0,0.0,3284.565,35034.0,35034.0
2022-02-01,0.0,0.0,0.0,1036.648,11059.0,11059.0
2022-03-01,0.0,0.0,0.0,61.12,653.0,653.0
2022-04-01,0.0,0.0,0.0,553.734,5904.0,5904.0
2022-05-01,0.0,0.0,0.0,463.579,4947.0,4947.0
2022-06-01,0.0,0.0,0.0,1929.588,20582.0,20582.0
2022-07-01,0.0,0.0,0.0,15906.826,169673.0,169673.0
2022-08-01,0.0,0.0,0.0,5357.058,57141.0,57141.0
2022-09-01,0.0,0.0,0.0,58.94,630.0,630.0
2022-10-01,0.0,0.0,0.0,435.327,4643.0,4643.0
2022-11-01,0.0,0.0,0.0,1145.007,12213.0,12213.0
2022-12-01,0.0,0.0,0.0,1409.609,15038.0,15038.0
2023-01-01,0.0,0.0,0.0,183.63,2038.0,2038.0
2023-02-01,0.0,0.0,0.0,484.614,5382.0,5382.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0,226.15,2509.0,2509.0
2023-05-01,0.0,0.0,0.0,184.48,2050.0,2050.0
2023-06-01,0.0,0.0,0.0,601.748,6681.0,6681.0
2023-07-01,0.0,0.0,0.0,9545.697,105957.0,105957.0
2023-08-01,0.0,0.0,0.0,2424.91,26915.0,26915.0
2023-09-01,0.0,0.0,0.0,2653.235,29448.0,29448.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0,62.536,691.0,691.0
2024-01-01,0.0,0.0,0.0,480.564,5358.0,5358.0
2024-02-01,0.0,0.0,0.0,1136.882,12683.0,12683.0
2024-03-01,0.0,0.0,0.0,226.961,2533.0,2533.0
2024-04-01,0.0,0.0,0.0,508.039,5668.0,5668.0
2024-05-01,0.0,0.0,0.0,562.286,6270.0,6270.0
2024-06-01,0.0,0.0,0.0,3409.856,38037.0,38037.0
2024-07-01,0.0,0.0,0.0,10007.86,111631.0,111631.0
2024-08-01,0.0,0.0,0.0,6354.305,70876.0,70876.0
2024-09-01,0.0,0.0,0.0,150.489,1681.0,1681.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,295.585,3296.0,3296.0
2024-12-01,0.0,0.0,0.0,1686.173,18810.0,18810.0
