measured_on,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2011-10-01,2310.942,20453.0,108396.0
2011-11-01,2267.175,20065.0,106344.0
2011-12-01,2570.657,22751.0,120582.0
2012-01-01,2381.595,20886.0,109926.0
2012-02-01,2282.82,20020.0,105390.0
2012-03-01,2383.188,20900.0,110034.0
2012-04-01,1781.412,15623.0,82242.0
2012-05-01,2072.014,18171.0,95670.0
2012-06-01,2336.619,20492.0,107874.0
2012-07-01,2616.294,22944.0,120798.0
2012-08-01,2519.175,22093.0,116316.0
2012-09-01,2431.841,21327.0,112284.0
2012-10-01,2290.082,20084.0,105732.0
2012-11-01,2065.936,18118.0,95382.0
2012-12-01,2371.024,20793.0,109476.0
2013-01-01,2247.405,19934.0,107082.0
2013-02-01,1852.933,16435.0,88272.0
2013-03-01,2134.145,18930.0,101682.0
2013-04-01,1753.905,15557.0,83556.0
2013-05-01,2056.155,18238.0,97956.0
2013-06-01,2288.291,20297.0,109026.0
2013-07-01,2491.302,22097.0,118692.0
2013-08-01,2379.559,21106.0,113364.0
2013-09-01,2325.681,20628.0,110808.0
2013-10-01,2298.978,20392.0,109530.0
2013-11-01,2292.03,20330.0,109206.0
2013-12-01,2301.616,20415.0,109656.0
2014-01-01,2363.442,17313.0,99738.0
2014-02-01,1799.963,13186.0,75960.0
2014-03-01,2534.243,18564.0,106956.0
2014-04-01,2168.322,15884.0,91512.0
2014-05-01,2021.797,14811.0,85320.0
2014-06-01,2701.115,19787.0,113994.0
2014-07-01,2772.528,20310.0,117018.0
2014-08-01,2726.602,19974.0,115074.0
2014-09-01,2545.317,18646.0,107424.0
2014-10-01,2534.017,18563.0,106938.0
2014-11-01,2232.195,16352.0,94212.0
2014-12-01,2336.709,17117.0,98622.0
2015-01-01,1142.224,10420.0,60174.0
2015-02-01,883.264,8058.0,46512.0
2015-03-01,1047.682,9558.0,55170.0
2015-04-01,961.2,8769.0,50616.0
2015-05-01,1106.507,10095.0,58284.0
2015-06-01,1156.806,10553.0,60930.0
2015-07-01,1201.533,10962.0,63288.0
2015-08-01,1232.653,11245.0,64926.0
2015-09-01,1118.061,10200.0,58878.0
2015-10-01,943.403,8607.0,49680.0
2015-11-01,1034.696,9439.0,54486.0
2015-12-01,1144.971,10446.0,60300.0
2016-01-01,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0
2016-09-01,0.0,0.0,0.0
2016-10-01,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0
