measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2003-01-01,43.364000000000004,513.0,513.0
2003-02-01,38.693000000000005,458.0,458.0
2003-03-01,38.335,454.0,454.0
2003-04-01,32.59,386.0,386.0
2003-05-01,34.942,414.0,414.0
2003-06-01,38.505,456.0,456.0
2003-07-01,42.36,501.0,501.0
2003-08-01,44.734,530.0,530.0
2003-09-01,36.397,431.0,431.0
2003-10-01,34.187000000000005,405.0,405.0
2003-11-01,35.87,425.0,425.0
2003-12-01,42.964,509.0,509.0
2005-01-01,16.508,126.57,126.57
2005-02-01,8.378,64.24,64.24
2005-03-01,10.14,77.75,77.75
2005-04-01,10.566,81.02,81.02
2005-05-01,12.45,95.46,95.46
2005-06-01,11.272,86.43,86.43
2005-07-01,18.05,138.4,138.4
2005-08-01,19.975,153.16,153.16
2005-09-01,19.837,152.1,152.1
2005-10-01,11.836,90.76,90.76
2005-11-01,9.435,72.34,72.34
2005-12-01,20.552,157.58,157.58
2006-01-01,4.908,42.0,42.0
2006-02-01,4.856,41.0,41.0
2006-03-01,4.258,36.0,36.0
2006-04-01,5.617,48.0,48.0
2006-05-01,5.0760000000000005,43.0,43.0
2006-06-01,6.071000000000001,52.0,52.0
2006-07-01,5.89,50.0,50.0
2006-08-01,6.338,54.0,54.0
2006-09-01,4.503,38.0,38.0
2006-10-01,5.796,50.0,50.0
2006-11-01,5.059,43.0,43.0
2006-12-01,5.628,48.0,48.0
2007-01-01,1.655,74.0,74.0
2007-02-01,1.856,81.0,81.0
2007-03-01,0.9390000000000001,43.0,43.0
2007-04-01,1.117,50.0,50.0
2007-05-01,1.002,43.0,43.0
2007-06-01,0.8,37.0,37.0
2007-07-01,0.917,37.0,37.0
2007-08-01,1.518,68.0,68.0
2007-09-01,0.7090000000000001,31.0,31.0
2007-10-01,0.845,37.0,37.0
2007-11-01,0.659,31.0,31.0
2007-12-01,0.98,43.0,43.0
2008-01-01,8.620000000000001,70.0,70.0
2008-02-01,4.609,41.0,41.0
2008-03-01,4.018,35.0,35.0
2008-04-01,3.129,23.0,23.0
2008-05-01,4.128,35.0,35.0
2008-06-01,3.21,29.0,29.0
2008-07-01,2.395,17.0,17.0
2008-08-01,3.1340000000000003,29.0,29.0
2008-09-01,3.133,23.0,23.0
2008-10-01,3.8930000000000002,35.0,35.0
2008-11-01,6.045,52.0,52.0
2008-12-01,6.606000000000001,52.0,52.0
2009-01-01,0.66,58.0,58.0
2009-02-01,0.48400000000000004,41.0,41.0
2009-03-01,0.455,41.0,41.0
2009-04-01,0.258,23.0,23.0
2009-05-01,0.32,29.0,29.0
2009-06-01,0.274,23.0,23.0
2009-07-01,0.23700000000000002,23.0,23.0
2009-08-01,0.24200000000000002,23.0,23.0
2009-09-01,0.23800000000000002,23.0,23.0
2009-10-01,0.20700000000000002,18.0,18.0
2009-11-01,0.298,29.0,29.0
2009-12-01,0.327,29.0,29.0
2010-01-01,-2.2800000000000002,74.0,74.0
2010-02-01,-1.1660000000000001,37.0,37.0
2010-03-01,-0.529,19.0,19.0
2010-04-01,-0.46900000000000003,19.0,19.0
2010-05-01,-0.745,25.0,25.0
2010-06-01,-0.671,25.0,25.0
2010-07-01,-0.47700000000000004,19.0,19.0
2010-08-01,-0.541,19.0,19.0
2010-09-01,-0.42200000000000004,12.0,12.0
2010-10-01,-0.448,12.0,12.0
2010-11-01,-0.5880000000000001,19.0,19.0
2010-12-01,-1.6640000000000001,56.0,56.0
2011-01-01,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0
2011-12-01,-39.0,25.0,25.0
2012-01-01,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0
2012-12-01,-37.0,31.0,31.0
2013-01-01,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0
