measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2016-07-01,11.085,130.0,130.0
2016-08-01,11.117,136.0,136.0
2016-09-01,7.793,93.0,93.0
2016-10-01,7.563,93.0,93.0
2016-11-01,14.105,174.0,174.0
2016-12-01,19.337,236.0,236.0
2017-01-01,4.728,2040.0,2040.0
2017-02-01,3.727,1612.0,1612.0
2017-03-01,4.904,2120.0,2120.0
2017-04-01,3.733,1612.0,1612.0
2017-05-01,5.456,2356.0,2356.0
2017-06-01,5.477,2368.0,2368.0
2017-07-01,5.099,2201.0,2201.0
2017-08-01,4.25,1835.0,1835.0
2017-09-01,4.07,1761.0,1761.0
2017-10-01,3.789,1637.0,1637.0
2017-11-01,8.124,3509.0,3509.0
2017-12-01,4.643,2003.0,2003.0
2018-01-01,10.831,118.0,118.0
2018-02-01,6.499,68.0,68.0
2018-03-01,6.478,68.0,68.0
2018-04-01,9.094,99.0,99.0
2018-05-01,14.013,149.0,149.0
2018-06-01,8.76,93.0,93.0
2018-07-01,6.613,68.0,68.0
2018-08-01,7.519,81.0,81.0
2018-09-01,9.808,105.0,105.0
2018-10-01,8.418,93.0,93.0
2018-11-01,10.653,112.0,112.0
2018-12-01,10.314,112.0,112.0
2019-01-01,4.471,50.0,50.0
2019-02-01,5.351,56.0,56.0
2019-03-01,5.49,56.0,56.0
2019-04-01,5.688,62.0,62.0
