measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2001-01-01,19608.431,163982.0,169541.0
2001-02-01,17074.423000000003,142790.0,147631.0
2001-03-01,18384.083,153743.0,158955.0
2001-04-01,18084.946,151241.0,156368.0
2001-05-01,18957.205,158536.0,163910.0
2001-06-01,18665.095999999998,156093.0,161384.0
2001-07-01,21417.039,179107.0,185179.0
2001-08-01,22158.968,185312.0,191593.0
2001-09-01,18441.305,154221.0,159449.0
2001-10-01,17424.186,145715.0,150655.0
2001-11-01,14343.326000000001,119951.0,124017.0
2001-12-01,15459.992,129289.0,133672.0
2002-01-01,18483.286,206905.0,206905.0
2002-02-01,16123.264,180487.0,180487.0
2002-03-01,20484.008,229302.0,229302.0
2002-04-01,16520.386,184932.0,184932.0
2002-05-01,17129.354,191749.0,191749.0
2002-06-01,22236.061,248915.0,248915.0
2002-07-01,26847.885000000002,300540.0,300540.0
2002-08-01,25560.431,286128.0,286128.0
2002-09-01,23043.336,257951.0,257951.0
2002-10-01,19532.674,218652.0,218652.0
2002-11-01,17992.15,201408.0,201408.0
2002-12-01,19731.165,220874.0,220874.0
2003-01-01,7929.0625,67463.5,67463.5
2003-02-01,7315.708,62245.0,62245.0
2003-03-01,8064.6855,68617.5,68617.5
2003-04-01,7626.6565,64890.5,64890.5
2003-05-01,8732.391,74298.5,74298.5
2003-06-01,9098.2785,77411.5,77411.5
2003-07-01,11681.3635,99389.5,99389.5
2003-08-01,10974.231500000002,93373.0,93373.0
2003-09-01,10028.368,85325.0,85325.0
2003-10-01,9437.5785,80298.5,80298.5
2003-11-01,7988.909000000001,67972.5,67972.5
2003-12-01,8482.268,72170.5,72170.5
2004-01-01,0.0,0.0,0.0
2004-02-01,0.0,0.0,0.0
2004-03-01,0.0,0.0,0.0
2004-04-01,0.0,0.0,0.0
2004-05-01,0.0,0.0,0.0
2004-06-01,0.0,0.0,0.0
2004-07-01,0.0,0.0,0.0
2004-08-01,0.0,0.0,0.0
2004-09-01,0.0,0.0,0.0
2004-10-01,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0
2005-01-01,5475.0925,44606.445,44606.445
2005-02-01,4941.842000000001,40261.97,40261.97
2005-03-01,5333.249,43450.82,43450.82
2005-04-01,5358.863,43659.505,43659.505
2005-05-01,5885.671,47951.495,47951.495
2005-06-01,7559.8015,61590.9,61590.9
2005-07-01,9680.467,78868.295,78868.295
2005-08-01,10032.0445,81732.655,81732.655
2005-09-01,7566.3035,61643.875,61643.875
2005-10-01,5872.9130000000005,47847.55,47847.55
2005-11-01,5240.0405,42691.44,42691.44
2005-12-01,5978.732,48709.675,48709.675
2006-01-01,7313.629,62227.14,63970.04
2006-02-01,6448.241,54864.09,56400.765
2006-03-01,7142.2995,60769.4,62471.475
2006-04-01,6805.1965,57901.205,59522.94
2006-05-01,7932.017500000001,67488.625,69378.895
2006-06-01,8407.556,71534.69,73538.28
2006-07-01,9466.537,80544.9,82800.86
2006-08-01,9779.5085,83207.785,85538.33
2006-09-01,7962.8335,67750.82,69648.435
2006-10-01,8347.337000000001,71022.32,73011.565
2006-11-01,7051.132,59993.72,61674.06
2006-12-01,7907.0725,67276.385,69160.71
2007-01-01,8209.575,69022.5,69722.5
2007-02-01,7469.9875,62804.0,63420.5
2007-03-01,7139.0985,58665.5,58665.5
2007-04-01,7107.1115,58394.0,58394.0
2007-05-01,7794.58,65133.5,65133.5
2007-06-01,9079.9565,76340.5,77010.0
2007-07-01,12072.1655,101488.0,104904.5
2007-08-01,13127.658500000001,110353.0,116297.5
2007-09-01,10499.389,88264.5,91644.5
2007-10-01,9832.049,82650.5,86852.0
2007-11-01,9390.988500000001,78944.5,82574.0
2007-12-01,10270.4405,86331.0,92016.0
2008-01-01,10163.096,80125.5,80125.5
2008-02-01,8515.724,67138.0,67138.0
2008-03-01,7991.976,63009.0,63009.0
2008-04-01,9091.557,71677.5,71677.5
2008-05-01,7226.397,56973.0,56973.0
2008-06-01,7909.3395,62357.5,62357.5
2008-07-01,10359.730500000001,81676.0,81676.0
2008-08-01,12119.769499999999,95552.5,95552.5
2008-09-01,10916.05,86062.0,86062.0
2008-10-01,10176.6475,80233.0,80233.0
2008-11-01,8862.588,69873.0,69873.0
2008-12-01,9914.125,78163.0,78163.0
2009-01-01,6227.8025,52869.5,55274.0
2009-02-01,5730.305,48646.0,50858.5
2009-03-01,5332.024000000001,45264.5,47323.5
2009-04-01,4580.311500000001,38883.5,40652.0
2009-05-01,4653.4785,39504.5,41301.0
2009-06-01,4312.9385,36613.5,38279.0
2009-07-01,7891.8295,66995.5,70042.5
2009-08-01,8092.443499999999,68699.0,71823.0
2009-09-01,8480.261,71991.0,75265.0
2009-10-01,6631.440500000001,56296.0,58856.5
2009-11-01,6055.9310000000005,51410.5,53748.5
2009-12-01,6951.2345000000005,59010.5,61694.5
2010-01-01,9586.9735,81163.0,84731.0
2010-02-01,8851.012,74932.5,78227.5
2010-03-01,9425.673999999999,79797.5,83306.5
2010-04-01,7939.2965,67214.0,70169.5
2010-05-01,5782.698,48956.0,51109.0
2010-06-01,5397.954500000001,45699.0,47708.5
2010-07-01,8911.341,75443.5,78760.5
2010-08-01,10518.692500000001,89051.0,92967.0
2010-09-01,9747.094000000001,82518.5,86147.0
2010-10-01,10942.621000000001,92640.0,96714.0
2010-11-01,9214.732,78011.5,81442.0
2010-12-01,8632.411,73082.0,76295.5
2011-01-01,7904.8405,67022.0,69376.0
2011-02-01,7794.823,66089.5,68410.0
2011-03-01,6200.2505,52569.0,54416.0
2011-04-01,5283.023,44792.5,46365.5
2011-05-01,4713.6665,39965.0,41368.5
2011-06-01,5245.709,44476.0,46038.0
2011-07-01,8410.138,71306.0,73810.0
2011-08-01,10325.6275,87547.0,90621.0
2011-09-01,10482.1195,88873.5,91994.5
2011-10-01,8395.2175,71180.0,73679.5
2011-11-01,8276.636,70174.0,72639.0
2011-12-01,10768.449,91301.0,94508.0
2012-01-01,5673.5869999999995,48205.5,50796.0
2012-02-01,5673.1555,48202.0,50793.0
2012-03-01,5395.851500000001,45846.0,48310.5
2012-04-01,4999.3945,42477.0,44760.5
2012-05-01,4964.4975,42180.5,44448.5
2012-06-01,5255.7615000000005,44655.5,47056.0
2012-07-01,6215.897999999999,52813.0,55652.0
2012-08-01,8184.9575,69543.0,73281.5
2012-09-01,7435.558500000001,63176.0,66572.5
2012-10-01,6880.418,58459.5,61601.5
2012-11-01,5940.6805,50474.5,53188.0
2012-12-01,5604.24,47616.5,50176.0
2013-01-01,779.42,6750.5,7313.5
2013-02-01,717.972,6218.5,6736.5
2013-03-01,692.439,5997.5,6497.5
2013-04-01,595.8485000000001,5160.5,5591.0
2013-05-01,629.261,5450.0,5904.5
2013-06-01,744.4604999999999,6447.5,6985.5
2013-07-01,944.6370000000001,8181.5,8864.0
2013-08-01,963.399,8344.0,9040.0
2013-09-01,960.9915,8323.0,9017.5
2013-10-01,833.8325,7221.5,7824.0
2013-11-01,822.4675,7123.5,7717.5
2013-12-01,957.7715,8295.0,8986.5
2014-01-01,691.358,6528.0,6528.0
2014-02-01,645.6075,6095.5,6095.5
2014-03-01,560.2455,5289.5,5289.5
2014-04-01,532.7175,5029.5,5029.5
2014-05-01,537.1595,5071.5,5071.5
2014-06-01,529.545,4999.5,4999.5
2014-07-01,749.2429999999999,7073.5,7073.5
2014-08-01,773.406,7301.5,7301.5
2014-09-01,808.998,7638.0,7638.0
2014-10-01,798.0685,7534.5,7534.5
2014-11-01,576.764,5445.5,5445.5
2014-12-01,627.3875,5923.5,5923.5
2015-01-01,1255.8835,12084.0,12084.0
2015-02-01,929.9445000000001,8948.0,8948.0
