measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2020-01-01,,,,213.434,1871.0,1871.0
2020-02-01,,,,238.29,2089.0,2089.0
2020-03-01,,,,344.547,3021.0,3021.0
2020-04-01,,,,345.489,3029.0,3029.0
2020-05-01,,,,453.693,3978.0,3978.0
2020-06-01,,,,456.091,3999.0,3999.0
2020-07-01,,,,433.782,3803.0,3803.0
2020-08-01,,,,368.311,3229.0,3229.0
2020-09-01,,,,362.21,3175.0,3175.0
2020-10-01,,,,257.152,2254.0,2254.0
2020-11-01,,,,236.813,2076.0,2076.0
2020-12-01,,,,160.188,1404.0,1404.0
2021-01-01,,,,426.681,3774.0,3774.0
2021-02-01,,,,301.796,2669.0,2669.0
2021-03-01,,,,742.966,6571.0,6571.0
2021-04-01,,,,757.119,6696.0,6696.0
2021-05-01,,,,838.87,7419.0,7419.0
2021-06-01,,,,830.31,7343.0,7343.0
2021-07-01,,,,744.314,6583.0,6583.0
2021-08-01,,,,711.425,6292.0,6292.0
2021-09-01,,,,710.279,6282.0,6282.0
2021-10-01,,,,549.878,4863.0,4863.0
2021-11-01,,,,508.161,4494.0,4494.0
2021-12-01,,,,339.201,3000.0,3000.0
2022-01-01,0.0,0.0,0.0,400.243,1366.0,1366.0
2022-02-01,0.0,0.0,0.0,501.871,1712.0,1712.0
2022-03-01,0.0,0.0,0.0,701.74,2394.0,2394.0
2022-04-01,0.0,0.0,0.0,820.293,2799.0,2799.0
2022-05-01,0.0,0.0,0.0,818.061,2791.0,2791.0
2022-06-01,0.0,0.0,0.0,867.686,2961.0,2961.0
2022-07-01,0.0,0.0,0.0,897.0,3061.0,3061.0
2022-08-01,0.0,0.0,0.0,892.823,3046.0,3046.0
2022-09-01,0.0,0.0,0.0,755.471,2578.0,2578.0
2022-10-01,0.0,0.0,0.0,735.808,2511.0,2511.0
2022-11-01,0.0,0.0,0.0,528.736,1804.0,1804.0
2022-12-01,0.0,0.0,0.0,403.268,1376.0,1376.0
2023-01-01,0.0,0.0,0.0,92.0,314.0,314.0
2023-02-01,0.0,0.0,0.0,294.0,1003.0,1003.0
2023-03-01,0.0,0.0,0.0,710.0,2423.0,2423.0
2023-04-01,0.0,0.0,0.0,821.0,2801.0,2801.0
2023-05-01,0.0,0.0,0.0,1363.0,4651.0,4651.0
2023-06-01,0.0,0.0,0.0,847.0,2890.0,2890.0
2023-07-01,0.0,0.0,0.0,1083.0,3695.0,3695.0
2023-08-01,0.0,0.0,0.0,772.0,2634.0,2634.0
2023-09-01,0.0,0.0,0.0,594.0,2027.0,2027.0
2023-10-01,0.0,0.0,0.0,379.0,1293.0,1293.0
2023-11-01,0.0,0.0,0.0,318.0,1085.0,1085.0
2023-12-01,0.0,0.0,0.0,138.0,471.0,471.0
2024-01-01,0.0,0.0,0.0,113.0,386.0,386.0
2024-02-01,0.0,0.0,0.0,527.0,1798.0,1798.0
2024-03-01,0.0,0.0,0.0,717.0,2446.0,2446.0
2024-04-01,0.0,0.0,0.0,878.0,2996.0,2996.0
2024-05-01,0.0,0.0,0.0,1137.0,3879.0,3879.0
2024-06-01,0.0,0.0,0.0,1073.0,3661.0,3661.0
2024-07-01,0.0,0.0,0.0,1144.0,3903.0,3903.0
2024-08-01,0.0,0.0,0.0,824.0,2811.0,2811.0
2024-09-01,0.0,0.0,0.0,879.0,2999.0,2999.0
2024-10-01,0.0,0.0,0.0,604.0,2061.0,2061.0
2024-11-01,0.0,0.0,0.0,282.0,962.0,962.0
2024-12-01,0.0,0.0,0.0,114.0,389.0,389.0
