measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2003-01-01,,,,,,,65890.16,754199.0,754199.0,21594.14,0.0,0.0
2003-02-01,1207.65,15666.0,15666.0,,,,58167.02,754769.0,754769.0,19879.18,0.0,0.0
2003-03-01,0.0,0.0,0.0,,,,70796.42,857297.0,857297.0,25055.1,0.0,0.0
2003-04-01,0.0,0.0,0.0,,,,69281.28,818578.0,818578.0,23180.09,0.0,0.0
2003-05-01,,,,,,,71451.17,852690.0,852690.0,24801.93,0.0,0.0
2003-06-01,0.0,0.0,0.0,,,,65444.93,745695.0,792570.0,27454.88,0.0,0.0
2003-07-01,0.0,0.0,0.0,,,,71115.0,813960.0,824486.0,30997.0,0.0,0.0
2003-08-01,0.0,0.0,0.0,,,,68577.06,821623.0,826131.0,30080.67,0.0,0.0
2003-09-01,0.0,0.0,0.0,,,,66427.54,793491.0,812074.0,28340.49,0.0,0.0
2003-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2003-11-01,0.0,0.0,0.0,,,,61816.16,764740.0,764740.0,23280.0,0.0,0.0
2003-12-01,0.0,0.0,0.0,,,,67292.0,670918.0,783720.0,23540.0,0.0,0.0
