measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2021-04-01,0.0,0.0,0.0,182.841,1617.0,1617.0
2021-05-01,0.0,0.0,0.0,199.293,1763.0,1763.0
2021-06-01,0.0,0.0,0.0,193.591,1712.0,1712.0
2021-07-01,0.0,0.0,0.0,185.424,1640.0,1640.0
2021-08-01,0.0,0.0,0.0,182.383,1613.0,1613.0
2021-09-01,0.0,0.0,0.0,157.261,1391.0,1391.0
2021-10-01,0.0,0.0,0.0,130.893,1158.0,1158.0
2021-11-01,0.0,0.0,0.0,104.15,921.0,921.0
2021-12-01,0.0,0.0,0.0,71.164,629.0,629.0
2022-01-01,0.0,0.0,0.0,98.125,335.0,335.0
2022-02-01,0.0,0.0,0.0,117.043,399.0,399.0
2022-03-01,0.0,0.0,0.0,155.174,529.0,529.0
2022-04-01,0.0,0.0,0.0,175.042,597.0,597.0
2022-05-01,0.0,0.0,0.0,205.154,700.0,700.0
2022-06-01,0.0,0.0,0.0,213.617,729.0,729.0
2022-07-01,0.0,0.0,0.0,206.031,703.0,703.0
2022-08-01,0.0,0.0,0.0,191.298,653.0,653.0
2022-09-01,0.0,0.0,0.0,161.439,551.0,551.0
2022-10-01,0.0,0.0,0.0,148.733,507.0,507.0
2022-11-01,0.0,0.0,0.0,110.26,376.0,376.0
2022-12-01,0.0,0.0,0.0,77.084,263.0,263.0
2023-01-01,-1.0,0.0,0.0,55.0,188.0,188.0
2023-02-01,-3.0,0.0,0.0,75.0,256.0,256.0
2023-03-01,-1.0,0.0,0.0,101.0,345.0,345.0
2023-04-01,-4.0,0.0,0.0,156.0,532.0,532.0
2023-05-01,-4.0,0.0,0.0,150.0,512.0,512.0
2023-06-01,-3.0,0.0,0.0,163.0,556.0,556.0
2023-07-01,-3.0,0.0,0.0,177.0,604.0,604.0
2023-08-01,-3.0,0.0,0.0,160.0,546.0,546.0
2023-09-01,-4.0,0.0,0.0,169.0,577.0,577.0
2023-10-01,-2.0,0.0,0.0,141.0,481.0,481.0
2023-11-01,-4.0,0.0,0.0,98.0,334.0,334.0
2023-12-01,-4.0,0.0,0.0,69.0,235.0,235.0
2024-01-01,-3.0,0.0,0.0,72.0,246.0,246.0
2024-02-01,-2.0,0.0,0.0,101.0,345.0,345.0
2024-03-01,-4.0,0.0,0.0,158.0,539.0,539.0
2024-04-01,-3.0,0.0,0.0,204.0,696.0,696.0
2024-05-01,-4.0,0.0,0.0,252.0,860.0,860.0
2024-06-01,-3.0,0.0,0.0,254.0,867.0,867.0
2024-07-01,-3.0,0.0,0.0,247.0,843.0,843.0
2024-08-01,-4.0,0.0,0.0,218.0,744.0,744.0
2024-09-01,-3.0,0.0,0.0,175.0,597.0,597.0
2024-10-01,-3.0,0.0,0.0,134.0,457.0,457.0
2024-11-01,-3.0,0.0,0.0,91.0,310.0,310.0
2024-12-01,-2.0,0.0,0.0,73.0,249.0,249.0
