measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2023-01-01,143.0,488.0,488.0
2023-02-01,237.0,809.0,809.0
2023-03-01,330.0,1126.0,1126.0
2023-04-01,354.0,1208.0,1208.0
2023-05-01,489.0,1668.0,1668.0
2023-06-01,364.0,1242.0,1242.0
2023-07-01,410.0,1399.0,1399.0
2023-08-01,368.0,1256.0,1256.0
2023-09-01,328.0,1119.0,1119.0
2023-10-01,294.0,1003.0,1003.0
2023-11-01,274.0,935.0,935.0
2023-12-01,158.0,539.0,539.0
2024-01-01,104.0,355.0,355.0
2024-02-01,291.0,993.0,993.0
2024-03-01,318.0,1085.0,1085.0
2024-04-01,332.0,1133.0,1133.0
2024-05-01,396.0,1351.0,1351.0
2024-06-01,435.0,1484.0,1484.0
2024-07-01,1.0,3.0,3.0
2024-08-01,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0
2024-10-01,174.0,594.0,594.0
2024-11-01,161.0,549.0,549.0
2024-12-01,191.0,652.0,652.0
