measured_on,"Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2010-01-01,972.047,11037.0,11037.0
2010-02-01,889.581,10101.0,10101.0
2010-03-01,1011.4250000000001,11485.0,11485.0
2010-04-01,1004.1210000000001,11402.0,11402.0
2010-05-01,1018.397,11564.0,11564.0
2010-06-01,1035.749,11761.0,11761.0
2010-07-01,1054.515,11974.0,11974.0
2010-08-01,1055.1570000000002,11981.0,11981.0
2010-09-01,999.1890000000001,11345.0,11345.0
2010-10-01,1006.729,11431.0,11431.0
2010-11-01,1037.53,11781.0,11781.0
2010-12-01,1057.76,12011.0,12011.0
2011-01-01,758.078,8798.0,9527.0
2011-02-01,711.735,8260.0,8944.0
2011-03-01,786.044,9122.0,9877.0
2011-04-01,759.911,8819.0,9549.0
2011-05-01,785.049,9111.0,9865.0
2011-06-01,812.056,9424.0,10204.0
2011-07-01,846.336,9822.0,10635.0
2011-08-01,839.998,9749.0,10556.0
2011-09-01,791.643,9187.0,9948.0
2011-10-01,822.669,9547.0,10338.0
2011-11-01,825.418,9579.0,10372.0
2011-12-01,857.223,9948.0,10772.0
2012-01-01,429.32,4982.0,5372.0
2012-02-01,410.731,4767.0,5140.0
2012-03-01,436.654,5068.0,5464.0
2012-04-01,428.984,4979.0,5368.0
2012-05-01,444.892,5163.0,5567.0
2012-06-01,431.962,5013.0,5405.0
2012-07-01,452.182,5248.0,5658.0
2012-08-01,448.292,5203.0,5609.0
2012-09-01,427.648,4963.0,5351.0
2012-10-01,444.504,5159.0,5562.0
2012-11-01,446.007,5176.0,5581.0
2012-12-01,461.424,5355.0,5774.0
2013-01-01,966.417,11216.0,13271.0
2013-02-01,857.584,9953.0,11776.0
2013-03-01,994.405,11541.0,13655.0
2013-04-01,953.511,11066.0,13094.0
2013-05-01,994.696,11544.0,13659.0
2013-06-01,973.7,11300.0,13371.0
2013-07-01,1018.709,11823.0,13989.0
2013-08-01,1020.797,11847.0,14017.0
2013-09-01,962.315,11168.0,13214.0
2013-10-01,1013.223,11759.0,13913.0
2013-11-01,1026.78,11916.0,14100.0
2013-12-01,1069.003,12406.0,14680.0
2014-01-01,1164.694,13246.0,16034.0
2014-02-01,996.798,11337.0,13724.0
2014-03-01,1155.124,13138.0,15904.0
2014-04-01,1118.652,12723.0,15402.0
2014-05-01,1156.723,13156.0,15926.0
2014-06-01,1134.123,12899.0,15615.0
2014-07-01,1161.693,13212.0,15994.0
2014-08-01,1148.475,13062.0,15812.0
2014-09-01,1084.505,12334.0,14931.0
2014-10-01,1114.548,12676.0,15345.0
2014-11-01,1094.166,12444.0,15065.0
2014-12-01,1133.499,12892.0,15606.0
2015-01-01,875.333,6187.0,6187.0
2015-02-01,759.631,5368.0,5368.0
2015-03-01,839.828,5936.0,5936.0
2015-04-01,837.201,5917.0,5917.0
2015-05-01,864.32,6108.0,6108.0
2015-06-01,865.485,6116.0,6116.0
2015-07-01,957.989,6770.0,6770.0
2015-08-01,946.62,6690.0,6690.0
2015-09-01,875.934,6190.0,6190.0
2015-10-01,909.416,6427.0,6427.0
2015-11-01,915.874,6473.0,6473.0
2015-12-01,952.369,6731.0,6731.0
2016-01-01,915.203,5678.0,10887.0
2016-02-01,858.698,5327.0,10215.0
2016-03-01,905.707,5619.0,10775.0
2016-04-01,902.755,5600.0,10739.0
2016-05-01,942.14,5845.0,11208.0
2016-06-01,889.979,5521.0,10588.0
2016-07-01,923.027,5726.0,10981.0
2016-08-01,934.4,5797.0,11116.0
2016-09-01,880.132,5460.0,10470.0
2016-10-01,861.909,5347.0,10254.0
2016-11-01,913.24,5665.0,10864.0
2016-12-01,956.81,5936.0,11382.0
2017-01-01,943.893,5856.0,11227.0
2017-02-01,862.764,5352.0,10262.0
2017-03-01,931.555,5779.0,11081.0
2017-04-01,870.865,5403.0,10359.0
2017-05-01,916.64,5687.0,10904.0
2017-06-01,901.256,5591.0,10721.0
2017-07-01,923.907,5732.0,10990.0
2017-08-01,928.214,5758.0,11041.0
2017-09-01,858.788,5328.0,10215.0
2017-10-01,879.132,5454.0,10457.0
2017-11-01,915.501,5679.0,10890.0
2017-12-01,952.485,5909.0,11330.0
2018-01-01,909.912,5760.0,11046.0
2018-02-01,856.44,5421.0,10396.0
2018-03-01,924.348,5851.0,11221.0
2018-04-01,863.622,5467.0,10484.0
2018-05-01,868.853,5500.0,10547.0
2018-06-01,880.0,5571.0,10682.0
2018-07-01,905.51,5732.0,10992.0
2018-08-01,909.163,5755.0,11036.0
2018-09-01,822.198,5205.0,9981.0
2018-10-01,899.067,5691.0,10914.0
2018-11-01,892.989,5653.0,10840.0
2018-12-01,934.218,5914.0,11340.0
2020-01-01,1262.824,7834.0,15079.0
2020-02-01,1155.973,7171.0,13802.0
2020-03-01,1271.781,7890.0,15185.0
2020-04-01,1195.929,7419.0,14280.0
2020-05-01,1232.89,7648.0,14721.0
2020-06-01,1130.239,7012.0,13495.0
2020-07-01,1212.902,7524.0,14482.0
2020-08-01,1228.205,7619.0,14665.0
2020-09-01,1153.257,7154.0,13770.0
