measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed"
2020-06-01,-0.117,0.0,0.0
2020-07-01,-0.138,0.0,0.0
2020-08-01,-0.137,0.0,0.0
2020-09-01,-0.148,0.0,0.0
2020-10-01,-0.158,0.0,0.0
2020-11-01,-0.156,0.0,0.0
2020-12-01,-0.146,0.0,0.0
2024-01-01,-10.0,0.0,0.0
2024-02-01,-6.0,0.0,0.0
2024-03-01,-9.0,0.0,0.0
2024-04-01,-8.0,0.0,0.0
2024-05-01,-11.0,0.0,0.0
2024-06-01,-6.0,0.0,0.0
2024-07-01,-11.0,0.0,0.0
2024-08-01,-9.0,0.0,0.0
2024-09-01,-5.0,0.0,0.0
2024-10-01,-3.0,0.0,0.0
2024-11-01,-2.0,0.0,0.0
2024-12-01,-5.0,0.0,0.0
