measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,4056.0,41910.65,41910.65
2001-02-01,3618.0,37384.79,37384.79
2001-03-01,6414.0,66275.86,66275.86
2001-04-01,7652.0,79068.12,79068.12
2001-05-01,7432.0,76794.86,76794.86
2001-06-01,18630.0,192503.79,192503.79
2001-07-01,21689.0,224112.44,224112.44
2001-08-01,21778.0,225032.07,225032.07
2001-09-01,13365.0,138100.55,138100.55
2001-10-01,5738.0,59290.75,59290.75
2001-11-01,4301.0,44442.23,44442.23
2001-12-01,4009.0,41425.0,41425.0
2002-01-01,4030.0,40997.19,40997.19
2002-02-01,3609.0,36714.36,36714.36
2002-03-01,3812.0,38779.48,38779.48
2002-04-01,3808.0,38738.78,38738.78
2002-05-01,4277.0,43509.92,43509.92
2002-06-01,13205.0,134334.47,134334.47
2002-07-01,16267.0,165484.19,165484.19
2002-08-01,11071.0,112625.28,112625.28
2002-09-01,3361.0,34191.45,34191.45
2002-10-01,3536.0,35971.73,35971.73
2002-11-01,2750.0,27975.75,27975.75
2002-12-01,2597.0,26419.28,26419.28
2003-01-01,2700.0,27650.7,27650.7
2003-02-01,2297.0,23523.58,23523.58
2003-03-01,3792.0,38833.87,38833.87
2003-04-01,5637.0,57728.52,57728.52
2003-05-01,5597.0,57318.88,57318.88
2003-06-01,14467.0,148156.55,148156.55
2003-07-01,20664.0,211620.02,211620.02
2003-08-01,8533.0,87386.45,87386.45
2003-09-01,2588.0,26503.71,26503.71
2003-10-01,2750.0,28162.75,28162.75
2003-11-01,2889.0,29586.25,29586.25
2003-12-01,2805.0,28726.01,28726.01
2004-01-01,5927.5,59405.41,59405.41
2004-02-01,5927.5,59405.41,59405.41
2004-03-01,5927.5,59405.41,59405.41
2004-04-01,5927.5,59405.41,59405.41
2004-05-01,5927.5,59405.41,59405.41
2004-06-01,5927.5,59405.41,59405.41
2004-07-01,5927.5,59405.41,59405.41
2004-08-01,5927.5,59405.41,59405.41
2004-09-01,5927.5,59405.41,59405.41
2004-10-01,5927.5,59405.41,59405.41
2004-11-01,5927.5,59405.41,59405.41
2004-12-01,5927.5,59405.41,59405.41
2005-01-01,2919.0,29187.08,29187.08
2005-02-01,2625.0,26247.38,26247.38
2005-03-01,3542.0,35416.46,35416.46
2005-04-01,4303.0,43025.7,43025.7
2005-05-01,14759.0,147575.24,147575.24
2005-06-01,17083.0,170812.92,170812.92
2005-07-01,19459.0,194570.54,194570.54
2005-08-01,11820.0,118188.18,118188.18
2005-09-01,3781.0,37806.22,37806.22
2005-10-01,3226.0,32256.77,32256.77
2005-11-01,2868.0,28677.13,28677.13
2005-12-01,2918.0,29177.08,29177.08
2006-01-01,2992.0,29678.0,29678.0
2006-02-01,2694.0,26722.0,26722.0
2006-03-01,4599.0,45617.0,45617.0
2006-04-01,13818.0,137061.0,137061.0
2006-05-01,21488.0,213139.0,213139.0
2006-06-01,20474.0,203082.0,203082.0
2006-07-01,20748.0,205799.0,205799.0
2006-08-01,15461.0,153358.0,153358.0
2006-09-01,2921.0,28973.0,28973.0
