measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2001-01-01,3416.0,54617.0,54617.0,0.0,0.0,0.0
2001-02-01,3098.0,49813.0,49813.0,0.0,0.0,0.0
2001-03-01,3597.0,52084.0,52084.0,6121.0,90067.0,90067.0
2001-04-01,156.0,1675.0,1675.0,6460.0,71836.0,71836.0
2001-05-01,0.0,0.0,0.0,6360.0,92446.0,92446.0
2001-06-01,4.0,58.0,58.0,5183.0,80915.0,80915.0
2001-07-01,0.0,0.0,0.0,32277.0,513732.0,513732.0
2001-08-01,0.0,0.0,0.0,34151.0,480261.0,480261.0
2001-09-01,0.0,0.0,0.0,5097.0,75203.0,75203.0
2001-10-01,171.0,2820.0,2820.0,1619.0,27461.0,27461.0
2001-11-01,0.0,0.0,0.0,8.0,82.0,82.0
2001-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2002-01-01,0.0,0.0,0.0,740.0,15253.0,15253.0
2002-02-01,-240.0,0.0,0.0,0.0,0.0,0.0
2002-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2002-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2002-05-01,0.0,0.0,0.0,1454.0,23910.0,23910.0
2002-06-01,0.0,0.0,0.0,10960.0,108250.0,108250.0
2002-07-01,0.0,0.0,0.0,33944.0,500386.0,500386.0
2002-08-01,0.0,0.0,0.0,5730.0,85812.0,85812.0
2002-09-01,0.0,0.0,0.0,10295.0,168276.0,168276.0
2002-10-01,0.0,0.0,0.0,1540.0,21627.0,21627.0
2002-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2002-12-01,0.0,0.0,0.0,369.0,8104.0,8104.0
2003-01-01,1066.0,18589.0,18589.0,1107.0,19618.0,19618.0
2003-02-01,1756.0,27718.0,27718.0,820.0,13053.0,13053.0
2003-03-01,2358.0,19563.0,19563.0,0.0,0.0,0.0
2003-04-01,66.0,942.0,942.0,8729.0,124324.0,124324.0
2003-05-01,5.0,94.0,94.0,812.0,16281.0,16281.0
2003-06-01,0.0,0.0,0.0,7816.0,116644.0,116644.0
2003-07-01,0.0,0.0,0.0,13951.0,205128.0,205128.0
2003-08-01,0.0,0.0,0.0,30843.0,449165.0,449165.0
2003-09-01,1996.0,28519.0,28519.0,11655.0,169018.0,169018.0
2003-10-01,3090.0,46116.0,46116.0,8593.0,130338.0,130338.0
2003-12-01,6886.0,59543.0,59543.0,2637.0,39715.0,39715.0
2004-01-01,0.0,0.0,0.0,155.0,9465.0,9465.0
2004-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-01,981.0,16645.0,16645.0,0.0,0.0,0.0
2004-04-01,126.0,2768.0,2768.0,597.0,13170.0,13170.0
2004-05-01,175.0,2957.0,2957.0,2007.0,34022.0,34022.0
2004-06-01,1704.0,24444.0,24444.0,2528.0,36278.0,36278.0
2004-07-01,1174.0,17087.0,17087.0,9063.0,131941.0,131941.0
2004-08-01,0.0,0.0,0.0,2461.0,35463.0,35463.0
2004-09-01,1129.0,17028.0,17028.0,7653.0,115500.0,115500.0
2004-10-01,293.0,4600.0,4600.0,3337.0,52334.0,52334.0
2004-11-01,5.0,82.0,82.0,1230.0,22288.0,22288.0
2004-12-01,2271.0,40368.0,40368.0,777.0,13540.0,13540.0
2005-01-01,1817.0,33336.7,33336.7,592.0,10646.41,10646.41
2005-02-01,64.0,913.42,913.42,1466.0,21965.48,21965.48
2005-03-01,66.0,1208.07,1208.07,2576.0,46359.0,46359.0
2005-04-01,13.0,312.33,312.33,4053.0,95521.76,95521.76
2005-05-01,1.0,17.68,17.68,2095.0,57797.25,57797.25
2005-06-01,6.0,88.4,88.4,20075.0,323791.86,323791.86
2005-07-01,291.0,5026.73,5026.73,22289.0,389534.78,389534.78
2005-08-01,1.0,17.68,17.68,8605.0,199146.75,199146.75
2005-09-01,232.0,8804.14,8804.14,5190.0,199146.75,199146.75
2005-10-01,13.0,359.47,359.47,1900.0,52528.08,52528.08
2005-11-01,95.0,2221.66,2221.66,1836.0,43610.79,43610.79
2005-12-01,2018.0,44338.93,44338.93,3253.0,72192.78,72192.78
2006-01-01,0.0,0.0,0.0,-187.0,1236.0,1236.0
2006-02-01,94.0,6743.0,6743.0,9.0,659.0,659.0
2006-03-01,1.0,12.0,12.0,587.0,21691.0,21691.0
2006-04-01,0.0,0.0,0.0,335.0,6254.0,6254.0
2006-05-01,0.0,0.0,0.0,-4.0,2816.0,2816.0
2006-06-01,143.0,2516.0,2516.0,2748.0,48207.0,48207.0
2006-07-01,121.0,1974.0,1974.0,33481.0,546515.0,546515.0
2006-08-01,2.0,29.0,29.0,5717.0,112650.0,112650.0
2006-09-01,-75.0,1391.0,1391.0,-3.0,58.0,58.0
2006-10-01,0.0,0.0,0.0,7697.0,162241.0,162241.0
2006-11-01,59.0,1267.0,1267.0,4231.0,90990.0,90990.0
2006-12-01,2255.0,50892.0,50892.0,3927.0,88546.0,88546.0
2007-01-01,5516.322,128874.0,128874.0,1804.678,42161.0,42161.0
2007-02-01,13791.193,270288.0,270288.0,9737.807,190848.0,190848.0
2007-03-01,1.0130000000000001,17.0,17.0,12588.987000000001,216093.0,216093.0
2007-04-01,1.697,29.0,29.0,15322.303,266094.0,266094.0
2007-05-01,0.0,0.0,0.0,8897.0,152367.0,152367.0
2007-06-01,15.019,242.0,242.0,11895.981,191368.0,191368.0
2007-07-01,0.0,0.0,0.0,14926.0,267480.0,267480.0
2007-08-01,0.0,0.0,0.0,10349.0,173969.0,173969.0
2007-09-01,19.763,394.0,394.0,6788.237,135378.0,135378.0
2007-10-01,458.896,10195.0,10195.0,1927.104,42814.0,42814.0
2007-11-01,879.05,14571.0,14571.0,6840.95,113396.0,113396.0
2007-12-01,1523.595,27745.0,27745.0,7899.405000000001,143852.0,143852.0
2008-01-01,110.46300000000001,17713.0,17713.0,151.537,24299.0,24299.0
2008-02-01,212.10500000000002,5216.0,5216.0,1518.895,37355.0,37355.0
2008-03-01,49.554,835.0,835.0,8314.446,140037.0,140037.0
2008-04-01,0.0,0.0,0.0,1062.0,25431.0,25431.0
2008-05-01,0.0,0.0,0.0,418.0,14416.0,14416.0
2008-06-01,0.0,0.0,0.0,2481.0,49635.0,49635.0
2008-07-01,0.0,0.0,0.0,1138.0,22172.0,22172.0
2008-08-01,0.0,0.0,0.0,-53.0,1540.0,1540.0
2008-09-01,79.291,2203.0,2203.0,565.7090000000001,15717.0,15717.0
2008-10-01,-14.635000000000002,307.0,307.0,-90.36500000000001,1897.0,1897.0
2008-11-01,0.0,0.0,0.0,-152.0,1610.0,1610.0
2008-12-01,3856.712,72259.0,72259.0,1682.288,31519.0,31519.0
2009-01-01,1031.13,31119.0,31119.0,368.87,11132.0,11132.0
2009-02-01,87.0,6631.0,6631.0,0.0,0.0,0.0
2009-03-01,11.933,440.0,440.0,429.067,15839.0,15839.0
2009-04-01,0.0,0.0,0.0,-148.0,892.0,892.0
2009-05-01,7.554,122.0,122.0,1773.4460000000001,28574.0,28574.0
2009-06-01,0.0,0.0,0.0,2396.0,37167.0,37167.0
2009-07-01,0.0,0.0,0.0,963.0,19028.0,19028.0
2009-08-01,0.0,0.0,0.0,2150.0,34821.0,34821.0
2009-09-01,78.765,1544.0,1544.0,619.235,12138.0,12138.0
2009-10-01,167.097,2893.0,2893.0,1963.903,34007.0,34007.0
2009-11-01,1.877,423.0,423.0,12.123000000000001,2731.0,2731.0
2009-12-01,-158.0,3611.0,3611.0,0.0,0.0,0.0
2010-01-01,-83.0,6395.0,6395.0,0.0,0.0,0.0
2010-02-01,164.0,7064.0,7064.0,0.0,0.0,0.0
2010-03-01,4.444,217.0,217.0,135.556,6627.0,6627.0
2010-04-01,124.73400000000001,2625.0,2625.0,1633.266,34369.0,34369.0
2010-05-01,1.482,23.0,23.0,7638.518,121073.0,121073.0
2010-06-01,0.0,0.0,0.0,4518.0,78788.0,78788.0
2010-07-01,0.0,0.0,0.0,12129.0,190453.0,190453.0
2010-08-01,0.0,0.0,0.0,16689.0,253836.0,253836.0
2010-09-01,165.21,2959.0,2959.0,3532.79,63285.0,63285.0
2010-10-01,0.21400000000000002,12.0,12.0,128.786,7070.0,7070.0
2010-11-01,1.7730000000000001,141.0,141.0,125.227,9953.0,9953.0
2010-12-01,-179.0,3829.0,3829.0,0.0,0.0,0.0
2011-01-01,-46.705,2055.0,2055.0,-86.295,3797.0,3797.0
2011-02-01,-345.0,23.0,23.0,0.0,0.0,0.0
2011-03-01,818.748,13811.0,13811.0,385.252,6499.0,6499.0
2011-04-01,0.0,0.0,0.0,723.0,17310.0,17310.0
2011-05-01,2.558,70.0,70.0,620.442,17090.0,17090.0
2011-06-01,0.0,0.0,0.0,4648.0,69375.0,69375.0
2011-07-01,0.0,0.0,0.0,13755.0,212218.0,212218.0
2011-08-01,0.0,0.0,0.0,6009.0,115716.0,115716.0
2011-09-01,-17.0,3582.0,3582.0,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,315.0,8507.0,8507.0
2011-11-01,0.0,0.0,0.0,-104.0,3032.0,3032.0
2011-12-01,0.0,0.0,0.0,-228.0,940.0,940.0
2012-01-01,0.0,0.0,0.0,-74.0,4539.0,4539.0
2012-02-01,13.111,311.0,311.0,297.889,7071.0,7071.0
2012-03-01,0.0,0.0,0.0,1623.0,25226.0,25226.0
2012-04-01,-1.191,53.0,53.0,-52.809,2343.0,2343.0
2012-05-01,0.0,0.0,0.0,1512.0,25464.0,25464.0
2012-06-01,0.0,0.0,0.0,11065.0,177214.0,177214.0
2012-07-01,0.0,0.0,0.0,22081.0,346252.0,346252.0
2012-08-01,0.0,0.0,0.0,2054.0,33510.0,33510.0
2012-09-01,118.103,2014.0,2014.0,1778.897,30337.0,30337.0
2012-10-01,0.0,0.0,0.0,168.0,4936.0,4936.0
2012-11-01,129.629,5038.0,5038.0,70.371,2735.0,2735.0
2012-12-01,-11.966,0.0,0.0,-268.034,0.0,0.0
2013-01-01,-150.0,4011.0,4011.0,0.0,0.0,0.0
2013-02-01,-2.697,0.0,0.0,-276.303,0.0,0.0
2013-03-01,-145.0,2325.0,2325.0,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,1115.0,21685.0,21685.0
2013-05-01,0.0,0.0,0.0,641.0,17735.0,17735.0
2013-06-01,0.0,0.0,0.0,-72.0,1800.0,1800.0
2013-07-01,0.0,0.0,0.0,5545.0,87864.0,87864.0
2013-08-01,0.0,0.0,0.0,7509.0,112893.0,112893.0
2013-09-01,113.689,1985.0,1985.0,2680.311,46792.0,46792.0
2013-10-01,0.0,0.0,0.0,2368.0,39880.0,39880.0
2013-11-01,0.0,0.0,0.0,109.0,5594.0,5594.0
2013-12-01,87.355,2971.0,2971.0,236.645,8049.0,8049.0
2014-01-01,1087.962,31715.0,31715.0,42.038,1225.0,1225.0
2014-02-01,-121.0,5802.0,5802.0,0.0,0.0,0.0
2014-03-01,-7.466,0.0,0.0,-272.534,0.0,0.0
2014-04-01,-5.12,0.0,0.0,-186.88,0.0,0.0
2014-05-01,0.0,0.0,0.0,-135.0,566.0,566.0
