measured_on,"Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2018-02-01,624.587,7507.0,7507.0
2018-03-01,620.245,7455.0,7455.0
2018-04-01,589.183,7081.0,7081.0
2018-05-01,602.707,7244.0,7244.0
2018-06-01,603.398,7252.0,7252.0
2018-07-01,647.703,7785.0,7785.0
2018-08-01,674.956,8112.0,8112.0
2018-09-01,652.417,7842.0,7842.0
2018-10-01,657.485,7902.0,7902.0
2018-11-01,644.665,7748.0,7748.0
2018-12-01,685.654,8241.0,8241.0
2019-01-01,700.279,8884.0,8884.0
2019-02-01,640.763,8128.0,8128.0
2019-03-01,709.933,9006.0,9006.0
2019-04-01,658.631,8355.0,8355.0
2019-05-01,612.781,7774.0,7774.0
2019-06-01,622.536,7897.0,7897.0
2019-07-01,686.931,8714.0,8714.0
2019-08-01,716.65,9091.0,9091.0
2019-09-01,659.78,8369.0,8369.0
2019-10-01,587.431,7452.0,7452.0
2019-11-01,638.884,8104.0,8104.0
2019-12-01,689.401,8746.0,8746.0
2020-01-01,765.017,12053.0,12053.0
2020-02-01,688.145,10841.0,10841.0
2020-03-01,725.103,11423.0,11423.0
2020-04-01,678.63,10691.0,10691.0
2020-05-01,720.895,11357.0,11357.0
2020-06-01,664.433,10467.0,10467.0
2020-07-01,746.236,11756.0,11756.0
2020-08-01,712.473,11224.0,11224.0
2020-09-01,706.691,11133.0,11133.0
2020-10-01,680.125,10714.0,10714.0
2020-11-01,684.709,10787.0,10787.0
2020-12-01,611.543,9634.0,9634.0
2021-01-01,673.079,9340.0,9340.0
2021-02-01,625.16,8674.0,8674.0
2021-03-01,698.164,9687.0,9687.0
2021-04-01,579.299,8038.0,8038.0
2021-05-01,627.043,8700.0,8700.0
2021-06-01,644.274,8939.0,8939.0
2021-07-01,626.099,8687.0,8687.0
2021-08-01,622.087,8631.0,8631.0
2021-09-01,631.329,8760.0,8760.0
2021-10-01,618.483,8582.0,8582.0
2021-11-01,609.363,8455.0,8455.0
2021-12-01,610.62,8473.0,8473.0
2022-01-01,769.545,9716.0,9716.0
2022-02-01,681.501,8604.0,8604.0
2022-03-01,735.324,9283.0,9283.0
2022-04-01,572.278,7225.0,7225.0
2022-05-01,590.723,7457.0,7457.0
2022-06-01,656.055,8283.0,8283.0
2022-07-01,705.377,8905.0,8905.0
2022-08-01,742.038,9368.0,9368.0
2022-09-01,719.274,9080.0,9080.0
2022-10-01,724.044,9140.0,9140.0
2022-11-01,614.852,7762.0,7762.0
2022-12-01,700.989,8850.0,8850.0
2023-01-01,649.976,7745.0,7745.0
2023-02-01,631.224,7521.0,7521.0
2023-03-01,666.923,7946.0,7946.0
2023-04-01,635.739,7574.0,7574.0
2023-05-01,780.221,9296.0,9296.0
2023-06-01,697.52,8311.0,8311.0
2023-07-01,728.101,8675.0,8675.0
2023-08-01,781.877,9316.0,9316.0
2023-09-01,728.607,8681.0,8681.0
2023-10-01,686.796,8183.0,8183.0
2023-11-01,698.251,8319.0,8319.0
2023-12-01,787.765,9386.0,9386.0
2024-01-01,732.114,8975.0,8975.0
2024-02-01,637.222,7812.0,7812.0
2024-03-01,764.221,9370.0,9370.0
2024-04-01,626.217,7678.0,7678.0
2024-05-01,739.19,9063.0,9063.0
2024-06-01,689.709,8456.0,8456.0
2024-07-01,714.893,8765.0,8765.0
2024-08-01,722.468,8858.0,8858.0
2024-09-01,692.733,8493.0,8493.0
2024-10-01,670.372,8219.0,8219.0
2024-11-01,714.965,8766.0,8766.0
2024-12-01,747.896,9169.0,9169.0
