measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2020-01-01,,,,115.455,1012.0,1012.0
2020-02-01,,,,151.227,1326.0,1326.0
2020-03-01,,,,230.105,2017.0,2017.0
2020-04-01,,,,220.625,1934.0,1934.0
2020-05-01,,,,311.04,2727.0,2727.0
2020-06-01,,,,293.869,2576.0,2576.0
2020-07-01,,,,289.397,2537.0,2537.0
2020-08-01,,,,273.568,2398.0,2398.0
2020-09-01,,,,237.528,2082.0,2082.0
2020-10-01,,,,172.69,1514.0,1514.0
2020-11-01,,,,123.504,1083.0,1083.0
2020-12-01,,,,93.992,824.0,824.0
2021-01-01,,,,111.622,987.0,987.0
2021-02-01,,,,88.164,780.0,780.0
2021-03-01,,,,279.056,2468.0,2468.0
2021-04-01,,,,225.861,1998.0,1998.0
2021-05-01,,,,280.713,2483.0,2483.0
2021-06-01,,,,291.003,2574.0,2574.0
2021-07-01,,,,229.0,2025.0,2025.0
2021-08-01,,,,230.832,2041.0,2041.0
2021-09-01,,,,214.524,1897.0,1897.0
2021-10-01,,,,158.539,1402.0,1402.0
2021-11-01,,,,156.795,1387.0,1387.0
2021-12-01,,,,83.891,742.0,742.0
2022-01-01,,,,202.47,691.0,691.0
2022-02-01,,,,133.244,455.0,455.0
2022-03-01,,,,198.858,679.0,679.0
2022-04-01,,,,242.965,829.0,829.0
2022-05-01,,,,273.461,933.0,933.0
2022-06-01,,,,275.058,938.0,938.0
2022-07-01,,,,303.622,1036.0,1036.0
2022-08-01,,,,267.833,914.0,914.0
2022-09-01,,,,222.046,758.0,758.0
2022-10-01,,,,176.007,601.0,601.0
2022-11-01,,,,145.174,495.0,495.0
2022-12-01,,,,94.262,322.0,322.0
2023-01-01,,,,203.0,693.0,693.0
2023-02-01,,,,335.0,1143.0,1143.0
2023-03-01,,,,538.0,1836.0,1836.0
2023-04-01,,,,598.0,2040.0,2040.0
2023-05-01,,,,825.0,2815.0,2815.0
2023-06-01,,,,326.0,1112.0,1112.0
2023-07-01,,,,124.0,423.0,423.0
2023-08-01,,,,335.0,1143.0,1143.0
2023-09-01,,,,413.0,1409.0,1409.0
2023-10-01,,,,461.0,1573.0,1573.0
2023-11-01,,,,381.0,1300.0,1300.0
2023-12-01,,,,218.0,744.0,744.0
2024-01-01,0.0,0.0,0.0,59.0,201.0,201.0
2024-02-01,0.0,0.0,0.0,195.0,665.0,665.0
2024-03-01,0.0,0.0,0.0,234.0,798.0,798.0
2024-04-01,0.0,0.0,0.0,242.0,826.0,826.0
2024-05-01,0.0,0.0,0.0,303.0,1034.0,1034.0
2024-06-01,0.0,0.0,0.0,282.0,962.0,962.0
2024-07-01,0.0,0.0,0.0,322.0,1099.0,1099.0
2024-08-01,0.0,0.0,0.0,265.0,904.0,904.0
2024-09-01,0.0,0.0,0.0,255.0,870.0,870.0
2024-10-01,0.0,0.0,0.0,247.0,843.0,843.0
2024-11-01,0.0,0.0,0.0,168.0,573.0,573.0
2024-12-01,0.0,0.0,0.0,112.0,382.0,382.0
