measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,73.48400000000001,354.0,25750.0,15.778,76.0,5515.0,463.153,2231.0,162284.0
2003-02-01,64.595,311.0,22635.0,13.87,67.0,4848.0,407.13,1961.0,142654.0
2003-03-01,64.526,311.0,22611.0,13.855,67.0,4842.0,406.69300000000004,1959.0,142501.0
2003-04-01,54.688,264.0,19163.0,11.742,56.0,4104.0,344.68600000000004,1661.0,120774.0
2003-05-01,59.547000000000004,287.0,20866.0,12.786000000000001,61.0,4469.0,375.314,1808.0,131506.0
2003-06-01,63.943000000000005,308.0,22406.0,13.73,66.0,4799.0,403.019,1942.0,141214.0
2003-07-01,71.73400000000001,346.0,25136.0,15.402000000000001,74.0,5383.0,452.12100000000004,2178.0,158419.0
2003-08-01,77.045,371.0,26997.0,16.543,80.0,5782.0,485.59700000000004,2340.0,170148.0
2003-09-01,65.697,317.0,23021.0,14.106,68.0,4930.0,414.074,1995.0,145087.0
2003-10-01,70.396,339.0,24668.0,15.115,73.0,5283.0,443.692,2138.0,155465.0
2003-11-01,67.534,325.0,23664.0,14.501000000000001,70.0,5068.0,425.65,2051.0,149143.0
2003-12-01,70.94,342.0,24858.0,15.232000000000001,73.0,5324.0,447.12100000000004,2154.0,156667.0
2004-01-01,0.0,0.0,49575.0,0.0,0.0,16159.3,0.0,0.0,232527.65
2004-02-01,0.0,0.0,0.0,0.0,0.0,9941.11,0.0,0.0,232527.65
2004-03-01,0.0,0.0,10425.0,0.0,0.0,0.0,0.0,0.0,186247.69
2004-04-01,0.0,0.0,64250.0,0.0,0.0,0.0,0.0,0.0,97108.4
2004-05-01,0.0,0.0,40200.0,0.0,0.0,0.0,0.0,0.0,92457.95
2004-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112416.26
2004-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118709.56
2004-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121261.9
2004-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118783.72
2004-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155380.65
2004-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185173.4
2004-12-01,0.0,0.0,0.0,0.0,0.0,11848.25,0.0,0.0,250678.31
2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
