measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2022-01-01,-17.625,0.0,0.0
2022-02-01,-18.514,0.0,0.0
2022-03-01,-17.136,0.0,0.0
2022-04-01,-17.948,0.0,0.0
2022-05-01,-19.019,0.0,0.0
2022-06-01,-19.212,0.0,0.0
2022-07-01,-19.96,0.0,0.0
2022-08-01,-20.507,0.0,0.0
2022-09-01,-18.387,0.0,0.0
2022-10-01,-20.518,0.0,0.0
2022-11-01,-18.995,0.0,0.0
2022-12-01,-19.179,0.0,0.0
2023-01-01,-14.0,0.0,0.0
2023-02-01,-15.0,0.0,0.0
2023-03-01,-26.0,0.0,0.0
2023-04-01,-20.0,0.0,0.0
2023-05-01,-14.0,0.0,0.0
2023-06-01,-14.0,0.0,0.0
2023-07-01,-18.0,0.0,0.0
2023-08-01,-7.0,0.0,0.0
2023-09-01,-15.0,0.0,0.0
2023-10-01,-17.0,0.0,0.0
2023-11-01,-12.0,0.0,0.0
2023-12-01,-12.0,0.0,0.0
2024-01-01,-15.0,0.0,0.0
2024-02-01,-17.0,0.0,0.0
2024-03-01,-15.0,0.0,0.0
2024-04-01,-15.0,0.0,0.0
2024-05-01,-18.0,0.0,0.0
2024-06-01,-12.0,0.0,0.0
2024-07-01,-15.0,0.0,0.0
2024-08-01,-10.0,0.0,0.0
2024-09-01,-9.0,0.0,0.0
2024-10-01,-12.0,0.0,0.0
2024-11-01,-10.0,0.0,0.0
2024-12-01,-9.0,0.0,0.0
