measured_on,"Wind - Wind Turbine, Onshore - Wind - Generation","Wind - Wind Turbine, Onshore - Wind - Quantity Consumed For Electricity","Wind - Wind Turbine, Onshore - Wind - Total Fuel Consumed"
2012-12-01,19566.0,186190.0,186190.0
2013-01-01,17724.0,169105.0,169105.0
2013-02-01,25802.0,246177.0,246177.0
2013-03-01,42423.0,404758.0,404758.0
2013-04-01,55430.0,528858.0,528858.0
2013-05-01,54781.0,522666.0,522666.0
2013-06-01,53022.0,505883.0,505883.0
2013-07-01,40229.0,383825.0,383825.0
2013-08-01,36351.0,346825.0,346825.0
2013-09-01,35890.0,342426.0,342426.0
2013-10-01,33158.0,316360.0,316360.0
2013-11-01,22132.0,211161.0,211161.0
2013-12-01,16579.0,158180.0,158180.0
2014-01-01,21102.0,200680.0,200680.0
2014-02-01,33589.0,319431.0,319431.0
2014-03-01,41660.0,396187.0,396187.0
2014-04-01,50740.0,482537.0,482537.0
2014-05-01,59533.0,566159.0,566159.0
2014-06-01,58813.0,559312.0,559312.0
2014-07-01,38361.0,364813.0,364813.0
2014-08-01,41627.0,395873.0,395873.0
2014-09-01,30079.0,286051.0,286051.0
2014-10-01,24810.0,235943.0,235943.0
2014-11-01,29901.0,284359.0,284359.0
2014-12-01,24928.0,237065.0,237065.0
2015-01-01,6823.0,63584.0,63584.0
2015-02-01,21983.0,204860.0,204860.0
2015-03-01,31706.0,295468.0,295468.0
2015-04-01,43080.0,401463.0,401463.0
2015-05-01,54718.0,509917.0,509917.0
2015-06-01,48910.0,455792.0,455792.0
2015-07-01,37653.0,350888.0,350888.0
2015-08-01,45940.0,428115.0,428115.0
2015-09-01,28714.0,267586.0,267586.0
2015-10-01,21456.0,199948.0,199948.0
2015-11-01,25254.0,235342.0,235342.0
2015-12-01,39138.0,364727.0,364727.0
2016-01-01,28116.0,259567.0,259567.0
2016-02-01,17454.0,161135.0,161135.0
2016-03-01,49407.0,456125.0,456125.0
2016-04-01,45115.0,416502.0,416502.0
2016-05-01,51021.0,471026.0,471026.0
2016-06-01,53967.0,498223.0,498223.0
2016-07-01,55271.0,510262.0,510262.0
2016-08-01,42787.0,395010.0,395010.0
2016-09-01,32932.0,304028.0,304028.0
2016-10-01,35803.0,330533.0,330533.0
2016-11-01,19236.0,177587.0,177587.0
2016-12-01,33265.0,307102.0,307102.0
2017-01-01,29639.588,273070.0,273070.0
2017-02-01,27289.93,251422.0,251422.0
2017-03-01,34670.557,319420.0,319420.0
2017-04-01,44038.538,405727.0,405727.0
2017-05-01,59790.49,550850.0,550850.0
