measured_on,"Wind-Wind Turbine, Onshore Generation","Wind-Wind Turbine, Onshore Quantity Consumed For Electricity","Wind-Wind Turbine, Onshore Total Fuel Consumed"
2003-01-01,1384.0,14173.54,14173.54
2003-02-01,4723.0,48368.24,48368.24
2003-03-01,6696.0,68573.74,68573.74
2003-04-01,4958.0,50774.88,50774.88
2003-05-01,7219.0,73929.78,73929.78
2003-06-01,8049.0,82429.81,82429.81
2003-07-01,8352.0,85532.83,85532.83
2003-08-01,6886.0,70519.53,70519.53
2003-09-01,5169.0,52935.73,52935.73
2003-10-01,5392.0,55219.47,55219.47
2003-11-01,4478.0,45859.2,45859.2
2003-12-01,2483.0,25428.4,25428.4
2004-01-01,5276.838000000001,52884.47,52884.47
2004-02-01,3402.1760000000004,34096.61,34096.61
2004-03-01,8342.344000000001,83606.97,83606.97
2004-04-01,4587.93,45980.23,45980.23
2004-05-01,6604.356000000001,66188.86,66188.86
2004-06-01,5457.6720000000005,54696.79,54696.79
2004-07-01,5446.445000000001,54584.27,54584.27
2004-08-01,6098.378000000001,61117.94,61117.94
2004-09-01,5674.285,56867.68,56867.68
2004-10-01,6363.343000000001,63773.42,63773.42
2004-11-01,2378.3940000000002,23836.26,23836.26
2004-12-01,5473.84,54858.82,54858.82
2005-01-01,10982.595,109814.97,109814.97
2005-02-01,10520.82,105197.68,105197.68
2005-03-01,14970.552,149690.55,149690.55
2005-04-01,14081.65,140802.42,140802.42
2005-05-01,14297.631000000001,142962.01,142962.01
2005-06-01,12298.655999999999,122974.26,122974.26
2005-07-01,9239.439,92385.15,92385.15
2005-08-01,8038.0560000000005,80372.52,80372.52
2005-09-01,11541.289,115401.35,115401.35
2005-10-01,12200.384,121991.64,121991.64
2005-11-01,17312.756,173110.25,173110.25
2005-12-01,13842.173,138407.89,138407.89
2006-01-01,4629.0,45915.0,45915.0
2006-02-01,4922.0,48821.0,48821.0
2006-03-01,3871.0,38396.0,38396.0
2006-04-01,5000.0,49595.0,49595.0
2006-05-01,5682.0,56360.0,56360.0
2006-06-01,6100.0,60506.0,60506.0
2006-07-01,6772.0,67171.0,67171.0
2006-08-01,6329.0,62777.0,62777.0
2006-09-01,4961.0,49208.0,49208.0
2006-10-01,4560.0,45231.0,45231.0
2006-11-01,4285.0,42503.0,42503.0
2006-12-01,1932.0,19164.0,19164.0
2007-01-01,2997.0,29622.0,29622.0
2007-02-01,2601.0,25708.0,25708.0
2007-03-01,4427.0,43756.0,43756.0
2007-04-01,5294.0,52326.0,52326.0
2007-05-01,6868.0,67883.0,67883.0
2007-06-01,7525.0,74377.0,74377.0
2007-07-01,5674.0,56082.0,56082.0
2007-08-01,6179.0,61073.0,61073.0
2007-09-01,5568.0,55034.0,55034.0
2007-10-01,2882.0,28486.0,28486.0
2007-11-01,1955.0,19323.0,19323.0
2007-12-01,4199.0,41503.0,41503.0
2008-01-01,4307.098,42442.0,42442.0
2008-02-01,3740.043,36854.0,36854.0
2008-03-01,5605.978,55241.0,55241.0
2008-04-01,6129.04,60396.0,60396.0
2008-05-01,6314.5,62223.0,62223.0
2008-06-01,8991.376,88601.0,88601.0
2008-07-01,6193.838000000001,61034.0,61034.0
2008-08-01,5514.658,54341.0,54341.0
2008-09-01,3182.0040000000004,31355.0,31355.0
2008-10-01,3606.221,35536.0,35536.0
2008-11-01,2845.556,28040.0,28040.0
2008-12-01,4084.688,40251.0,40251.0
2009-01-01,3073.75,30000.0,30000.0
2009-02-01,1318.9360000000001,12873.0,12873.0
2009-03-01,4931.81,48134.0,48134.0
2009-04-01,5285.939,51591.0,51591.0
2009-05-01,4873.302000000001,47563.0,47563.0
2009-06-01,6336.4490000000005,61844.0,61844.0
2009-07-01,4526.1410000000005,44175.0,44175.0
2009-08-01,6243.745,60939.0,60939.0
2009-09-01,4422.467000000001,43163.0,43163.0
2009-10-01,3854.55,37620.0,37620.0
2009-11-01,3285.545,32067.0,32067.0
2009-12-01,1402.366,13687.0,13687.0
2010-01-01,1778.1370000000002,17348.0,17348.0
2010-02-01,944.7090000000001,9217.0,9217.0
2010-03-01,3912.4350000000004,38170.0,38170.0
2010-04-01,6087.532,59390.0,59390.0
2010-05-01,5820.22,56782.0,56782.0
2010-06-01,6245.156,60928.0,60928.0
2010-07-01,5676.268,55378.0,55378.0
2010-08-01,5614.66,54777.0,54777.0
2010-09-01,3346.089,32644.0,32644.0
2010-10-01,3063.612,29889.0,29889.0
2010-11-01,2941.646,28699.0,28699.0
2010-12-01,2458.536,23985.0,23985.0
2011-01-01,3341.708,32468.0,32468.0
2011-02-01,3519.219,34193.0,34193.0
2011-03-01,3417.093,33200.0,33200.0
2011-04-01,5951.997,57830.0,57830.0
2011-05-01,5345.437,51936.0,51936.0
2011-06-01,6573.864,63872.0,63872.0
2011-07-01,5480.181,53245.0,53245.0
2011-08-01,6589.264,64021.0,64021.0
2011-09-01,3035.584,29494.0,29494.0
2011-10-01,4366.335,42423.0,42423.0
2011-11-01,4935.462,47953.0,47953.0
2011-12-01,2551.856,24794.0,24794.0
2012-01-01,3010.439,28647.0,28647.0
2012-02-01,3624.385,34490.0,34490.0
2012-03-01,4586.321,43643.0,43643.0
2012-04-01,3871.196,36838.0,36838.0
2012-05-01,5158.92,49092.0,49092.0
2012-06-01,5630.992,53585.0,53585.0
2012-07-01,5597.06,53262.0,53262.0
2012-08-01,5281.658,50260.0,50260.0
2012-09-01,3303.402,31435.0,31435.0
2012-10-01,3047.936,29004.0,29004.0
2012-11-01,1868.032,17776.0,17776.0
2012-12-01,4418.659,42048.0,42048.0
2013-01-01,3261.61,31119.0,31119.0
2013-02-01,4729.936,45128.0,45128.0
2013-03-01,4184.517,39924.0,39924.0
2013-04-01,7136.499,68089.0,68089.0
2013-05-01,5192.028,49537.0,49537.0
2013-06-01,5072.057,48392.0,48392.0
2013-07-01,6339.041,60481.0,60481.0
2013-08-01,4569.396,43597.0,43597.0
2013-09-01,4827.458,46059.0,46059.0
2013-10-01,2552.104,24350.0,24350.0
2013-11-01,3414.667,32579.0,32579.0
2013-12-01,4173.687,39821.0,39821.0
2014-01-01,3229.997,30717.0,30717.0
2014-02-01,3851.428,36627.0,36627.0
2014-03-01,4601.319,43759.0,43759.0
2014-04-01,5126.248,48751.0,48751.0
2014-05-01,5682.158,54037.0,54037.0
2014-06-01,7425.5,70617.0,70617.0
2014-07-01,5303.634,50438.0,50438.0
2014-08-01,4688.243,44585.0,44585.0
2014-09-01,3905.239,37139.0,37139.0
2014-10-01,2691.03,25592.0,25592.0
2014-11-01,4406.061,41902.0,41902.0
2014-12-01,3120.143,29673.0,29673.0
2015-01-01,1640.627,15289.0,15289.0
2015-02-01,3145.364,29312.0,29312.0
2015-03-01,2992.697,27889.0,27889.0
2015-04-01,4718.797,43974.0,43974.0
2015-05-01,4842.548,45128.0,45128.0
2015-06-01,4928.386,45928.0,45928.0
2015-07-01,6173.252,57529.0,57529.0
2015-08-01,5561.996,51832.0,51832.0
2015-09-01,3934.822,36669.0,36669.0
2015-10-01,3246.746,30256.0,30256.0
2015-11-01,3902.6,36368.0,36368.0
2015-12-01,4219.165,39318.0,39318.0
2016-01-01,2180.02,20126.0,20126.0
2016-02-01,2632.409,24302.0,24302.0
2016-03-01,4185.303,38639.0,38639.0
2016-04-01,5445.373,50272.0,50272.0
2016-05-01,6044.523,55803.0,55803.0
2016-06-01,5556.962,51302.0,51302.0
2016-07-01,5819.889,53729.0,53729.0
2016-08-01,4512.802,41662.0,41662.0
2016-09-01,4317.48,39859.0,39859.0
2016-10-01,2957.896,27307.0,27307.0
2016-11-01,3057.96,28231.0,28231.0
2016-12-01,3418.383,31559.0,31559.0
2017-01-01,1629.739,15015.0,15015.0
2017-02-01,2421.668,22311.0,22311.0
2017-03-01,3607.361,33235.0,33235.0
