measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,54.171,800.0,800.0
2003-02-01,47.99,709.0,709.0
2003-03-01,49.566,732.0,732.0
2003-04-01,43.525,643.0,643.0
2003-05-01,42.715,631.0,631.0
2003-06-01,40.646,600.0,600.0
2003-07-01,43.501000000000005,643.0,643.0
2003-08-01,41.648,615.0,615.0
2003-09-01,44.549,658.0,658.0
2003-10-01,48.022000000000006,709.0,709.0
2003-11-01,50.39,744.0,744.0
2003-12-01,56.278000000000006,831.0,831.0
2004-01-01,67.248,743.0,743.0
2004-02-01,86.988,961.0,961.0
2004-03-01,78.068,863.0,863.0
2004-04-01,52.934000000000005,585.0,585.0
2004-05-01,57.405,634.0,634.0
2004-06-01,55.141000000000005,609.0,609.0
2004-07-01,87.815,970.0,970.0
2004-08-01,92.964,1027.0,1027.0
2004-09-01,75.708,837.0,837.0
2004-10-01,55.373000000000005,612.0,612.0
2004-11-01,32.184000000000005,356.0,356.0
2004-12-01,31.172,344.0,344.0
2005-01-01,106.44,1171.68,1171.68
2005-02-01,36.569,402.55,402.55
2005-03-01,40.533,446.18,446.18
2005-04-01,49.096000000000004,540.45,540.45
2005-05-01,45.598,501.94,501.94
2005-06-01,59.182,651.47,651.47
2005-07-01,60.24,663.11,663.11
2005-08-01,70.76700000000001,779.0,779.0
2005-09-01,46.325,509.94,509.94
2005-10-01,51.445,566.3,566.3
2005-11-01,41.357,455.25,455.25
2005-12-01,87.44800000000001,962.62,962.62
2006-01-01,56.882000000000005,588.0,588.0
2006-02-01,29.764000000000003,308.0,308.0
2006-03-01,25.002000000000002,259.0,259.0
2006-04-01,47.893,495.0,495.0
2006-05-01,44.768,463.0,463.0
2006-06-01,40.691,421.0,421.0
2006-07-01,58.942,610.0,610.0
2006-08-01,57.173,591.0,591.0
