measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2020-01-01,,,,224.242,1966.0,1966.0
2020-02-01,,,,250.359,2195.0,2195.0
2020-03-01,,,,361.997,3174.0,3174.0
2020-04-01,,,,362.986,3182.0,3182.0
2020-05-01,,,,476.671,4179.0,4179.0
2020-06-01,,,,479.191,4201.0,4201.0
2020-07-01,,,,455.752,3996.0,3996.0
2020-08-01,,,,386.965,3393.0,3393.0
2020-09-01,,,,380.554,3336.0,3336.0
2020-10-01,,,,270.176,2369.0,2369.0
2020-11-01,,,,248.807,2181.0,2181.0
2020-12-01,,,,168.3,1475.0,1475.0
2021-01-01,,,,374.866,3315.0,3315.0
2021-02-01,,,,265.149,2345.0,2345.0
2021-03-01,,,,652.747,5773.0,5773.0
2021-04-01,,,,665.181,5883.0,5883.0
2021-05-01,,,,737.005,6518.0,6518.0
2021-06-01,,,,729.485,6452.0,6452.0
2021-07-01,,,,653.931,5783.0,5783.0
2021-08-01,,,,625.036,5528.0,5528.0
2021-09-01,,,,624.029,5519.0,5519.0
2021-10-01,,,,483.106,4273.0,4273.0
2021-11-01,,,,446.454,3948.0,3948.0
2021-12-01,,,,298.011,2636.0,2636.0
2022-01-01,0.0,0.0,0.0,255.928,873.0,873.0
2022-02-01,0.0,0.0,0.0,320.913,1095.0,1095.0
2022-03-01,0.0,0.0,0.0,448.716,1531.0,1531.0
2022-04-01,0.0,0.0,0.0,524.523,1790.0,1790.0
2022-05-01,0.0,0.0,0.0,523.095,1785.0,1785.0
2022-06-01,0.0,0.0,0.0,554.827,1893.0,1893.0
2022-07-01,0.0,0.0,0.0,573.571,1957.0,1957.0
2022-08-01,0.0,0.0,0.0,570.9,1948.0,1948.0
2022-09-01,0.0,0.0,0.0,483.073,1648.0,1648.0
2022-10-01,0.0,0.0,0.0,470.5,1605.0,1605.0
2022-11-01,0.0,0.0,0.0,338.091,1154.0,1154.0
2022-12-01,0.0,0.0,0.0,257.863,880.0,880.0
2023-01-01,0.0,0.0,0.0,90.0,307.0,307.0
2023-02-01,0.0,0.0,0.0,255.0,870.0,870.0
2023-03-01,0.0,0.0,0.0,604.0,2061.0,2061.0
2023-04-01,0.0,0.0,0.0,866.0,2955.0,2955.0
2023-05-01,0.0,0.0,0.0,1273.0,4343.0,4343.0
2023-06-01,0.0,0.0,0.0,857.0,2924.0,2924.0
2023-07-01,0.0,0.0,0.0,990.0,3378.0,3378.0
2023-08-01,0.0,0.0,0.0,937.0,3197.0,3197.0
2023-09-01,0.0,0.0,0.0,829.0,2829.0,2829.0
2023-10-01,0.0,0.0,0.0,410.0,1399.0,1399.0
2023-11-01,0.0,0.0,0.0,279.0,952.0,952.0
2023-12-01,0.0,0.0,0.0,124.0,423.0,423.0
2024-01-01,0.0,0.0,0.0,75.0,256.0,256.0
2024-02-01,0.0,0.0,0.0,438.0,1494.0,1494.0
2024-03-01,0.0,0.0,0.0,527.0,1798.0,1798.0
2024-04-01,0.0,0.0,0.0,670.0,2286.0,2286.0
2024-05-01,0.0,0.0,0.0,983.0,3354.0,3354.0
2024-06-01,0.0,0.0,0.0,870.0,2968.0,2968.0
2024-07-01,0.0,0.0,0.0,998.0,3405.0,3405.0
2024-08-01,0.0,0.0,0.0,719.0,2453.0,2453.0
2024-09-01,0.0,0.0,0.0,704.0,2402.0,2402.0
2024-10-01,0.0,0.0,0.0,499.0,1703.0,1703.0
2024-11-01,0.0,0.0,0.0,261.0,891.0,891.0
2024-12-01,0.0,0.0,0.0,104.0,355.0,355.0
