measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,3498.0,35823.02,35823.02
2003-02-01,3161.0,32371.8,32371.8
2003-03-01,3518.0,36027.84,36027.84
2003-04-01,1475.0,15105.48,15105.48
2003-05-01,1123.0,11500.64,11500.64
2003-06-01,6107.0,62541.79,62541.79
2003-07-01,5575.0,57093.58,57093.58
2003-08-01,1432.0,14665.11,14665.11
2003-09-01,3920.0,40144.72,40144.72
2003-10-01,1375.0,14081.38,14081.38
2003-11-01,768.0,7865.09,7865.09
2003-12-01,800.0,8192.8,8192.8
2004-01-01,907.611,9096.08,9096.08
2004-02-01,830.935,8327.63,8327.63
2004-03-01,1179.7060000000001,11823.01,11823.01
2004-04-01,1139.335,11418.42,11418.42
2004-05-01,1053.492,10558.1,10558.1
2004-06-01,1141.909,11444.21,11444.21
2004-07-01,1197.909,12005.44,12005.44
2004-08-01,1040.294,10425.83,10425.83
2004-09-01,784.211,7859.36,7859.36
2004-10-01,672.9680000000001,6744.49,6744.49
2004-11-01,602.55,6038.76,6038.76
2004-12-01,753.08,7547.37,7547.37
2005-01-01,3495.717,34953.68,34953.68
2005-02-01,3203.0,32026.8,32026.8
2005-03-01,3337.606,33372.73,33372.73
2005-04-01,3335.1980000000003,33348.64,33348.64
2005-05-01,4704.008,47035.38,47035.38
2005-06-01,4385.917,43854.79,43854.79
2005-07-01,4077.0220000000004,40766.14,40766.14
2005-08-01,3383.36,33830.22,33830.22
2005-09-01,2681.5460000000003,26812.78,26812.78
2005-10-01,2893.918,28936.29,28936.29
2005-11-01,3118.5440000000003,31182.32,31182.32
2005-12-01,3491.163,34908.14,34908.14
2006-01-01,5765.954000000001,57193.0,57193.0
2006-02-01,5058.7,50177.0,50177.0
2006-03-01,5437.033,53930.0,53930.0
2006-04-01,6563.876,65107.0,65107.0
2006-05-01,7083.298000000001,70259.0,70259.0
2006-06-01,7316.039000000001,72568.0,72568.0
2006-07-01,5978.1230000000005,59297.0,59297.0
2006-08-01,4901.792,48621.0,48621.0
2006-09-01,3593.498,35644.0,35644.0
2006-10-01,3398.53,33710.0,33710.0
2006-11-01,3943.409,39115.0,39115.0
2006-12-01,4277.7480000000005,42431.0,42431.0
2007-01-01,1643.596,16245.0,16245.0
2007-02-01,1424.662,14081.0,14081.0
2007-03-01,1906.7440000000001,18846.0,18846.0
2007-04-01,1860.164,18386.0,18386.0
2007-05-01,2466.862,24382.0,24382.0
2007-06-01,2265.228,22390.0,22390.0
2007-07-01,2793.7850000000003,27614.0,27614.0
2007-08-01,2365.549,23381.0,23381.0
2007-09-01,1769.155,17486.0,17486.0
2007-10-01,1475.0140000000001,14579.0,14579.0
2007-11-01,1422.2530000000002,14058.0,14058.0
2007-12-01,1205.989,11920.0,11920.0
2008-01-01,1044.097,10289.0,10289.0
2008-02-01,818.4060000000001,8065.0,8065.0
2008-03-01,960.625,9466.0,9466.0
2008-04-01,1808.7430000000002,17823.0,17823.0
2008-05-01,2151.995,21206.0,21206.0
2008-06-01,1826.0430000000001,17994.0,17994.0
