measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Subbituminous Coal Generation,Subbituminous Coal Quantity Consumed For Electricity,Subbituminous Coal Total Fuel Consumed
2008-01-01,0.0,0.0,0.0,67.08800000000001,702.0,702.0,138160.912,1446537.0,1446537.0
2008-02-01,0.0,0.0,0.0,222.24900000000002,2385.0,2385.0,119714.751,1284481.0,1284481.0
2008-03-01,,,,434.408,4691.0,4691.0,111444.592,1203510.0,1203510.0
2008-04-01,,,,113.316,1066.0,1066.0,17452.684,164170.0,164170.0
2008-05-01,,,,0.0,0.0,0.0,-1069.0,40821.0,40821.0
2008-06-01,0.0,0.0,0.0,945.35,9893.0,9893.0,109627.65000000001,1147254.0,1147254.0
2008-07-01,0.0,0.0,0.0,82.7,858.0,858.0,127418.3,1322332.0,1322332.0
2008-08-01,0.0,0.0,0.0,470.377,4957.0,4957.0,109203.62299999999,1150776.0,1150776.0
2008-09-01,0.0,0.0,0.0,120.57300000000001,1264.0,1264.0,122535.427,1284608.0,1284608.0
2008-10-01,0.0,0.0,0.0,41.555,436.0,436.0,122201.445,1281633.0,1281633.0
2008-11-01,,,,185.126,1976.0,1976.0,105287.874,1123674.0,1123674.0
2008-12-01,,,,579.428,6120.0,6120.0,106863.572,1128718.0,1128718.0
2010-01-01,132055.278,1351551.0,1351551.0,583.722,5974.0,5974.0,0.0,0.0,0.0
2010-02-01,129351.486,1335646.0,1335646.0,100.51400000000001,1038.0,1038.0,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,162.93,1656.0,1656.0,108792.07,1105902.0,1105902.0
2010-04-01,0.0,0.0,0.0,393.206,3990.0,3990.0,92940.794,943103.0,943103.0
2010-05-01,0.0,0.0,0.0,315.838,3764.0,3764.0,16354.162,194909.0,194909.0
2010-06-01,0.0,0.0,0.0,58.488,616.0,616.0,73139.512,769874.0,769874.0
2010-07-01,0.0,0.0,0.0,329.31100000000004,3575.0,3575.0,108581.689,1178894.0,1178894.0
2010-08-01,0.0,0.0,0.0,180.632,2132.0,2132.0,106015.368,1251482.0,1251482.0
2010-09-01,0.0,0.0,0.0,259.06600000000003,2708.0,2708.0,17600.934,183998.0,183998.0
2010-10-01,-924.341,0.0,0.0,-9.099,0.0,0.0,-790.5600000000001,0.0,0.0
2010-11-01,-1058.381,0.0,0.0,-10.419,0.0,0.0,-905.2,0.0,0.0
2010-12-01,0.0,0.0,0.0,769.123,9044.0,9044.0,95872.87700000001,1127391.0,1127391.0
2011-01-01,0.0,0.0,0.0,378.874,3924.0,3924.0,128271.13,1328565.0,1328565.0
2011-02-01,0.0,0.0,0.0,77.485,801.0,801.0,114363.52,1182365.0,1182365.0
2011-03-01,0.0,0.0,0.0,302.208,3486.0,3486.0,76549.792,883095.0,883095.0
2011-04-01,0.0,0.0,0.0,413.228,4874.0,4874.0,76042.772,896897.0,896897.0
2011-05-01,0.0,0.0,0.0,121.807,1417.0,1417.0,100996.19,1174650.0,1174650.0
2011-06-01,0.0,0.0,0.0,282.6,3195.0,3195.0,52627.4,594962.0,594962.0
2011-07-01,0.0,0.0,0.0,260.439,2927.0,2927.0,96693.561,1086586.0,1086586.0
2011-08-01,0.0,0.0,0.0,253.425,2414.0,2414.0,91029.575,866964.0,866964.0
2011-09-01,0.0,0.0,0.0,340.323,3352.0,3352.0,48719.677,479898.0,479898.0
2011-10-01,0.0,0.0,0.0,212.673,2303.0,2303.0,76560.327,829003.0,829003.0
2011-11-01,0.0,0.0,0.0,-104.805,4014.0,4014.0,-1832.195,70166.0,70166.0
2011-12-01,7205.879,100056.0,100056.0,214.972,2985.0,2985.0,28562.149,396595.0,396595.0
2012-01-01,-20.459,0.0,0.0,-7.821,0.0,0.0,-2435.72,0.0,0.0
2012-02-01,0.0,0.0,0.0,-405.168,4139.0,4139.0,-2667.832,27255.0,27255.0
2012-03-01,-19.986,0.0,0.0,-7.64,0.0,0.0,-2379.374,0.0,0.0
2012-04-01,-16.548,0.0,0.0,-6.326,0.0,0.0,-1970.126,0.0,0.0
2012-05-01,0.0,0.0,0.0,-2045.0,233.0,233.0,0.0,0.0,0.0
2012-06-01,30034.251,326694.0,326694.0,278.707,3032.0,3032.0,23387.042,254390.0,254390.0
2012-07-01,63701.147,653951.0,653951.0,624.688,6413.0,6413.0,5793.165,59472.0,59472.0
2012-08-01,34984.298,477488.0,477488.0,332.322,4536.0,4536.0,10034.38,136956.0,136956.0
2012-09-01,36700.42,530057.0,530057.0,328.58,4746.0,4746.0,0.0,0.0,0.0
2012-10-01,16315.144,209159.0,209159.0,463.856,5947.0,5947.0,0.0,0.0,0.0
2012-11-01,12879.898,116933.0,116933.0,565.102,5130.0,5130.0,0.0,0.0,0.0
2012-12-01,23401.784,374001.0,374001.0,269.216,4303.0,4303.0,0.0,0.0,0.0
2013-01-01,33866.129,409289.0,409289.0,400.871,4845.0,4845.0,0.0,0.0,0.0
2013-02-01,36177.907,404678.0,404678.0,371.093,4151.0,4151.0,0.0,0.0,0.0
2013-03-01,29921.564,348493.0,348493.0,387.436,4512.0,4512.0,0.0,0.0,0.0
2013-04-01,1495.103,33274.0,33274.0,194.897,4338.0,4338.0,0.0,0.0,0.0
2013-05-01,26272.405,395795.0,395795.0,523.595,7888.0,7888.0,0.0,0.0,0.0
2013-06-01,34503.079,485376.0,485376.0,381.921,5373.0,5373.0,0.0,0.0,0.0
2013-07-01,47448.125,548089.0,548089.0,491.875,5682.0,5682.0,0.0,0.0,0.0
2013-08-01,15149.597,292012.0,292012.0,172.403,3323.0,3323.0,0.0,0.0,0.0
2013-09-01,-561.378,26678.0,26678.0,-47.622,2263.0,2263.0,0.0,0.0,0.0
2013-10-01,-1897.227,0.0,0.0,-28.044,0.0,0.0,-344.729,0.0,0.0
2013-11-01,5724.977,128330.0,128330.0,196.023,4394.0,4394.0,0.0,0.0,0.0
2013-12-01,14508.167,224300.0,224300.0,193.833,2997.0,2997.0,0.0,0.0,0.0
2014-01-01,17628.154,282779.0,282779.0,642.863,10312.0,10312.0,1069.983,17164.0,17164.0
2014-02-01,0.0,0.0,0.0,297.303,6438.0,6438.0,21268.697,460568.0,460568.0
2014-03-01,59810.228,629148.0,629148.0,541.772,5699.0,5699.0,0.0,0.0,0.0
2014-04-01,-1528.895,6026.0,6026.0,-769.105,3031.0,3031.0,0.0,0.0,0.0
2014-05-01,43689.39,517011.0,517011.0,399.61,4729.0,4729.0,0.0,0.0,0.0
2014-06-01,18720.601,241147.0,241147.0,477.399,6150.0,6150.0,0.0,0.0,0.0
2014-07-01,27378.325,359238.0,359238.0,305.675,4011.0,4011.0,0.0,0.0,0.0
2014-08-01,-2607.681,0.0,0.0,-37.319,0.0,0.0,0.0,0.0,0.0
2014-09-01,3518.328,55030.0,55030.0,159.672,2497.0,2497.0,0.0,0.0,0.0
2014-10-01,-1834.743,0.0,0.0,-26.257,0.0,0.0,0.0,0.0,0.0
2014-11-01,2070.764,52087.0,52087.0,89.236,2245.0,2245.0,0.0,0.0,0.0
2014-12-01,-2940.912,0.0,0.0,-42.088,0.0,0.0,0.0,0.0,0.0
2015-01-01,21921.622,180537.0,180537.0,559.378,4607.0,4607.0,0.0,0.0,0.0
2015-02-01,30758.162,352447.0,352447.0,599.838,6873.0,6873.0,0.0,0.0,0.0
2015-03-01,19372.23,266649.0,266649.0,610.77,8407.0,8407.0,0.0,0.0,0.0
2015-04-01,21018.251,167879.0,167879.0,146.749,1172.0,1172.0,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
