measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2003-01-01,105.28,1310.0,1310.0
2003-02-01,92.908,1156.0,1156.0
2003-03-01,95.599,1189.0,1189.0
2003-04-01,85.85600000000001,1068.0,1068.0
2003-05-01,87.615,1090.0,1090.0
2003-06-01,92.91900000000001,1156.0,1156.0
2003-07-01,107.462,1337.0,1337.0
2003-08-01,113.936,1417.0,1417.0
2003-09-01,95.475,1188.0,1188.0
2003-10-01,89.559,1114.0,1114.0
2003-11-01,89.259,1110.0,1110.0
2003-12-01,99.066,1232.0,1232.0
2004-01-01,23.755,259.0,259.0
2004-02-01,6.192,67.0,67.0
2004-03-01,0.8520000000000001,9.0,9.0
2004-04-01,6.082,66.0,66.0
2004-05-01,6.463,70.0,70.0
2004-06-01,8.623000000000001,94.0,94.0
2004-07-01,12.304,134.0,134.0
2004-08-01,13.752,150.0,150.0
2004-09-01,10.882,119.0,119.0
2004-10-01,15.442,168.0,168.0
2004-11-01,13.224,144.0,144.0
2004-12-01,14.429,157.0,157.0
2005-01-01,36.603,371.01,371.01
2005-02-01,12.576,127.47,127.47
2005-03-01,13.939,141.28,141.28
2005-04-01,16.884,171.13,171.13
2005-05-01,15.68,158.94,158.94
2005-06-01,20.352,206.28,206.28
2005-07-01,20.716,209.97,209.97
2005-08-01,24.336000000000002,246.67,246.67
2005-09-01,15.93,161.47,161.47
2005-10-01,17.691000000000003,179.32,179.32
2005-11-01,14.222000000000001,144.15,144.15
2005-12-01,30.072000000000003,304.81,304.81
2006-01-01,8.109,88.0,88.0
2006-02-01,4.243,46.0,46.0
2006-03-01,3.564,39.0,39.0
2006-04-01,6.828,74.0,74.0
2006-05-01,6.382000000000001,69.0,69.0
2006-06-01,5.801,63.0,63.0
2006-07-01,8.403,91.0,91.0
2006-08-01,8.151,88.0,88.0
2006-09-01,3.745,41.0,41.0
2006-10-01,3.955,43.0,43.0
2006-11-01,4.658,51.0,51.0
2006-12-01,5.1610000000000005,56.0,56.0
2007-01-01,1.691,17.0,17.0
2007-02-01,3.3720000000000003,41.0,41.0
2007-03-01,2.176,23.0,23.0
2007-04-01,2.278,23.0,23.0
2007-05-01,1.995,23.0,23.0
2007-06-01,1.96,23.0,23.0
2007-07-01,2.093,23.0,23.0
2007-08-01,2.4810000000000003,29.0,29.0
2007-09-01,2.898,35.0,35.0
2007-10-01,3.249,35.0,35.0
2007-11-01,3.2270000000000003,35.0,35.0
2007-12-01,2.581,29.0,29.0
2008-01-01,7.401000000000001,75.0,75.0
2008-02-01,6.157,64.0,64.0
2008-03-01,5.3580000000000005,58.0,58.0
2008-04-01,5.465,58.0,58.0
2008-05-01,6.155,64.0,64.0
2008-06-01,4.373,46.0,46.0
2008-07-01,3.648,41.0,41.0
2008-08-01,5.191,58.0,58.0
2008-09-01,5.298,58.0,58.0
2008-10-01,4.678,52.0,52.0
2008-11-01,5.813000000000001,64.0,64.0
2008-12-01,5.463,58.0,58.0
2009-01-01,3.54,41.0,41.0
2009-02-01,1.4040000000000001,17.0,17.0
2009-03-01,3.785,41.0,41.0
2009-04-01,3.012,35.0,35.0
2009-05-01,2.478,29.0,29.0
2009-06-01,3.253,35.0,35.0
2009-07-01,2.8520000000000003,35.0,35.0
2009-08-01,2.721,29.0,29.0
2009-09-01,1.75,17.0,17.0
2009-10-01,2.755,29.0,29.0
2009-11-01,2.342,29.0,29.0
2009-12-01,2.108,23.0,23.0
2010-01-01,2.1710000000000003,23.0,23.0
2010-02-01,1.9520000000000002,23.0,23.0
2010-03-01,2.4850000000000003,29.0,29.0
2010-04-01,2.295,23.0,23.0
2010-05-01,2.327,23.0,23.0
2010-06-01,2.529,29.0,29.0
2010-07-01,2.25,23.0,23.0
2010-08-01,2.875,35.0,35.0
2010-09-01,2.1140000000000003,23.0,23.0
2010-10-01,2.0740000000000003,23.0,23.0
2010-11-01,1.9640000000000002,23.0,23.0
2010-12-01,1.9640000000000002,23.0,23.0
2011-01-01,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0
