measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,15.101,192.0,192.0,187.32,2235.0,2235.0
2003-02-01,12.478,159.0,159.0,154.785,1847.0,1847.0
2003-03-01,13.251000000000001,168.0,168.0,164.382,1962.0,1962.0
2003-04-01,12.622,160.0,160.0,156.574,1868.0,1868.0
2003-05-01,13.0,165.0,165.0,161.26,1924.0,1924.0
2003-06-01,13.714,174.0,174.0,170.125,2030.0,2030.0
2003-07-01,16.51,210.0,210.0,204.806,2444.0,2444.0
2003-08-01,15.959000000000001,203.0,203.0,197.96900000000002,2362.0,2362.0
2003-09-01,12.849,163.0,163.0,159.394,1902.0,1902.0
2003-10-01,12.28,156.0,156.0,152.329,1818.0,1818.0
2003-11-01,10.287,131.0,131.0,127.61,1523.0,1523.0
2003-12-01,14.949,190.0,190.0,185.446,2213.0,2213.0
2004-01-01,6.833,102.0,102.0,90.583,1274.0,1274.0
2004-02-01,6.833,102.0,102.0,90.583,1274.0,1274.0
2004-03-01,6.833,102.0,102.0,90.583,1274.0,1274.0
2004-04-01,6.833,102.0,102.0,90.583,1274.0,1274.0
2004-05-01,6.833,102.0,102.0,90.583,1274.0,1274.0
2004-06-01,6.833,102.0,102.0,90.583,1274.0,1274.0
2004-07-01,6.833,102.0,102.0,90.583,1274.0,1274.0
2004-08-01,6.833,102.0,102.0,90.583,1274.0,1274.0
2004-09-01,6.833,102.0,102.0,90.583,1274.0,1274.0
2004-10-01,6.833,102.0,102.0,90.583,1274.0,1274.0
2004-11-01,6.833,102.0,102.0,90.583,1274.0,1274.0
2004-12-01,6.833,102.0,102.0,90.583,1274.0,1274.0
2005-01-01,30.769000000000002,410.34,410.34,141.318,1770.33,1770.33
2005-02-01,15.616000000000001,208.26,208.26,117.31400000000001,1469.63,1469.63
2005-03-01,18.9,252.05,252.05,145.28400000000002,1820.01,1820.01
2005-04-01,19.694000000000003,262.64,262.64,143.15,1793.28,1793.28
2005-05-01,23.206,309.48,309.48,168.75,2113.98,2113.98
2005-06-01,21.011,280.2,280.2,212.96800000000002,2667.9,2667.9
2005-07-01,33.644,448.67,448.67,266.91200000000003,3343.68,3343.68
2005-08-01,37.232,496.52,496.52,276.492,3463.69,3463.69
2005-09-01,36.974000000000004,493.08,493.08,210.393,2635.65,2635.65
2005-10-01,22.062,294.22,294.22,168.078,2105.56,2105.56
2005-11-01,17.585,234.51,234.51,143.399,1796.39,1796.39
2005-12-01,38.306000000000004,510.85,510.85,139.942,1753.1,1753.1
2006-01-01,17.177,205.0,205.0,111.515,1252.0,1252.0
2006-02-01,16.997,203.0,203.0,132.303,1486.0,1486.0
2006-03-01,14.903,178.0,178.0,150.904,1695.0,1695.0
2006-04-01,19.66,235.0,235.0,168.78900000000002,1896.0,1896.0
2006-05-01,17.768,212.0,212.0,195.5,2196.0,2196.0
2006-06-01,21.249000000000002,254.0,254.0,249.12,2798.0,2798.0
2006-07-01,20.613,246.0,246.0,313.19800000000004,3517.0,3517.0
2006-08-01,22.184,265.0,265.0,317.148,3562.0,3562.0
2006-09-01,15.76,188.0,188.0,215.788,2423.0,2423.0
2006-10-01,20.285,242.0,242.0,195.377,2194.0,2194.0
2006-11-01,17.706,211.0,211.0,145.098,1630.0,1630.0
2006-12-01,19.697,235.0,235.0,151.261,1699.0,1699.0
2007-01-01,15.15,165.0,165.0,12.692,138.0,138.0
2007-02-01,10.474,112.0,112.0,37.527,407.0,407.0
2007-03-01,14.155,153.0,153.0,22.638,246.0,246.0
2007-04-01,15.675,171.0,171.0,10.587,115.0,115.0
2007-05-01,26.031000000000002,283.0,283.0,97.29,1057.0,1057.0
2007-06-01,10.278,112.0,112.0,167.464,1820.0,1820.0
2007-07-01,8.966000000000001,100.0,100.0,311.928,3390.0,3390.0
2007-08-01,17.45,189.0,189.0,564.239,6132.0,6132.0
2007-09-01,6.738,71.0,71.0,148.91,1618.0,1618.0
2007-10-01,14.012,153.0,153.0,89.977,978.0,978.0
2007-11-01,21.932000000000002,236.0,236.0,12.103,132.0,132.0
2007-12-01,24.805,271.0,271.0,95.97800000000001,1043.0,1043.0
2008-01-01,26.564,289.0,289.0,102.546,1083.0,1083.0
2008-02-01,11.177000000000001,118.0,118.0,38.53,406.0,406.0
2008-03-01,12.398000000000001,130.0,130.0,55.706,588.0,588.0
2008-04-01,16.194,171.0,171.0,103.224,1088.0,1088.0
