measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2021-07-01,1524.923,9800.0,9800.0
2021-08-01,1599.092,10277.0,10277.0
2021-09-01,1142.316,7341.0,7341.0
2021-10-01,1355.736,8713.0,8713.0
2021-11-01,1108.219,7122.0,7122.0
2021-12-01,835.714,5370.0,5370.0
2022-01-01,758.884,5091.0,5091.0
2022-02-01,991.639,6655.0,6655.0
2022-03-01,1015.532,6814.0,6814.0
2022-04-01,1129.233,7578.0,7578.0
2022-05-01,1255.147,8422.0,8422.0
2022-06-01,1639.234,11000.0,11000.0
2022-07-01,2347.742,15755.0,15755.0
2022-08-01,2275.578,15271.0,15271.0
2022-09-01,1563.666,10493.0,10493.0
2022-10-01,1308.073,8778.0,8778.0
2022-11-01,1224.78,8219.0,8219.0
2022-12-01,1065.492,7150.0,7150.0
2023-01-01,672.877,4260.0,4260.0
2023-02-01,443.396,2807.0,2807.0
2023-03-01,582.044,3685.0,3685.0
2023-04-01,738.178,4673.0,4673.0
2023-05-01,792.254,5015.0,5015.0
2023-06-01,790.653,5005.0,5005.0
2023-07-01,1314.814,8323.0,8323.0
2023-08-01,1112.294,7041.0,7041.0
2023-09-01,818.716,5183.0,5183.0
2023-10-01,847.722,5367.0,5367.0
2023-11-01,887.003,5615.0,5615.0
2023-12-01,736.049,4660.0,4660.0
2024-01-01,1236.0,8625.0,8625.0
2024-02-01,1296.0,8829.0,8829.0
2024-03-01,1393.0,9443.0,9443.0
2024-04-01,1347.0,9169.0,9169.0
2024-05-01,1367.0,9360.0,9360.0
2024-06-01,1304.0,8974.0,8974.0
2024-07-01,1369.0,9413.0,9413.0
2024-08-01,1338.0,9331.0,9331.0
2024-09-01,1284.0,9020.0,9020.0
2024-10-01,1311.0,9182.0,9182.0
2024-11-01,1270.0,8964.0,8964.0
2024-12-01,1378.0,9765.0,9765.0
