measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,30.466,312.0,312.0
2003-02-01,25.505,261.0,261.0
2003-03-01,28.574,293.0,293.0
2003-04-01,25.112000000000002,257.0,257.0
2003-05-01,24.802,254.0,254.0
2003-06-01,27.908,286.0,286.0
2003-07-01,30.378,311.0,311.0
2003-08-01,31.555,323.0,323.0
2003-09-01,27.478,281.0,281.0
2003-10-01,29.08,298.0,298.0
2003-11-01,24.574,252.0,252.0
2003-12-01,27.569000000000003,282.0,282.0
2004-01-01,4.017,41.0,41.0
2004-02-01,2.015,21.0,21.0
2004-03-01,22.455,230.0,230.0
2004-04-01,31.88,326.0,326.0
2004-05-01,55.818000000000005,571.0,571.0
2004-06-01,17.889,183.0,183.0
2004-07-01,19.479,199.0,199.0
2004-08-01,56.095,573.0,573.0
2004-09-01,14.655,150.0,150.0
2004-10-01,21.522000000000002,220.0,220.0
2004-11-01,3.8930000000000002,40.0,40.0
2004-12-01,2.282,23.0,23.0
2005-01-01,9.802,101.48,101.48
2005-02-01,3.3680000000000003,34.87,34.87
2005-03-01,3.732,38.64,38.64
2005-04-01,4.521,46.81,46.81
2005-05-01,4.199,43.47,43.47
2005-06-01,5.45,56.42,56.42
2005-07-01,5.547000000000001,57.43,57.43
2005-08-01,6.517,67.47,67.47
2005-09-01,4.266,44.17,44.17
2005-10-01,4.737,49.04,49.04
2005-11-01,3.8080000000000003,39.43,39.43
2005-12-01,8.053,83.37,83.37
2006-01-01,9.637,98.0,98.0
2006-02-01,5.043,51.0,51.0
2006-03-01,4.236,43.0,43.0
2006-04-01,8.114,83.0,83.0
2006-05-01,7.585,77.0,77.0
2006-06-01,6.894,70.0,70.0
2006-07-01,9.986,102.0,102.0
2006-08-01,9.686,99.0,99.0
2006-09-01,4.45,45.0,45.0
2006-10-01,4.7010000000000005,48.0,48.0
2006-11-01,5.535,56.0,56.0
2006-12-01,6.133,62.0,62.0
2007-01-01,5.478000000000001,57.0,57.0
2007-02-01,12.168000000000001,126.0,126.0
2007-03-01,3.297,34.0,34.0
2007-04-01,3.195,34.0,34.0
2007-05-01,3.589,40.0,40.0
2007-06-01,10.194,109.0,109.0
2007-07-01,6.3420000000000005,69.0,69.0
2007-08-01,4.932,51.0,51.0
2007-09-01,3.4970000000000003,34.0,34.0
2007-10-01,5.705,63.0,63.0
2007-11-01,3.3930000000000002,34.0,34.0
2007-12-01,4.2090000000000005,46.0,46.0
2008-01-01,4.345000000000001,51.0,51.0
2008-02-01,3.915,46.0,46.0
2008-03-01,4.708,51.0,51.0
2008-04-01,2.928,34.0,34.0
2008-05-01,2.141,23.0,23.0
2008-06-01,7.433000000000001,86.0,86.0
2008-07-01,2.154,23.0,23.0
2008-08-01,2.09,23.0,23.0
2008-09-01,4.416,51.0,51.0
2008-10-01,2.1060000000000003,23.0,23.0
2008-11-01,1.347,17.0,17.0
2008-12-01,2.4170000000000003,29.0,29.0
2009-01-01,0.69,6.0,6.0
2009-02-01,0.84,11.0,11.0
2009-03-01,0.9410000000000001,11.0,11.0
2009-04-01,0.8580000000000001,11.0,11.0
2009-05-01,2.297,23.0,23.0
2009-06-01,0.887,11.0,11.0
2009-07-01,1.1680000000000001,11.0,11.0
2009-08-01,1.631,17.0,17.0
2009-09-01,0.78,6.0,6.0
2009-10-01,1.421,17.0,17.0
2009-11-01,1.1520000000000001,11.0,11.0
2009-12-01,1.335,11.0,11.0
2010-01-01,9.265,86.0,86.0
2010-02-01,2.209,23.0,23.0
2010-03-01,2.947,29.0,29.0
2010-04-01,5.096,51.0,51.0
2010-05-01,9.898,97.0,97.0
2010-06-01,6.562,63.0,63.0
2010-07-01,4.174,40.0,40.0
2010-08-01,4.543,46.0,46.0
2010-09-01,3.883,40.0,40.0
2010-10-01,6.993,69.0,69.0
2010-11-01,7.353000000000001,69.0,69.0
2010-12-01,3.077,29.0,29.0
2011-01-01,3.051,34.0,34.0
2011-02-01,7.616,91.0,91.0
2011-03-01,3.475,46.0,46.0
2011-04-01,10.651,131.0,131.0
2011-05-01,9.172,114.0,114.0
2011-06-01,15.245,188.0,188.0
2011-07-01,7.368,91.0,91.0
2011-08-01,6.42,80.0,80.0
2011-09-01,4.788,57.0,57.0
2011-10-01,6.729,86.0,86.0
2011-11-01,10.465,131.0,131.0
2011-12-01,6.02,74.0,74.0
2012-01-01,4.635,40.0,40.0
2012-02-01,7.235,80.0,80.0
2012-03-01,3.598,40.0,40.0
2012-04-01,14.571,154.0,154.0
2012-05-01,14.328,154.0,154.0
2012-06-01,17.577,188.0,188.0
2012-07-01,7.875,86.0,86.0
2012-08-01,3.143,34.0,34.0
2012-09-01,4.522,46.0,46.0
2012-10-01,10.558,114.0,114.0
2012-11-01,8.339,91.0,91.0
2012-12-01,9.619,103.0,103.0
2013-01-01,1.588,29.0,29.0
2013-02-01,1.257,17.0,17.0
2013-03-01,2.318,29.0,29.0
2013-04-01,3.831,46.0,46.0
2013-05-01,2.013,23.0,23.0
2013-06-01,2.08,23.0,23.0
2013-07-01,1.853,23.0,23.0
2013-08-01,1.944,23.0,23.0
2013-09-01,1.5,17.0,17.0
2013-10-01,1.486,17.0,17.0
2013-11-01,1.608,17.0,17.0
2013-12-01,4.982,63.0,63.0
2014-01-01,3.338,46.0,46.0
2014-02-01,3.558,40.0,40.0
2014-03-01,2.88,34.0,34.0
2014-04-01,1.121,11.0,11.0
2014-05-01,4.555,51.0,51.0
2014-06-01,2.697,29.0,29.0
2014-07-01,0.611,6.0,6.0
2014-08-01,1.29,17.0,17.0
2014-09-01,1.237,11.0,11.0
2014-10-01,1.755,17.0,17.0
2014-11-01,3.697,40.0,40.0
2014-12-01,0.701,6.0,6.0
2015-01-01,1.26,17.0,17.0
2015-02-01,0.606,6.0,6.0
2015-03-01,1.543,17.0,17.0
2015-04-01,0.95,11.0,11.0
2015-05-01,2.696,34.0,34.0
2015-06-01,1.52,17.0,17.0
2015-07-01,2.275,29.0,29.0
