measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2012-01-01,5.279,50.0,50.0
2012-02-01,52.43,499.0,499.0
2012-03-01,128.547,1223.0,1223.0
2012-04-01,185.994,1770.0,1770.0
2012-05-01,255.659,2433.0,2433.0
2012-06-01,276.329,2630.0,2630.0
2012-07-01,238.945,2274.0,2274.0
2012-08-01,188.303,1792.0,1792.0
2012-09-01,176.312,1678.0,1678.0
2012-10-01,138.566,1319.0,1319.0
2012-11-01,70.86,674.0,674.0
2012-12-01,51.776,493.0,493.0
2013-01-01,32.377,309.0,309.0
2013-02-01,66.336,633.0,633.0
2013-03-01,112.97,1078.0,1078.0
2013-04-01,119.11,1136.0,1136.0
2013-05-01,134.048,1279.0,1279.0
2013-06-01,170.83,1630.0,1630.0
2013-07-01,161.174,1538.0,1538.0
2013-08-01,216.908,2070.0,2070.0
2013-09-01,210.85,2012.0,2012.0
2013-10-01,186.67,1781.0,1781.0
2013-11-01,185.82,1773.0,1773.0
2013-12-01,193.907,1850.0,1850.0
2014-01-01,62.655,596.0,596.0
2014-02-01,71.458,680.0,680.0
2014-03-01,125.809,1196.0,1196.0
2014-04-01,148.882,1416.0,1416.0
2014-05-01,171.036,1627.0,1627.0
2014-06-01,189.694,1804.0,1804.0
2014-07-01,175.541,1669.0,1669.0
2014-08-01,189.942,1806.0,1806.0
2014-09-01,185.325,1762.0,1762.0
2014-10-01,167.355,1592.0,1592.0
2014-11-01,139.074,1323.0,1323.0
2014-12-01,94.839,902.0,902.0
2015-01-01,80.936,754.0,754.0
2015-02-01,102.005,951.0,951.0
2015-03-01,149.483,1393.0,1393.0
2015-04-01,167.772,1563.0,1563.0
2015-05-01,168.637,1572.0,1572.0
2015-06-01,173.752,1619.0,1619.0
2015-07-01,179.825,1676.0,1676.0
2015-08-01,182.01,1696.0,1696.0
2015-09-01,150.208,1400.0,1400.0
2015-10-01,126.539,1179.0,1179.0
2015-11-01,117.222,1092.0,1092.0
2015-12-01,96.491,899.0,899.0
2016-01-01,63.607,587.0,587.0
2016-02-01,106.167,980.0,980.0
2016-03-01,117.187,1082.0,1082.0
2016-04-01,136.515,1260.0,1260.0
2016-05-01,169.694,1567.0,1567.0
2016-06-01,162.756,1503.0,1503.0
2016-07-01,190.0,1754.0,1754.0
2016-08-01,187.369,1730.0,1730.0
2016-09-01,165.315,1526.0,1526.0
2016-10-01,139.359,1287.0,1287.0
2016-11-01,119.716,1105.0,1105.0
2016-12-01,87.315,806.0,806.0
2017-01-01,65.683,605.0,605.0
2017-02-01,73.365,676.0,676.0
2017-03-01,136.807,1260.0,1260.0
2017-04-01,144.137,1328.0,1328.0
2017-05-01,181.227,1670.0,1670.0
2017-06-01,196.397,1809.0,1809.0
2017-07-01,179.018,1649.0,1649.0
2017-08-01,165.441,1524.0,1524.0
2017-09-01,154.486,1423.0,1423.0
2017-10-01,142.318,1311.0,1311.0
2017-11-01,87.455,806.0,806.0
2017-12-01,83.406,768.0,768.0
2018-01-01,76.394,695.0,695.0
2018-02-01,107.537,979.0,979.0
2018-03-01,122.962,1119.0,1119.0
2018-04-01,153.718,1399.0,1399.0
2018-05-01,185.289,1687.0,1687.0
2018-06-01,199.636,1817.0,1817.0
2018-07-01,172.56,1571.0,1571.0
2018-08-01,173.761,1582.0,1582.0
2018-09-01,164.489,1498.0,1498.0
2018-10-01,129.596,1180.0,1180.0
2018-11-01,89.142,812.0,812.0
2018-12-01,70.916,646.0,646.0
2019-01-01,69.679,620.0,620.0
2019-02-01,81.305,724.0,724.0
2019-03-01,123.504,1100.0,1100.0
2019-04-01,143.643,1279.0,1279.0
2019-05-01,149.556,1332.0,1332.0
2019-06-01,180.804,1610.0,1610.0
2019-07-01,178.431,1589.0,1589.0
2019-08-01,174.752,1556.0,1556.0
2019-09-01,142.91,1273.0,1273.0
2019-10-01,131.311,1169.0,1169.0
2019-11-01,83.978,748.0,748.0
2019-12-01,54.127,482.0,482.0
2020-01-01,74.188,650.0,650.0
2020-02-01,100.566,882.0,882.0
2020-03-01,98.41,863.0,863.0
2020-04-01,124.024,1087.0,1087.0
2020-05-01,162.316,1423.0,1423.0
2020-06-01,161.635,1417.0,1417.0
2020-07-01,182.569,1601.0,1601.0
2020-08-01,151.253,1326.0,1326.0
2020-09-01,118.764,1041.0,1041.0
2020-10-01,109.776,962.0,962.0
2020-11-01,86.786,761.0,761.0
2020-12-01,68.713,602.0,602.0
2021-01-01,69.923,618.0,618.0
2021-02-01,91.598,810.0,810.0
2021-03-01,118.268,1046.0,1046.0
2021-04-01,148.041,1309.0,1309.0
2021-05-01,161.362,1427.0,1427.0
2021-06-01,156.746,1386.0,1386.0
2021-07-01,150.133,1328.0,1328.0
2021-08-01,147.671,1306.0,1306.0
2021-09-01,127.33,1126.0,1126.0
2021-10-01,105.98,937.0,937.0
2021-11-01,84.328,746.0,746.0
2021-12-01,57.62,510.0,510.0
2022-01-01,82.607,282.0,282.0
2022-02-01,98.533,336.0,336.0
2022-03-01,130.634,446.0,446.0
2022-04-01,147.359,503.0,503.0
2022-05-01,172.709,589.0,589.0
2022-06-01,179.833,614.0,614.0
2022-07-01,173.447,592.0,592.0
2022-08-01,161.044,549.0,549.0
2022-09-01,135.908,464.0,464.0
2022-10-01,125.211,427.0,427.0
