measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,0.537,6.0,6.0
2003-02-01,0.434,5.0,5.0
2003-03-01,0.454,5.0,5.0
2003-04-01,0.436,5.0,5.0
2003-05-01,0.532,6.0,6.0
2003-06-01,0.532,6.0,6.0
2003-07-01,0.58,7.0,7.0
2003-08-01,0.601,7.0,7.0
2003-09-01,0.502,6.0,6.0
2003-10-01,0.47400000000000003,6.0,6.0
2003-11-01,0.42600000000000005,5.0,5.0
2003-12-01,0.49200000000000005,6.0,6.0
2005-01-01,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0
2005-05-01,0.0,0.0,0.0
2005-06-01,0.0,0.0,0.0
2005-07-01,0.0,0.0,0.0
2005-08-01,0.0,0.0,0.0
2005-09-01,0.0,0.0,0.0
2005-10-01,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0
2005-12-01,0.0,0.0,0.0
