measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,23365.0,241430.55,241430.55
2001-02-01,16055.0,165896.32,165896.32
2001-03-01,14178.0,146501.27,146501.27
2001-04-01,11156.0,115274.95,115274.95
2001-05-01,19864.0,205254.71,205254.71
2001-06-01,24844.0,256713.05,256713.05
2001-07-01,33332.0,344419.56,344419.56
2001-08-01,41271.0,426453.24,426453.24
2001-09-01,30169.0,311736.28,311736.28
2001-10-01,0.0,0.0,0.0
2001-11-01,1027.0,10611.99,10611.99
2001-12-01,15781.0,163065.07,163065.07
2002-01-01,26139.0,265912.05,265912.05
2002-02-01,25115.0,255494.9,255494.9
2002-03-01,18433.0,187518.91,187518.91
2002-04-01,20379.0,207315.57,207315.57
2002-05-01,21577.0,219502.82,219502.82
2002-06-01,26095.0,265464.44,265464.44
2002-07-01,26428.0,268852.04,268852.04
2002-08-01,26448.0,269055.5,269055.5
2002-09-01,9558.0,97233.53,97233.53
2002-10-01,10985.0,111750.41,111750.41
2002-11-01,26241.0,266949.69,266949.69
2002-12-01,20413.0,207661.45,207661.45
2003-01-01,20413.0,209049.53,209049.53
2003-02-01,30256.0,309851.7,309851.7
2003-03-01,38862.0,397985.74,397985.74
2003-04-01,27911.0,285836.55,285836.55
2003-05-01,56353.0,577111.07,577111.07
2003-06-01,44229.0,452949.19,452949.19
2003-07-01,34734.0,355710.89,355710.89
2003-08-01,39001.0,399409.24,399409.24
2003-09-01,46426.0,475448.67,475448.67
2003-10-01,12054.0,123445.01,123445.01
2003-11-01,18958.0,194148.88,194148.88
2003-12-01,26609.0,272502.77,272502.77
2004-01-01,29162.052,292262.09,292262.09
2004-02-01,26698.429,267571.66,267571.66
2004-03-01,37904.617,379880.07,379880.07
2004-04-01,36607.48,366880.16,366880.16
2004-05-01,33849.313,339237.81,339237.81
2004-06-01,36690.181,367708.99,367708.99
2004-07-01,38489.502,385741.79,385741.79
2004-08-01,33425.248,334987.84,334987.84
2004-09-01,25197.15,252525.84,252525.84
2004-10-01,21622.86,216704.3,216704.3
2004-11-01,19360.27,194028.63,194028.63
2004-12-01,24196.898,242501.31,242501.31
2005-01-01,45113.575,451090.63,451090.63
2005-02-01,41335.943,413318.1,413318.1
2005-03-01,43073.09,430687.83,430687.83
2005-04-01,43042.007,430377.03,430377.03
2005-05-01,60707.033,607009.63,607009.63
2005-06-01,56601.945,565962.85,565962.85
2005-07-01,52615.532,526102.71,526102.71
2005-08-01,43663.561,436591.95,436591.95
2005-09-01,34606.386,346029.25,346029.25
2005-10-01,37347.123,373433.88,373433.88
2005-11-01,40246.006,402419.82,402419.82
2005-12-01,45054.799,450502.93,450502.93
2006-01-01,50604.494,501946.0,501946.0
2006-02-01,44397.327,440377.0,440377.0
2006-03-01,47717.739,473312.0,473312.0
2006-04-01,57607.4,571408.0,571408.0
2006-05-01,62166.067,616625.0,616625.0
2006-06-01,64208.705,636886.0,636886.0
2006-07-01,52466.581,520416.0,520416.0
2006-08-01,43020.238,426718.0,426718.0
2006-09-01,31538.082,312826.0,312826.0
2006-10-01,29826.96,295854.0,295854.0
2006-11-01,34609.049,343287.0,343287.0
2006-12-01,37543.359,372393.0,372393.0
2007-01-01,14162.604,139983.0,139983.0
2007-02-01,12276.084,121337.0,121337.0
2007-03-01,16430.111,162395.0,162395.0
2007-04-01,16028.735,158428.0,158428.0
2007-05-01,21256.562,210100.0,210100.0
2007-06-01,19519.107,192927.0,192927.0
2007-07-01,24073.605,237944.0,237944.0
2007-08-01,20383.557,201471.0,201471.0
2007-09-01,15244.53,150677.0,150677.0
2007-10-01,12709.963,125625.0,125625.0
2007-11-01,12255.329,121132.0,121132.0
2007-12-01,10391.814,102713.0,102713.0
2008-01-01,13385.298,131899.0,131899.0
2008-02-01,10491.948,103388.0,103388.0
2008-03-01,12315.183,121354.0,121354.0
2008-04-01,23188.045,228495.0,228495.0
2008-05-01,27588.522,271857.0,271857.0
2008-06-01,23409.828,230680.0,230680.0
2008-07-01,28441.025,280258.0,280258.0
2008-08-01,29186.11,287600.0,287600.0
2008-09-01,14612.496,143992.0,143992.0
2008-10-01,9371.844000000001,92350.0,92350.0
2008-11-01,6723.9310000000005,66258.0,66258.0
2008-12-01,7302.77,71961.0,71961.0
2009-01-01,14463.347000000002,141162.0,141162.0
2009-02-01,19146.429,186869.0,186869.0
2009-03-01,30240.896,295151.0,295151.0
2009-04-01,35845.889,349856.0,349856.0
2009-05-01,49001.975,478259.0,478259.0
2009-06-01,44347.542,432832.0,432832.0
2009-07-01,48892.95,477195.0,477195.0
2009-08-01,39898.593,389410.0,389410.0
2009-09-01,29736.441,290228.0,290228.0
2009-10-01,23611.766,230451.0,230451.0
