measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-01-01,27.254,382.0,382.0
2021-02-01,26.503,373.0,373.0
2021-03-01,20.656,290.0,290.0
2021-04-01,23.53,331.0,331.0
2021-05-01,26.932,379.0,379.0
2021-06-01,36.66,516.0,516.0
2021-07-01,40.387,568.0,568.0
2021-08-01,41.186,580.0,580.0
2021-09-01,34.803,490.0,490.0
2021-10-01,29.449,414.0,414.0
2021-11-01,24.222,341.0,341.0
2021-12-01,25.418,358.0,358.0
2022-01-01,24.249,347.0,347.0
2022-02-01,21.587,306.0,306.0
2022-03-01,17.19,244.0,244.0
2022-04-01,17.92,254.0,254.0
2022-05-01,26.472,376.0,376.0
2022-06-01,32.224,457.0,457.0
2022-07-01,37.973,539.0,539.0
2022-08-01,38.17,542.0,542.0
2022-09-01,32.175,457.0,457.0
2022-10-01,24.867,353.0,353.0
2022-11-01,23.307,331.0,331.0
2022-12-01,25.866,367.0,367.0
2023-01-01,25.232,359.0,359.0
2023-02-01,23.798,338.0,338.0
2023-03-01,23.487,335.0,335.0
2023-04-01,22.683,323.0,323.0
2023-05-01,32.384,461.0,461.0
2023-06-01,37.41,533.0,533.0
2023-07-01,41.027,584.0,584.0
2023-08-01,45.157,643.0,643.0
2023-09-01,38.042,541.0,541.0
2023-10-01,28.081,400.0,400.0
2023-11-01,26.035,371.0,371.0
2023-12-01,27.664,394.0,394.0
2024-01-01,19.614,292.0,292.0
2024-02-01,13.541,200.0,200.0
2024-03-01,15.367,228.0,228.0
2024-04-01,14.438,214.0,214.0
2024-05-01,19.29,286.0,286.0
2024-06-01,21.763,323.0,323.0
2024-07-01,23.524,349.0,349.0
2024-08-01,26.581,394.0,394.0
2024-09-01,22.055,328.0,328.0
2024-10-01,19.104,283.0,283.0
2024-11-01,15.305,227.0,227.0
2024-12-01,16.418,244.0,244.0
