measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2016-04-01,0.0,0.0,0.0,427.727,3949.0,3949.0
2016-05-01,0.0,0.0,0.0,531.685,4909.0,4909.0
2016-06-01,0.0,0.0,0.0,509.946,4708.0,4708.0
2016-07-01,0.0,0.0,0.0,595.306,5496.0,5496.0
2016-08-01,0.0,0.0,0.0,587.065,5420.0,5420.0
2016-09-01,0.0,0.0,0.0,517.963,4782.0,4782.0
2016-10-01,0.0,0.0,0.0,436.64,4031.0,4031.0
2016-11-01,0.0,0.0,0.0,375.093,3463.0,3463.0
2016-12-01,0.0,0.0,0.0,273.575,2526.0,2526.0
2017-01-01,0.0,0.0,0.0,274.156,2526.0,2526.0
2017-02-01,0.0,0.0,0.0,306.223,2821.0,2821.0
2017-03-01,0.0,0.0,0.0,571.027,5261.0,5261.0
2017-04-01,0.0,0.0,0.0,601.621,5543.0,5543.0
2017-05-01,0.0,0.0,0.0,756.436,6969.0,6969.0
2017-06-01,0.0,0.0,0.0,819.756,7552.0,7552.0
2017-07-01,0.0,0.0,0.0,747.217,6884.0,6884.0
2017-08-01,0.0,0.0,0.0,690.544,6362.0,6362.0
2017-09-01,0.0,0.0,0.0,644.821,5941.0,5941.0
2017-10-01,0.0,0.0,0.0,594.03,5473.0,5473.0
2017-11-01,0.0,0.0,0.0,365.034,3363.0,3363.0
2017-12-01,0.0,0.0,0.0,348.135,3207.0,3207.0
2018-01-01,0.0,0.0,0.0,331.803,3021.0,3021.0
2018-02-01,0.0,0.0,0.0,467.062,4252.0,4252.0
2018-03-01,0.0,0.0,0.0,534.056,4862.0,4862.0
2018-04-01,0.0,0.0,0.0,667.636,6078.0,6078.0
2018-05-01,0.0,0.0,0.0,804.756,7326.0,7326.0
2018-06-01,0.0,0.0,0.0,867.072,7894.0,7894.0
2018-07-01,0.0,0.0,0.0,749.471,6823.0,6823.0
2018-08-01,0.0,0.0,0.0,754.687,6871.0,6871.0
2018-09-01,0.0,0.0,0.0,714.418,6504.0,6504.0
2018-10-01,0.0,0.0,0.0,562.868,5124.0,5124.0
2018-11-01,0.0,0.0,0.0,387.164,3525.0,3525.0
2018-12-01,0.0,0.0,0.0,308.007,2804.0,2804.0
2019-01-01,0.0,0.0,0.0,305.648,2722.0,2722.0
2019-02-01,0.0,0.0,0.0,356.636,3176.0,3176.0
2019-03-01,0.0,0.0,0.0,541.735,4824.0,4824.0
2019-04-01,0.0,0.0,0.0,630.075,5611.0,5611.0
2019-05-01,0.0,0.0,0.0,656.01,5842.0,5842.0
2019-06-01,0.0,0.0,0.0,793.077,7062.0,7062.0
2019-07-01,0.0,0.0,0.0,782.668,6970.0,6970.0
2019-08-01,0.0,0.0,0.0,766.529,6826.0,6826.0
2019-09-01,0.0,0.0,0.0,626.86,5582.0,5582.0
2019-10-01,0.0,0.0,0.0,575.98,5129.0,5129.0
2019-11-01,0.0,0.0,0.0,368.359,3280.0,3280.0
2019-12-01,0.0,0.0,0.0,237.423,2114.0,2114.0
2020-01-01,0.0,0.0,0.0,340.677,2987.0,2987.0
2020-02-01,0.0,0.0,0.0,461.806,4049.0,4049.0
2020-03-01,0.0,0.0,0.0,451.905,3962.0,3962.0
2020-04-01,0.0,0.0,0.0,569.527,4993.0,4993.0
2020-05-01,0.0,0.0,0.0,745.369,6535.0,6535.0
2020-06-01,0.0,0.0,0.0,742.238,6507.0,6507.0
2020-07-01,0.0,0.0,0.0,838.371,7350.0,7350.0
2020-08-01,0.0,0.0,0.0,694.567,6089.0,6089.0
2020-09-01,0.0,0.0,0.0,545.372,4781.0,4781.0
2020-10-01,0.0,0.0,0.0,504.102,4419.0,4419.0
2020-11-01,0.0,0.0,0.0,398.53,3494.0,3494.0
2020-12-01,0.0,0.0,0.0,315.536,2766.0,2766.0
2021-01-01,-15.042,0.0,0.0,318.277,2815.0,2815.0
2021-02-01,-16.061,0.0,0.0,416.934,3687.0,3687.0
2021-03-01,-18.069,0.0,0.0,538.334,4761.0,4761.0
