measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-01-01,0.205,6.0,6.0,0.0,0.0,0.0
2004-02-01,0.117,3.0,3.0,0.0,0.0,0.0
2004-03-01,0.07200000000000001,2.0,2.0,0.0,0.0,0.0
2004-04-01,0.049,1.0,1.0,0.0,0.0,0.0
2004-05-01,0.05,1.0,1.0,0.0,0.0,0.0
2004-06-01,0.047,1.0,1.0,0.0,0.0,0.0
2004-07-01,0.054,2.0,2.0,0.0,0.0,0.0
2004-08-01,0.069,2.0,2.0,0.0,0.0,0.0
2004-09-01,0.07,2.0,2.0,0.0,0.0,0.0
2004-10-01,0.069,2.0,2.0,0.0,0.0,0.0
2004-11-01,0.063,2.0,2.0,0.0,0.0,0.0
2004-12-01,0.135,4.0,4.0,0.0,0.0,0.0
2005-01-01,1.685,16.85,16.85,0.0,0.0,0.0
2005-02-01,0.5790000000000001,5.79,5.79,0.0,0.0,0.0
2005-03-01,0.642,6.41,6.41,0.0,0.0,0.0
2005-04-01,0.777,7.77,7.77,0.0,0.0,0.0
2005-05-01,0.7220000000000001,7.22,7.22,0.0,0.0,0.0
2005-06-01,0.937,9.37,9.37,0.0,0.0,0.0
2005-07-01,0.9530000000000001,9.54,9.54,0.0,0.0,0.0
2005-08-01,1.12,11.2,11.2,0.0,0.0,0.0
2005-09-01,0.733,7.33,7.33,0.0,0.0,0.0
2005-10-01,0.8140000000000001,8.14,8.14,0.0,0.0,0.0
2005-11-01,0.655,6.55,6.55,0.0,0.0,0.0
2005-12-01,1.3840000000000001,13.84,13.84,0.0,0.0,0.0
2006-01-01,0.11800000000000001,21.0,21.0,0.044000000000000004,1.0,1.0
2006-02-01,0.061000000000000006,11.0,11.0,0.05,1.0,1.0
2006-03-01,0.052000000000000005,9.0,9.0,0.066,2.0,2.0
2006-04-01,0.099,17.0,17.0,0.055,2.0,2.0
2006-05-01,0.092,16.0,16.0,0.07200000000000001,2.0,2.0
2006-06-01,0.084,15.0,15.0,0.093,3.0,3.0
2006-07-01,0.12200000000000001,21.0,21.0,0.166,5.0,5.0
2006-08-01,0.11800000000000001,21.0,21.0,0.14700000000000002,4.0,4.0
2006-09-01,0.054,10.0,10.0,0.08700000000000001,2.0,2.0
2006-10-01,0.057,10.0,10.0,0.094,3.0,3.0
2006-11-01,0.068,12.0,12.0,0.063,2.0,2.0
2006-12-01,0.075,13.0,13.0,0.064,2.0,2.0
2007-01-01,3.45,41.0,41.0,5.5520000000000005,63.0,63.0
2007-02-01,1.595,17.0,17.0,4.328,49.0,49.0
2007-03-01,0.313,6.0,6.0,1.848,21.0,21.0
2007-04-01,0.251,0.0,0.0,0.991,11.0,11.0
2007-05-01,4.311,46.0,46.0,2.8930000000000002,33.0,33.0
2007-06-01,3.323,41.0,41.0,2.395,27.0,27.0
2007-07-01,0.34800000000000003,6.0,6.0,8.267000000000001,94.0,94.0
2007-08-01,2.2230000000000003,23.0,23.0,8.35,95.0,95.0
2007-09-01,0.298,6.0,6.0,1.608,18.0,18.0
2007-10-01,0.11800000000000001,0.0,0.0,1.116,13.0,13.0
2007-11-01,1.605,17.0,17.0,0.507,6.0,6.0
2007-12-01,0.453,6.0,6.0,0.8580000000000001,10.0,10.0
2008-01-01,1.0550000000000002,6.0,6.0,0.8260000000000001,6.0,6.0
2008-02-01,0.17400000000000002,0.0,0.0,0.253,2.0,2.0
2008-03-01,0.681,6.0,6.0,0.636,5.0,5.0
2008-04-01,0.41400000000000003,6.0,6.0,0.17800000000000002,2.0,2.0
2008-05-01,0.14300000000000002,0.0,0.0,0.137,1.0,1.0
2008-06-01,0.061000000000000006,0.0,0.0,0.859,6.0,6.0
2008-07-01,0.186,0.0,0.0,2.367,18.0,18.0
2008-08-01,0.663,6.0,6.0,2.827,22.0,22.0
2008-09-01,1.264,11.0,11.0,0.383,3.0,3.0
2008-10-01,3.1950000000000003,22.0,22.0,0.536,5.0,5.0
2008-11-01,0.497,6.0,6.0,1.076,8.0,8.0
2008-12-01,0.46900000000000003,6.0,6.0,1.12,9.0,9.0
2009-01-01,0.07200000000000001,0.0,0.0,0.193,3.0,3.0
2009-02-01,0.248,0.0,0.0,0.06,1.0,1.0
2009-03-01,0.033,0.0,0.0,0.155,1.0,1.0
2009-04-01,0.168,0.0,0.0,0.17,1.0,1.0
2009-05-01,1.294,11.0,11.0,0.14,1.0,1.0
2009-06-01,0.533,6.0,6.0,0.434,4.0,4.0
2009-07-01,0.916,6.0,6.0,0.636,5.0,5.0
2009-08-01,0.68,6.0,6.0,0.644,5.0,5.0
2009-09-01,0.7230000000000001,6.0,6.0,0.175,1.0,1.0
2009-10-01,0.249,0.0,0.0,0.099,1.0,1.0
2009-11-01,0.452,6.0,6.0,0.06,1.0,1.0
2009-12-01,0.467,6.0,6.0,0.399,3.0,3.0
2010-01-01,0.0,0.0,0.0,0.5770000000000001,4.0,4.0
2010-02-01,0.0,0.0,0.0,0.34600000000000003,3.0,3.0
2010-03-01,0.0,0.0,0.0,0.42400000000000004,3.0,3.0
2010-04-01,0.0,0.0,0.0,0.29700000000000004,2.0,2.0
2010-05-01,0.0,0.0,0.0,0.635,5.0,5.0
2010-06-01,0.0,0.0,0.0,1.9020000000000001,14.0,14.0
2010-07-01,0.0,0.0,0.0,3.285,25.0,25.0
2010-08-01,0.0,0.0,0.0,5.13,39.0,39.0
2010-09-01,0.0,0.0,0.0,0.5660000000000001,4.0,4.0
2010-10-01,0.0,0.0,0.0,0.47300000000000003,4.0,4.0
2010-11-01,0.0,0.0,0.0,0.42500000000000004,3.0,3.0
2010-12-01,1.587,12.0,12.0,0.35300000000000004,3.0,3.0
2011-01-01,0.503,6.0,6.0,0.168,2.0,2.0
2011-02-01,0.158,0.0,0.0,0.151,2.0,2.0
2011-03-01,0.805,6.0,6.0,0.405,5.0,5.0
2011-04-01,0.552,6.0,6.0,0.167,2.0,2.0
2011-05-01,0.297,6.0,6.0,0.213,2.0,2.0
2011-06-01,0.554,6.0,6.0,0.597,6.0,6.0
2011-07-01,0.304,6.0,6.0,2.566,27.0,27.0
2011-08-01,0.157,0.0,0.0,1.634,17.0,17.0
2011-09-01,0.073,0.0,0.0,0.423,5.0,5.0
2011-10-01,0.22,0.0,0.0,0.156,2.0,2.0
2011-11-01,0.317,6.0,6.0,0.164,2.0,2.0
2011-12-01,0.312,6.0,6.0,0.104,1.0,1.0
2012-01-01,0.826,6.0,6.0,0.176,2.0,2.0
2012-02-01,1.527,22.0,22.0,0.141,2.0,2.0
2012-03-01,1.093,11.0,11.0,0.241,3.0,3.0
2012-04-01,3.32,34.0,34.0,0.666,6.0,6.0
2012-05-01,2.367,22.0,22.0,1.839,18.0,18.0
2012-06-01,0.632,6.0,6.0,3.963,40.0,40.0
2012-07-01,0.696,6.0,6.0,9.412,95.0,95.0
2012-08-01,0.585,6.0,6.0,3.489,35.0,35.0
2012-09-01,0.707,6.0,6.0,0.676,7.0,7.0
2012-10-01,0.565,6.0,6.0,0.397,4.0,4.0
2012-11-01,0.719,6.0,6.0,0.441,5.0,5.0
2012-12-01,0.388,6.0,6.0,0.134,1.0,1.0
2013-01-01,0.316,6.0,6.0,0.145,2.0,2.0
2013-02-01,0.189,0.0,0.0,0.198,2.0,2.0
2013-03-01,0.507,6.0,6.0,0.337,4.0,4.0
2013-04-01,2.543,22.0,22.0,0.425,5.0,5.0
2013-05-01,0.905,11.0,11.0,0.78,8.0,8.0
2013-06-01,0.18,0.0,0.0,1.323,14.0,14.0
2013-07-01,0.152,0.0,0.0,3.748,39.0,39.0
2013-08-01,0.285,6.0,6.0,4.141,42.0,42.0
2013-09-01,0.33,6.0,6.0,1.873,19.0,19.0
2013-10-01,1.086,11.0,11.0,0.483,5.0,5.0
2013-11-01,0.732,6.0,6.0,1.079,11.0,11.0
2013-12-01,0.448,6.0,6.0,0.795,8.0,8.0
2014-01-01,1.239,11.0,11.0,0.227,3.0,3.0
2014-02-01,0.514,6.0,6.0,0.202,2.0,2.0
2014-03-01,3.455,28.0,28.0,0.348,3.0,3.0
2014-04-01,0.71,6.0,6.0,1.244,11.0,11.0
2014-05-01,1.461,11.0,11.0,1.848,15.0,15.0
2014-06-01,0.31,0.0,0.0,0.667,5.0,5.0
2014-07-01,1.394,11.0,11.0,1.231,10.0,10.0
2014-08-01,0.498,6.0,6.0,1.512,13.0,13.0
2014-09-01,0.694,6.0,6.0,0.462,4.0,4.0
2014-10-01,2.467,22.0,22.0,0.773,6.0,6.0
2014-11-01,1.742,17.0,17.0,0.504,5.0,5.0
2014-12-01,0.864,6.0,6.0,0.634,5.0,5.0
2015-01-01,0.146,0.0,0.0,0.343,4.0,4.0
2015-02-01,0.212,0.0,0.0,0.105,1.0,1.0
2015-03-01,0.305,6.0,6.0,0.271,3.0,3.0
2015-04-01,0.441,6.0,6.0,0.424,5.0,5.0
2015-05-01,0.145,0.0,0.0,0.301,3.0,3.0
2015-06-01,0.337,6.0,6.0,1.123,12.0,12.0
2015-07-01,1.138,11.0,11.0,2.254,23.0,23.0
2015-08-01,0.311,6.0,6.0,1.401,14.0,14.0
2015-09-01,0.106,0.0,0.0,0.746,7.0,7.0
2015-10-01,0.167,0.0,0.0,0.183,2.0,2.0
2015-11-01,0.783,6.0,6.0,0.261,3.0,3.0
2015-12-01,0.276,6.0,6.0,0.221,3.0,3.0
2016-01-01,0.085,0.0,0.0,0.077,1.0,1.0
2016-02-01,0.231,6.0,6.0,0.094,2.0,2.0
2016-03-01,0.102,0.0,0.0,0.152,3.0,3.0
2016-04-01,0.4,6.0,6.0,0.396,6.0,6.0
