measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Jet Fuel Generation,Jet Fuel Quantity Consumed For Electricity,Jet Fuel Total Fuel Consumed
2001-01-01,221.12300000000002,2524.0,2524.0,,,
2001-02-01,189.437,2163.0,2163.0,,,
2001-03-01,205.747,2349.0,2349.0,,,
2001-04-01,180.38,2059.0,2059.0,,,
2001-05-01,176.89700000000002,2019.0,2019.0,,,
2001-06-01,178.80200000000002,2041.0,2041.0,,,
2001-07-01,187.98100000000002,2146.0,2146.0,,,
2001-08-01,186.866,2133.0,2133.0,,,
2001-09-01,220.726,2520.0,2520.0,,,
2001-10-01,211.936,2419.0,2419.0,,,
2001-11-01,219.5,2506.0,2506.0,,,
2001-12-01,248.605,2838.0,2838.0,,,
2002-01-01,229.013,2337.0,2337.0,,,
2002-02-01,194.853,1989.0,1989.0,,,
2002-03-01,206.422,2107.0,2107.0,,,
2002-04-01,189.05200000000002,1929.0,1929.0,,,
2002-05-01,183.454,1872.0,1872.0,,,
2002-06-01,189.299,1932.0,1932.0,,,
2002-07-01,183.985,1878.0,1878.0,,,
2002-08-01,172.018,1756.0,1756.0,,,
2002-09-01,180.05800000000002,1838.0,1838.0,,,
2002-10-01,196.00300000000001,2000.0,2000.0,,,
2002-11-01,203.54,2077.0,2077.0,,,
2002-12-01,226.303,2310.0,2310.0,,,
2003-01-01,235.928,2559.0,2559.0,,,
2003-02-01,209.006,2267.0,2267.0,,,
2003-03-01,215.87300000000002,2342.0,2342.0,,,
2003-04-01,189.56,2056.0,2056.0,,,
2003-05-01,186.035,2018.0,2018.0,,,
2003-06-01,177.02200000000002,1920.0,1920.0,,,
2003-07-01,189.45700000000002,2055.0,2055.0,,,
2003-08-01,181.387,1968.0,1968.0,,,
2003-09-01,194.019,2105.0,2105.0,,,
2003-10-01,209.149,2269.0,2269.0,,,
2003-11-01,219.459,2381.0,2381.0,,,
2003-12-01,245.105,2659.0,2659.0,,,
2004-01-01,236.282,2570.0,2570.0,,,
2004-02-01,305.63800000000003,3324.0,3324.0,,,
2004-03-01,274.29900000000004,2983.0,2983.0,,,
2004-04-01,185.989,2023.0,2023.0,,,
2004-05-01,201.697,2194.0,2194.0,,,
2004-06-01,193.74300000000002,2107.0,2107.0,,,
2004-07-01,308.546,3356.0,3356.0,,,
2004-08-01,326.63800000000003,3553.0,3553.0,,,
2004-09-01,266.00600000000003,2893.0,2893.0,,,
2004-10-01,194.556,2116.0,2116.0,,,
2004-11-01,113.08,1230.0,1230.0,,,
2004-12-01,109.52600000000001,1191.0,1191.0,,,
2005-01-01,407.994,4036.08,4036.08,,,
2005-02-01,140.174,1386.67,1386.67,,,
2005-03-01,155.365,1536.95,1536.95,,,
2005-04-01,188.191,1861.68,1861.68,,,
2005-05-01,174.782,1729.03,1729.03,,,
2005-06-01,226.85,2244.11,2244.11,,,
2005-07-01,230.905,2284.23,2284.23,,,
2005-08-01,271.25800000000004,2683.41,2683.41,,,
2005-09-01,177.568,1756.59,1756.59,,,
2005-10-01,197.192,1950.72,1950.72,,,
2005-11-01,158.525,1568.21,1568.21,,,
2005-12-01,335.197,3315.93,3315.93,,,
2006-01-01,304.505,2847.0,2847.0,,,
2006-02-01,159.338,1490.0,1490.0,,,
2006-03-01,133.845,1251.0,1251.0,,,
2006-04-01,256.387,2397.0,2397.0,,,
2006-05-01,239.657,2241.0,2241.0,,,
2006-06-01,217.83200000000002,2037.0,2037.0,,,
2006-07-01,315.534,2950.0,2950.0,,,
2006-08-01,306.06600000000003,2862.0,2862.0,,,
2006-09-01,140.612,1315.0,1315.0,,,
2006-10-01,148.532,1389.0,1389.0,,,
2006-11-01,174.9,1635.0,1635.0,,,
