measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Jet Fuel Generation,Jet Fuel Quantity Consumed For Electricity,Jet Fuel Total Fuel Consumed
2006-12-01,193.792,1812.0,1812.0,,,
2007-01-01,178.358,1672.0,1672.0,,,
2007-02-01,138.126,1296.0,1296.0,,,
2007-03-01,273.14300000000003,2564.0,2564.0,,,
2007-04-01,166.142,1560.0,1560.0,,,
2007-05-01,153.28300000000002,1436.0,1436.0,,,
2007-06-01,149.854,1408.0,1408.0,,,
2007-07-01,221.276,2076.0,2076.0,,,
2007-08-01,279.313,2620.0,2620.0,,,
2007-09-01,232.02300000000002,2177.0,2177.0,,,
2007-10-01,280.206,2632.0,2632.0,,,
2007-11-01,205.562,1930.0,1930.0,,,
2007-12-01,294.715,2766.0,2766.0,,,
2008-01-01,0.0,0.0,0.0,329.868,3552.0,3552.0
2008-02-01,0.0,0.0,0.0,301.934,3254.0,3254.0
2008-03-01,0.0,0.0,0.0,202.036,2177.0,2177.0
2008-04-01,0.0,0.0,0.0,203.87800000000001,2200.0,2200.0
2008-05-01,0.0,0.0,0.0,213.27,2301.0,2301.0
2008-06-01,0.0,0.0,0.0,142.86700000000002,1537.0,1537.0
2008-07-01,0.0,0.0,0.0,148.449,1599.0,1599.0
2008-08-01,0.0,0.0,0.0,146.91,1582.0,1582.0
2008-09-01,0.0,0.0,0.0,153.286,1650.0,1650.0
2008-10-01,0.0,0.0,0.0,174.505,1880.0,1880.0
2008-11-01,0.0,0.0,0.0,212.82,2295.0,2295.0
2008-12-01,0.0,0.0,0.0,361.177,3894.0,3894.0
2009-01-01,0.0,0.0,0.0,363.529,3743.0,3743.0
2009-02-01,0.0,0.0,0.0,266.80400000000003,2749.0,2749.0
2009-03-01,0.0,0.0,0.0,277.12,2856.0,2856.0
2009-04-01,0.0,0.0,0.0,284.735,2935.0,2935.0
2009-05-01,0.0,0.0,0.0,170.705,1756.0,1756.0
2009-06-01,0.0,0.0,0.0,167.633,1728.0,1728.0
2009-07-01,0.0,0.0,0.0,188.99,1947.0,1947.0
2009-08-01,0.0,0.0,0.0,188.011,1936.0,1936.0
2009-09-01,0.0,0.0,0.0,125.24,1291.0,1291.0
2009-10-01,0.0,0.0,0.0,124.09100000000001,1279.0,1279.0
2009-11-01,0.0,0.0,0.0,235.877,2430.0,2430.0
2009-12-01,0.0,0.0,0.0,239.265,2463.0,2463.0
2010-01-01,0.0,0.0,0.0,381.308,4853.0,4853.0
2010-02-01,0.0,0.0,0.0,302.956,3854.0,3854.0
2010-03-01,0.0,0.0,0.0,268.151,3411.0,3411.0
2010-04-01,0.0,0.0,0.0,237.405,3018.0,3018.0
2010-05-01,0.0,0.0,0.0,197.41400000000002,2508.0,2508.0
2010-06-01,0.0,0.0,0.0,154.966,1969.0,1969.0
2010-07-01,0.0,0.0,0.0,177.794,2261.0,2261.0
2010-08-01,0.0,0.0,0.0,181.267,2306.0,2306.0
2010-09-01,0.0,0.0,0.0,165.976,2109.0,2109.0
2010-10-01,0.0,0.0,0.0,198.95600000000002,2530.0,2530.0
2010-11-01,0.0,0.0,0.0,226.609,2884.0,2884.0
2010-12-01,0.0,0.0,0.0,412.19800000000004,5240.0,5240.0
2011-01-01,0.0,0.0,0.0,365.219,3540.0,3540.0
2011-02-01,0.0,0.0,0.0,326.156,3153.0,3153.0
2011-03-01,0.0,0.0,0.0,285.546,2760.0,2760.0
2011-04-01,0.0,0.0,0.0,185.008,1790.0,1790.0
2011-05-01,0.0,0.0,0.0,193.904,1874.0,1874.0
2011-06-01,0.0,0.0,0.0,180.153,1739.0,1739.0
2011-07-01,0.0,0.0,0.0,190.376,1840.0,1840.0
2011-08-01,0.0,0.0,0.0,171.829,1661.0,1661.0
2011-09-01,0.0,0.0,0.0,190.424,1840.0,1840.0
2011-10-01,0.0,0.0,0.0,336.65,3254.0,3254.0
2011-11-01,0.0,0.0,0.0,311.689,3013.0,3013.0
2011-12-01,0.0,0.0,0.0,308.046,2979.0,2979.0
2012-01-01,0.0,0.0,0.0,335.518,3445.0,3445.0
2012-02-01,0.0,0.0,0.0,197.888,2031.0,2031.0
2012-03-01,0.0,0.0,0.0,300.135,3080.0,3080.0
2012-04-01,0.0,0.0,0.0,190.041,1947.0,1947.0
2012-05-01,0.0,0.0,0.0,237.809,2440.0,2440.0
2012-06-01,0.0,0.0,0.0,194.06,1992.0,1992.0
2012-07-01,0.0,0.0,0.0,303.427,3114.0,3114.0
2012-08-01,0.0,0.0,0.0,282.736,2900.0,2900.0
2012-09-01,0.0,0.0,0.0,263.217,2698.0,2698.0
2012-10-01,0.0,0.0,0.0,195.514,2003.0,2003.0
2012-11-01,0.0,0.0,0.0,209.687,2149.0,2149.0
2012-12-01,0.0,0.0,0.0,322.968,3310.0,3310.0
2013-01-01,348.098,3557.0,3557.0,0.0,0.0,0.0
2013-02-01,240.176,2457.0,2457.0,0.0,0.0,0.0
2013-03-01,242.938,2485.0,2485.0,0.0,0.0,0.0
2013-04-01,280.219,2867.0,2867.0,0.0,0.0,0.0
2013-05-01,282.41,2889.0,2889.0,0.0,0.0,0.0
2013-06-01,202.81,2076.0,2076.0,0.0,0.0,0.0
2013-07-01,192.031,1964.0,1964.0,0.0,0.0,0.0
2013-08-01,189.467,1935.0,1935.0,0.0,0.0,0.0
2013-09-01,222.36,2272.0,2272.0,0.0,0.0,0.0
2013-10-01,213.971,2188.0,2188.0,0.0,0.0,0.0
2013-11-01,278.895,2850.0,2850.0,0.0,0.0,0.0
2013-12-01,315.625,3226.0,3226.0,0.0,0.0,0.0
2014-01-01,312.137,3080.0,3080.0,0.0,0.0,0.0
2014-02-01,296.16,2928.0,2928.0,0.0,0.0,0.0
2014-03-01,289.106,2855.0,2855.0,0.0,0.0,0.0
2014-04-01,271.635,2682.0,2682.0,0.0,0.0,0.0
2014-05-01,229.352,2266.0,2266.0,0.0,0.0,0.0
2014-06-01,136.705,1352.0,1352.0,0.0,0.0,0.0
2014-07-01,241.68,2390.0,2390.0,0.0,0.0,0.0
2014-08-01,194.449,1919.0,1919.0,0.0,0.0,0.0
2014-09-01,228.776,2261.0,2261.0,0.0,0.0,0.0
2014-10-01,302.421,2990.0,2990.0,0.0,0.0,0.0
2014-11-01,221.048,2182.0,2182.0,0.0,0.0,0.0
2014-12-01,287.531,2839.0,2839.0,0.0,0.0,0.0
2015-01-01,305.143,3046.0,3046.0,0.0,0.0,0.0
2015-02-01,269.113,2687.0,2687.0,0.0,0.0,0.0
2015-03-01,270.721,2698.0,2698.0,0.0,0.0,0.0
2015-04-01,280.368,2799.0,2799.0,0.0,0.0,0.0
2015-05-01,225.323,2250.0,2250.0,0.0,0.0,0.0
2015-06-01,224.484,2238.0,2238.0,0.0,0.0,0.0
2015-07-01,233.279,2328.0,2328.0,0.0,0.0,0.0
2015-08-01,264.845,2642.0,2642.0,0.0,0.0,0.0
2015-09-01,238.526,2379.0,2379.0,0.0,0.0,0.0
2015-10-01,272.89,2721.0,2721.0,0.0,0.0,0.0
2015-11-01,190.809,1902.0,1902.0,0.0,0.0,0.0
2015-12-01,183.499,1829.0,1829.0,0.0,0.0,0.0
2016-01-01,242.191,2379.0,2379.0,0.0,0.0,0.0
2016-02-01,268.772,2642.0,2642.0,0.0,0.0,0.0
2016-03-01,254.351,2502.0,2502.0,0.0,0.0,0.0
2016-04-01,208.299,2048.0,2048.0,0.0,0.0,0.0
2016-05-01,190.007,1868.0,1868.0,0.0,0.0,0.0
2016-06-01,191.125,1879.0,1879.0,0.0,0.0,0.0
2016-07-01,159.886,1571.0,1571.0,0.0,0.0,0.0
2016-08-01,209.542,2059.0,2059.0,0.0,0.0,0.0
2016-09-01,213.511,2098.0,2098.0,0.0,0.0,0.0
2016-10-01,245.182,2412.0,2412.0,0.0,0.0,0.0
2016-11-01,342.134,3360.0,3360.0,0.0,0.0,0.0
2016-12-01,462.0,4538.0,4538.0,0.0,0.0,0.0
2017-01-01,278.088,2721.0,2721.0,0.0,0.0,0.0
2017-02-01,224.538,2194.0,2194.0,0.0,0.0,0.0
2017-03-01,258.536,2525.0,2525.0,0.0,0.0,0.0
2017-04-01,238.367,2328.0,2328.0,0.0,0.0,0.0
2017-05-01,238.11,2328.0,2328.0,0.0,0.0,0.0
2017-06-01,251.145,2452.0,2452.0,0.0,0.0,0.0
2017-07-01,255.93,2502.0,2502.0,0.0,0.0,0.0
2017-08-01,264.36,2581.0,2581.0,0.0,0.0,0.0
2017-09-01,262.949,2569.0,2569.0,0.0,0.0,0.0
2017-10-01,268.376,2620.0,2620.0,0.0,0.0,0.0
2017-11-01,237.704,2323.0,2323.0,0.0,0.0,0.0
2017-12-01,241.897,2362.0,2362.0,0.0,0.0,0.0
2018-01-01,241.733,2581.0,2581.0,0.0,0.0,0.0
2018-02-01,225.448,2407.0,2407.0,0.0,0.0,0.0
2018-03-01,225.481,2407.0,2407.0,0.0,0.0,0.0
2018-04-01,227.762,2429.0,2429.0,0.0,0.0,0.0
2018-05-01,260.607,2783.0,2783.0,0.0,0.0,0.0
2018-06-01,243.305,2597.0,2597.0,0.0,0.0,0.0
2018-07-01,262.172,2799.0,2799.0,0.0,0.0,0.0
2018-08-01,267.724,2861.0,2861.0,0.0,0.0,0.0
2018-09-01,272.523,2912.0,2912.0,0.0,0.0,0.0
2018-10-01,286.146,3057.0,3057.0,0.0,0.0,0.0
2018-11-01,257.462,2749.0,2749.0,0.0,0.0,0.0
2018-12-01,246.637,2631.0,2631.0,0.0,0.0,0.0
2019-01-01,210.08,1969.0,1969.0,0.0,0.0,0.0
2019-02-01,233.506,2188.0,2188.0,0.0,0.0,0.0
2019-03-01,231.409,2171.0,2171.0,0.0,0.0,0.0
2019-04-01,212.662,1992.0,1992.0,0.0,0.0,0.0
2019-05-01,231.445,2171.0,2171.0,0.0,0.0,0.0
2019-06-01,198.871,1863.0,1863.0,0.0,0.0,0.0
2019-07-01,226.518,2121.0,2121.0,0.0,0.0,0.0
2019-08-01,250.801,2351.0,2351.0,0.0,0.0,0.0
2019-09-01,297.807,2788.0,2788.0,0.0,0.0,0.0
2019-10-01,312.991,2934.0,2934.0,0.0,0.0,0.0
2019-11-01,237.748,2227.0,2227.0,0.0,0.0,0.0
2019-12-01,317.162,2973.0,2973.0,0.0,0.0,0.0
2020-01-01,351.6,3282.0,3282.0,0.0,0.0,0.0
2020-02-01,227.939,2126.0,2126.0,0.0,0.0,0.0
2020-03-01,230.128,2149.0,2149.0,0.0,0.0,0.0
2020-04-01,220.831,2059.0,2059.0,0.0,0.0,0.0
2020-05-01,186.986,1745.0,1745.0,0.0,0.0,0.0
2020-06-01,235.423,2199.0,2199.0,0.0,0.0,0.0
2020-07-01,306.879,2867.0,2867.0,0.0,0.0,0.0
2020-08-01,314.431,2934.0,2934.0,0.0,0.0,0.0
2020-09-01,199.939,1868.0,1868.0,0.0,0.0,0.0
2020-10-01,239.306,2233.0,2233.0,0.0,0.0,0.0
2020-11-01,185.579,1733.0,1733.0,0.0,0.0,0.0
2020-12-01,183.959,1717.0,1717.0,0.0,0.0,0.0
2021-01-01,246.877,2317.0,2317.0,0.0,0.0,0.0
2021-02-01,273.365,2569.0,2569.0,0.0,0.0,0.0
2021-03-01,295.646,2783.0,2783.0,0.0,0.0,0.0
2021-04-01,284.191,2676.0,2676.0,0.0,0.0,0.0
2021-05-01,147.178,1386.0,1386.0,0.0,0.0,0.0
2021-06-01,197.567,1857.0,1857.0,0.0,0.0,0.0
2021-07-01,193.074,1818.0,1818.0,0.0,0.0,0.0
2021-08-01,278.436,2620.0,2620.0,0.0,0.0,0.0
2021-09-01,360.63,3394.0,3394.0,0.0,0.0,0.0
2021-10-01,358.294,3372.0,3372.0,0.0,0.0,0.0
2021-11-01,279.754,2631.0,2631.0,0.0,0.0,0.0
2021-12-01,310.988,2923.0,2923.0,0.0,0.0,0.0
2022-01-01,312.277,2928.0,2928.0,0.0,0.0,0.0
2022-02-01,257.534,2412.0,2412.0,0.0,0.0,0.0
2022-03-01,298.233,2794.0,2794.0,0.0,0.0,0.0
2022-04-01,265.134,2485.0,2485.0,0.0,0.0,0.0
2022-05-01,248.467,2328.0,2328.0,0.0,0.0,0.0
2022-06-01,302.6,2833.0,2833.0,0.0,0.0,0.0
2022-07-01,275.61,2581.0,2581.0,0.0,0.0,0.0
2022-08-01,185.361,1739.0,1739.0,0.0,0.0,0.0
2022-09-01,217.14,2036.0,2036.0,0.0,0.0,0.0
2022-10-01,243.633,2283.0,2283.0,0.0,0.0,0.0
2022-11-01,231.306,2165.0,2165.0,0.0,0.0,0.0
2022-12-01,314.705,2951.0,2951.0,0.0,0.0,0.0
2023-01-01,328.152,3080.0,3080.0,0.0,0.0,0.0
2023-02-01,254.754,2395.0,2395.0,0.0,0.0,0.0
2023-03-01,240.417,2261.0,2261.0,0.0,0.0,0.0
2023-04-01,284.198,2670.0,2670.0,0.0,0.0,0.0
2023-05-01,280.825,2637.0,2637.0,0.0,0.0,0.0
2023-06-01,241.798,2272.0,2272.0,0.0,0.0,0.0
2023-07-01,228.96,2149.0,2149.0,0.0,0.0,0.0
2023-08-01,238.318,2238.0,2238.0,0.0,0.0,0.0
2023-09-01,206.694,1941.0,1941.0,0.0,0.0,0.0
2023-10-01,234.463,2205.0,2205.0,0.0,0.0,0.0
2023-11-01,295.687,2777.0,2777.0,0.0,0.0,0.0
2023-12-01,324.734,3052.0,3052.0,0.0,0.0,0.0
2024-01-01,251.109,2373.0,2373.0,0.0,0.0,0.0
2024-02-01,226.126,2137.0,2137.0,0.0,0.0,0.0
2024-03-01,272.539,2575.0,2575.0,0.0,0.0,0.0
2024-04-01,287.136,2715.0,2715.0,0.0,0.0,0.0
2024-05-01,168.324,1593.0,1593.0,0.0,0.0,0.0
2024-06-01,300.517,2839.0,2839.0,0.0,0.0,0.0
2024-07-01,176.285,1666.0,1666.0,0.0,0.0,0.0
2024-08-01,254.567,2407.0,2407.0,0.0,0.0,0.0
2024-09-01,169.065,1599.0,1599.0,0.0,0.0,0.0
2024-10-01,268.429,2536.0,2536.0,0.0,0.0,0.0
2024-11-01,262.591,2480.0,2480.0,0.0,0.0,0.0
2024-12-01,223.312,2109.0,2109.0,0.0,0.0,0.0
