measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2015-09-01,199.107,1855.0,1855.0
2015-10-01,178.877,1667.0,1667.0
2015-11-01,131.662,1227.0,1227.0
2015-12-01,197.354,1839.0,1839.0
2016-01-01,197.296,1821.0,1821.0
2016-02-01,203.055,1875.0,1875.0
2016-03-01,400.411,3697.0,3697.0
2016-04-01,336.621,3108.0,3108.0
2016-05-01,295.465,2728.0,2728.0
2016-06-01,349.325,3225.0,3225.0
2016-07-01,362.07,3343.0,3343.0
2016-08-01,476.351,4398.0,4398.0
2016-09-01,341.804,3156.0,3156.0
2016-10-01,263.01,2428.0,2428.0
2016-11-01,187.447,1731.0,1731.0
2016-12-01,303.145,2799.0,2799.0
2017-01-01,209.46,1930.0,1930.0
2017-02-01,255.704,2356.0,2356.0
2017-03-01,314.798,2900.0,2900.0
2017-04-01,342.887,3159.0,3159.0
2017-05-01,374.846,3453.0,3453.0
2017-06-01,320.605,2954.0,2954.0
2017-07-01,357.782,3296.0,3296.0
2017-08-01,323.004,2976.0,2976.0
2017-09-01,310.185,2858.0,2858.0
2017-10-01,270.102,2488.0,2488.0
2017-11-01,238.574,2198.0,2198.0
2017-12-01,195.053,1797.0,1797.0
2018-01-01,225.849,2056.0,2056.0
2018-02-01,197.961,1802.0,1802.0
2018-03-01,285.969,2603.0,2603.0
2018-04-01,351.143,3197.0,3197.0
2018-05-01,348.803,3176.0,3176.0
2018-06-01,375.241,3416.0,3416.0
2018-07-01,354.303,3226.0,3226.0
2018-08-01,361.775,3294.0,3294.0
2018-09-01,239.519,2181.0,2181.0
2018-10-01,257.883,2348.0,2348.0
2018-11-01,187.016,1703.0,1703.0
2018-12-01,154.538,1407.0,1407.0
2019-01-01,188.008,1674.0,1674.0
2019-02-01,181.196,1614.0,1614.0
2019-03-01,300.225,2674.0,2674.0
2019-04-01,308.522,2747.0,2747.0
2019-05-01,350.503,3121.0,3121.0
2019-06-01,339.675,3025.0,3025.0
2019-07-01,377.621,3363.0,3363.0
2019-08-01,336.276,2995.0,2995.0
2019-09-01,306.659,2731.0,2731.0
2019-10-01,243.158,2165.0,2165.0
2019-11-01,209.407,1865.0,1865.0
2019-12-01,185.75,1654.0,1654.0
2020-01-01,180.391,1581.0,1581.0
2020-02-01,185.39,1625.0,1625.0
2020-03-01,237.131,2079.0,2079.0
2020-04-01,322.087,2824.0,2824.0
2020-05-01,322.343,2826.0,2826.0
2020-06-01,313.599,2749.0,2749.0
2020-07-01,350.785,3075.0,3075.0
2020-08-01,281.666,2469.0,2469.0
2020-09-01,238.548,2091.0,2091.0
2020-10-01,241.846,2120.0,2120.0
2020-11-01,202.271,1773.0,1773.0
2020-12-01,170.943,1499.0,1499.0
2021-01-01,160.494,1419.0,1419.0
2021-02-01,156.782,1387.0,1387.0
2021-03-01,257.198,2275.0,2275.0
2021-04-01,345.604,3057.0,3057.0
2021-05-01,348.283,3080.0,3080.0
2021-06-01,320.84,2838.0,2838.0
2021-07-01,346.67,3066.0,3066.0
2021-08-01,315.963,2794.0,2794.0
2021-09-01,295.562,2614.0,2614.0
2021-10-01,242.674,2146.0,2146.0
2021-11-01,228.212,2018.0,2018.0
2021-12-01,166.718,1474.0,1474.0
2022-01-01,201.631,688.0,688.0
2022-02-01,224.987,768.0,768.0
2022-03-01,293.365,1001.0,1001.0
2022-04-01,380.803,1299.0,1299.0
2022-05-01,360.955,1232.0,1232.0
2022-06-01,381.464,1302.0,1302.0
2022-07-01,339.618,1159.0,1159.0
2022-08-01,330.368,1127.0,1127.0
2022-09-01,309.301,1055.0,1055.0
2022-10-01,259.334,885.0,885.0
2022-11-01,202.522,691.0,691.0
2022-12-01,158.652,541.0,541.0
2023-01-01,160.0,546.0,546.0
2023-02-01,187.0,638.0,638.0
2023-03-01,315.0,1075.0,1075.0
2023-04-01,321.0,1095.0,1095.0
2023-05-01,338.0,1153.0,1153.0
2023-06-01,342.0,1167.0,1167.0
2023-07-01,360.0,1228.0,1228.0
2023-08-01,324.0,1105.0,1105.0
2023-09-01,291.0,993.0,993.0
2023-10-01,271.0,925.0,925.0
2023-11-01,194.0,662.0,662.0
2023-12-01,130.0,444.0,444.0
2024-01-01,168.0,573.0,573.0
2024-02-01,226.0,771.0,771.0
2024-03-01,289.0,986.0,986.0
2024-04-01,320.0,1092.0,1092.0
2024-05-01,359.0,1225.0,1225.0
2024-06-01,377.0,1286.0,1286.0
2024-07-01,349.0,1191.0,1191.0
2024-08-01,370.0,1262.0,1262.0
2024-09-01,234.0,798.0,798.0
2024-10-01,317.0,1082.0,1082.0
2024-11-01,178.0,607.0,607.0
2024-12-01,147.0,502.0,502.0
