measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2001-01-01,2.3160000000000003,25.0,25.0
2001-02-01,1.997,22.0,22.0
2001-03-01,2.206,24.0,24.0
2001-04-01,1.784,20.0,20.0
2001-05-01,1.754,19.0,19.0
2001-06-01,2.023,22.0,22.0
2001-07-01,2.4530000000000003,27.0,27.0
2001-08-01,2.418,27.0,27.0
2001-09-01,1.9760000000000002,22.0,22.0
2001-10-01,2.001,22.0,22.0
2001-11-01,1.9540000000000002,21.0,21.0
2001-12-01,2.118,23.0,23.0
