measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Kerosene-Combined Cycle Combustion Turbine Part Generation,Kerosene-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Kerosene-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Municiapl Landfill Gas-Combined Cycle Combustion Turbine Part Generation,Municiapl Landfill Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Municiapl Landfill Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Municiapl Landfill Gas-Combined Cycle Steam Part Generation,Municiapl Landfill Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Municiapl Landfill Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Other Gases-Combined Cycle Steam Part Generation,Other Gases-Combined Cycle Steam Part Quantity Consumed For Electricity,Other Gases-Combined Cycle Steam Part Total Fuel Consumed
2003-01-01,,,,,,,,,,7933.0,117032.0,117032.0,5690.0,0.0,0.0,,,,,,,,,
2003-02-01,,,,,,,,,,7850.0,118939.0,118939.0,5200.0,0.0,0.0,,,,,,,,,
2003-03-01,,,,,,,,,,8935.0,127794.0,127794.0,5460.0,0.0,0.0,,,,,,,,,
2003-04-01,,,,,,,,,,8034.0,76633.0,76633.0,5010.0,0.0,0.0,,,,,,,,,
2003-05-01,,,,,,,,,,8460.0,121539.0,121539.0,6380.0,0.0,0.0,,,,,,,,,
2003-06-01,,,,,,,,,,5731.0,103456.0,103456.0,5470.0,0.0,0.0,,,,,,,,,
2003-07-01,,,,,,,,,,5970.0,133856.0,133856.0,5030.0,0.0,0.0,,,,,,,,,
2003-08-01,,,,,,,,,,5694.0,115252.0,115252.0,5850.0,0.0,0.0,,,,,,,,,
2003-09-01,,,,,,,,,,7815.0,153111.0,153111.0,5460.0,0.0,0.0,,,,,,,,,
2003-10-01,,,,,,,,,,6873.0,152457.0,152457.0,3050.0,0.0,0.0,,,,,,,,,
2003-11-01,,,,,,,,,,6844.0,120764.0,120764.0,4888.0,0.0,0.0,,,,,,,,,
2003-12-01,,,,,,,,,,7511.0,128609.0,128609.0,5100.0,0.0,0.0,,,,,,,,,
2004-01-01,14.5,180.0,180.0,,,,,,,7995.917,99326.0,99326.0,,,,,,,2285.56,0.0,0.0,,,
2004-02-01,14.5,180.0,180.0,,,,,,,7995.917,99326.0,99326.0,,,,,,,1660.681,0.0,0.0,,,
2004-03-01,14.5,180.0,180.0,,,,,,,7995.917,99326.0,99326.0,,,,,,,598.106,0.0,0.0,,,
2004-04-01,14.5,180.0,180.0,,,,,,,7995.917,99326.0,99326.0,,,,,,,621.62,0.0,0.0,,,
2004-05-01,14.5,180.0,180.0,,,,,,,7995.917,99326.0,99326.0,,,,,,,7742.548000000001,0.0,0.0,,,
2004-06-01,14.5,180.0,180.0,,,,,,,7995.917,99326.0,99326.0,,,,,,,10162.211,0.0,0.0,,,
2004-07-01,14.5,180.0,180.0,,,,,,,7995.917,99326.0,99326.0,,,,,,,3067.824,0.0,0.0,,,
2004-08-01,14.5,180.0,180.0,,,,,,,7995.917,99326.0,99326.0,,,,,,,13480.08,0.0,0.0,,,
2004-09-01,14.5,180.0,180.0,,,,,,,7995.917,99326.0,99326.0,,,,,,,6026.69,0.0,0.0,,,
2004-10-01,14.5,180.0,180.0,,,,,,,7995.917,99326.0,99326.0,,,,,,,0.0,0.0,0.0,,,
2004-11-01,14.5,180.0,180.0,,,,,,,7995.917,99326.0,99326.0,,,,,,,0.0,0.0,0.0,,,
2004-12-01,14.5,180.0,180.0,,,,,,,7995.917,99326.0,99326.0,,,,,,,68.681,0.0,0.0,,,
2005-01-01,0.0,0.0,0.0,,,,,,,9243.002,109918.41,109918.41,,,,,,,,,,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0,,,,,,,8245.484,98055.86,98055.86,,,,,,,,,,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0,,,,,,,9417.483,111993.36,111993.36,,,,,,,,,,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,,,,,,,9398.015000000001,111761.84,111761.84,,,,,,,,,,0.0,0.0,0.0
2005-05-01,0.0,0.0,0.0,,,,,,,10331.753,122865.91,122865.91,,,,,,,,,,0.0,0.0,0.0
2005-06-01,0.0,0.0,0.0,,,,,,,10235.781,121724.6,121724.6,,,,,,,,,,0.0,0.0,0.0
2005-07-01,0.0,0.0,0.0,,,,,,,10598.603,126039.31,126039.31,,,,,,,,,,0.0,0.0,0.0
2005-08-01,0.0,0.0,0.0,,,,,,,10550.701000000001,125469.66,125469.66,,,,,,,,,,0.0,0.0,0.0
2005-09-01,0.0,0.0,0.0,,,,,,,9938.69,118191.58,118191.58,,,,,,,,,,0.0,0.0,0.0
2005-10-01,0.0,0.0,0.0,,,,,,,10032.37,119305.63,119305.63,,,,,,,,,,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0,,,,,,,10104.292,120160.93,120160.93,,,,,,,,,,0.0,0.0,0.0
2005-12-01,0.0,0.0,0.0,,,,,,,10126.826,120428.91,120428.91,,,,,,,,,,0.0,0.0,0.0
2006-01-01,16.806,194.0,194.0,,,,,,,9873.545,113945.0,113945.0,,,,,,,,,,0.0,0.0,0.0
2006-02-01,8.794,101.0,101.0,,,,,,,9124.656,105302.0,105302.0,,,,,,,,,,0.0,0.0,0.0
2006-03-01,7.3870000000000005,85.0,85.0,,,,,,,10065.109,116156.0,116156.0,,,,,,,,,,0.0,0.0,0.0
2006-04-01,14.15,163.0,163.0,,,,,,,7405.483,85462.0,85462.0,,,,,,,,,,0.0,0.0,0.0
2006-05-01,13.227,153.0,153.0,,,,,,,9053.835000000001,104485.0,104485.0,,,,,,,,,,0.0,0.0,0.0
2006-06-01,12.022,139.0,139.0,,,,,,,9484.248,109452.0,109452.0,,,,,,,,,,0.0,0.0,0.0
2006-07-01,17.415,201.0,201.0,,,,,,,9843.076000000001,113593.0,113593.0,,,,,,,,,,0.0,0.0,0.0
2006-08-01,16.892,195.0,195.0,,,,,,,9783.884,112910.0,112910.0,,,,,,,,,,0.0,0.0,0.0
2006-09-01,7.761,90.0,90.0,,,,,,,9358.516,108001.0,108001.0,,,,,,,,,,0.0,0.0,0.0
2006-10-01,8.198,95.0,95.0,,,,,,,9711.083,112070.0,112070.0,,,,,,,,,,0.0,0.0,0.0
2006-11-01,9.653,111.0,111.0,,,,,,,9808.072,113189.0,113189.0,,,,,,,,,,0.0,0.0,0.0
2006-12-01,10.696,123.0,123.0,,,,,,,9450.494,109063.0,109063.0,,,,,,,,,,0.0,0.0,0.0
2007-01-01,0.0,0.0,0.0,,,,,,,3928.237,67794.0,67794.0,2180.0,2123.0,2123.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-02-01,0.0,0.0,0.0,,,,,,,5946.939,102633.0,102633.0,3300.0,12598.0,12598.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-03-01,0.0,0.0,0.0,,,,,,,6577.28,113512.0,113512.0,3650.0,1414.0,1414.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-04-01,0.0,0.0,0.0,,,,,,,5657.887000000001,97645.0,97645.0,3140.0,1010.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-05-01,0.0,0.0,0.0,,,,,,,6199.081,106985.0,106985.0,3440.0,1799.0,1799.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-06-01,0.0,0.0,0.0,,,,,,,5045.972000000001,87084.0,87084.0,2800.0,4268.0,4268.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-07-01,0.0,0.0,0.0,,,,,,,6162.171,106348.0,106348.0,3420.0,8372.0,8372.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-08-01,0.0,0.0,0.0,,,,,,,6451.223,111336.0,111336.0,3580.0,21296.0,21296.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-09-01,0.0,0.0,0.0,,,,,,,6271.337,108232.0,108232.0,3480.0,4847.0,4847.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-10-01,0.0,0.0,0.0,,,,,,,5910.029,101996.0,101996.0,3280.0,1956.0,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-11-01,0.0,0.0,0.0,,,,,,,5188.948,89552.0,89552.0,2880.0,511.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4899.896000000001,84563.0,84563.0,2719.0,1234.0,1234.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2008-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,7903.896000000001,96355.0,96355.0,113.0,395.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2008-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,7784.143,94895.0,94895.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2008-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4850.12,59127.0,59127.0,69.0,385.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2008-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,8742.191,106575.0,106575.0,125.0,988.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2008-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,8921.825,108764.0,108764.0,127.0,225.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2008-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,8682.313,105844.0,105844.0,124.0,605.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2008-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,8562.557,104385.0,104385.0,122.0,3905.0,3905.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2008-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,8921.825,108764.0,108764.0,127.0,294.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2008-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,8981.703000000001,109494.0,109494.0,128.0,268.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2008-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,8742.191,106575.0,106575.0,125.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2008-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,8382.923,102195.0,102195.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2008-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,8682.313,105844.0,105844.0,124.0,6320.0,6320.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,6396.858,108188.0,108188.0,2854.0,16595.0,16595.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,5011.782,84763.0,84763.0,2236.0,8256.0,8256.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4774.862,80756.0,80756.0,2130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4246.347,71817.0,71817.0,1894.0,1525.0,1525.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,5467.399,92468.0,92468.0,2439.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4592.615,77674.0,77674.0,2049.0,694.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,5522.073,93393.0,93393.0,2463.0,165.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,5358.051,90619.0,90619.0,2390.0,230.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4446.818,75207.0,75207.0,1984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,6378.6320000000005,107880.0,107880.0,2846.0,14261.0,14261.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,7198.742,121750.0,121750.0,3211.0,23853.0,23853.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,6961.821,117743.0,117743.0,3106.0,22045.0,22045.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2010-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,5431.976000000001,73402.0,73402.0,3510.0,15816.0,15816.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2010-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4952.147,66917.0,66917.0,3200.0,16126.0,16126.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2010-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,5588.442,75515.0,75515.0,3611.0,20512.0,20512.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2010-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4922.157,66512.0,66512.0,3180.0,20199.0,20199.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2010-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,5834.875,78845.0,78845.0,3770.0,25809.0,25809.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2010-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,5664.067,76537.0,76537.0,3660.0,25269.0,25269.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2010-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,5278.117,71322.0,71322.0,3410.0,25792.0,25792.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2010-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,5437.191000000001,73471.0,73471.0,3513.0,27657.0,27657.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2010-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,5773.593,78017.0,78017.0,3730.0,26536.0,26536.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2010-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,3978.146,53755.0,53755.0,2570.0,17989.0,17989.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2010-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,5355.0470000000005,72361.0,72361.0,3460.0,19300.0,19300.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2010-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,5051.242,68256.0,68256.0,3264.0,12461.0,12461.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4780.831,72247.0,72247.0,2618.0,10294.0,10294.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,3735.025,56442.0,56442.0,2045.0,8670.0,8670.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4482.03,67731.0,67731.0,2454.0,12348.0,12348.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4482.03,67731.0,67731.0,2454.0,15524.0,15524.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4153.348,62764.0,62764.0,2274.0,16155.0,16155.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,3977.054,60099.0,60099.0,2178.0,18346.0,18346.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4870.472,73600.0,73600.0,2667.0,24731.0,24731.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,5273.855,79697.0,79697.0,2888.0,25501.0,25501.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,5109.514,77213.0,77213.0,2798.0,22291.0,22291.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4452.15,67279.0,67279.0,2438.0,18545.0,18545.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4407.329,66602.0,66602.0,2413.0,16157.0,16157.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4274.362,64592.0,64592.0,2340.0,13509.0,13509.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4253.829,74947.0,74947.0,2242.0,10948.0,10948.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,3788.082,66741.0,66741.0,1996.0,7544.0,7544.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4005.431,70571.0,70571.0,2111.0,12263.0,12263.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,3974.381,70023.0,70023.0,2094.0,12288.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,3989.906,70297.0,70297.0,2102.0,15623.0,15623.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,5325.05,93820.0,93820.0,2806.0,16444.0,16444.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4222.78,74400.0,74400.0,2225.0,18845.0,18845.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4393.554,77409.0,77409.0,2315.0,17174.0,17174.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4291.09,75603.0,75603.0,2261.0,14065.0,14065.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,4036.481,71118.0,71118.0,2127.0,9797.0,9797.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,3539.683,62365.0,62365.0,1865.0,6704.0,6704.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,3570.733,62912.0,62912.0,1882.0,6338.0,6338.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4580.0,80798.0,80798.0,1708.0,4162.0,4162.0,0.0,0.0,0.0,,,,,,
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4249.0,74060.0,74060.0,1596.0,3581.0,3581.0,0.0,0.0,0.0,,,,,,
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4608.0,81512.0,81512.0,1778.0,3825.0,3825.0,0.0,0.0,0.0,,,,,,
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4151.0,72392.0,72392.0,1446.0,5287.0,5287.0,0.0,0.0,0.0,,,,,,
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4110.0,72727.0,72727.0,2046.0,8997.0,8997.0,0.0,0.0,0.0,,,,,,
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3716.0,68717.0,68717.0,1928.0,9967.0,9967.0,0.0,0.0,0.0,,,,,,
