measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2004-10-01,1556.6670000000001,19911.0,19911.0,0.0,0.0,0.0
2004-11-01,1556.6670000000001,19911.0,19911.0,0.0,0.0,0.0
2004-12-01,1556.6670000000001,19911.0,19911.0,0.0,0.0,0.0
2005-01-01,1455.45,18712.03,18712.03,,,
2005-02-01,1298.376,16692.6,16692.6,,,
2005-03-01,1482.925,19065.26,19065.26,,,
2005-04-01,1479.86,19025.85,19025.85,,,
2005-05-01,1626.891,20916.16,20916.16,,,
2005-06-01,1611.779,20721.87,20721.87,,,
2005-07-01,1668.91,21456.38,21456.38,,,
2005-08-01,1661.3680000000002,21359.41,21359.41,,,
2005-09-01,1564.997,20120.42,20120.42,,,
2005-10-01,1579.748,20310.07,20310.07,,,
2005-11-01,1591.074,20455.67,20455.67,,,
2005-12-01,1594.622,20501.29,20501.29,,,
2006-01-01,1618.845,20460.0,20460.0,,,
2006-02-01,1496.058,18909.0,18909.0,,,
2006-03-01,1650.2530000000002,20857.0,20857.0,,,
2006-04-01,1214.1870000000001,15346.0,15346.0,,,
2006-05-01,1484.4470000000001,18762.0,18762.0,,,
2006-06-01,1555.016,19654.0,19654.0,,,
2006-07-01,1613.8490000000002,20397.0,20397.0,,,
2006-08-01,1604.144,20275.0,20275.0,,,
2006-09-01,1534.402,19393.0,19393.0,,,
2006-10-01,1592.208,20124.0,20124.0,,,
2006-11-01,1608.11,20325.0,20325.0,,,
2006-12-01,1549.482,19584.0,19584.0,,,
2007-01-01,969.037,12888.0,12888.0,,,
2007-02-01,920.777,12246.0,12246.0,,,
2007-03-01,1126.492,14982.0,14982.0,,,
2007-04-01,1422.317,18916.0,18916.0,,,
2007-05-01,1880.4180000000001,25008.0,25008.0,,,
2007-06-01,1751.544,23294.0,23294.0,,,
2007-07-01,1848.0330000000001,24577.0,24577.0,,,
2007-08-01,1768.64,23522.0,23522.0,,,
2007-09-01,1824.7340000000002,24268.0,24268.0,,,
2007-10-01,1931.2820000000002,25685.0,25685.0,,,
2007-11-01,1270.0420000000001,16891.0,16891.0,,,
2007-12-01,1098.684,14612.0,14612.0,,,
2008-01-01,1233.5120000000002,15900.0,15900.0,,,
2008-02-01,1086.9950000000001,14011.0,14011.0,,,
2008-03-01,1183.1390000000001,15250.0,15250.0,,,
2008-04-01,1370.68,17668.0,17668.0,,,
2008-05-01,1486.634,19162.0,19162.0,,,
2008-06-01,1547.178,19943.0,19943.0,,,
2008-07-01,1217.608,15695.0,15695.0,,,
2008-08-01,1439.516,18555.0,18555.0,,,
2008-09-01,1466.9060000000002,18908.0,18908.0,,,
2008-10-01,1433.3680000000002,18476.0,18476.0,,,
2008-11-01,1074.738,13853.0,13853.0,,,
2008-12-01,1076.726,13879.0,13879.0,,,
2009-01-01,1107.461,13781.0,13781.0,,,
2009-02-01,1095.107,13627.0,13627.0,,,
2009-03-01,1344.227,16727.0,16727.0,,,
2009-04-01,1278.502,15909.0,15909.0,,,
2009-05-01,1755.228,21842.0,21842.0,,,
2009-06-01,1532.988,19076.0,19076.0,,,
2009-07-01,1631.5790000000002,20303.0,20303.0,,,
2009-08-01,1597.433,19878.0,19878.0,,,
2009-09-01,1084.776,13499.0,13499.0,,,
2009-10-01,1524.434,18970.0,18970.0,,,
2009-11-01,1718.7740000000001,21388.0,21388.0,,,
2009-12-01,1305.491,16245.0,16245.0,,,
2010-01-01,1522.81,20210.0,20210.0,,,
2010-02-01,1634.968,21698.0,21698.0,,,
2010-03-01,2063.175,27381.0,27381.0,,,
2010-04-01,2097.7400000000002,27840.0,27840.0,,,
2010-05-01,1930.862,25625.0,25625.0,,,
2010-06-01,1637.294,21729.0,21729.0,,,
2010-07-01,1463.952,19429.0,19429.0,,,
2010-08-01,1559.133,20692.0,20692.0,,,
2010-09-01,1679.8390000000002,22294.0,22294.0,,,
2010-10-01,1177.862,15632.0,15632.0,,,
2010-11-01,891.322,11829.0,11829.0,,,
2010-12-01,1121.0430000000001,14878.0,14878.0,,,
2011-01-01,1251.99,22428.0,22428.0,,,
2011-02-01,1089.117,19509.0,19509.0,,,
2011-03-01,1101.348,19729.0,19729.0,,,
2011-04-01,1213.793,21743.0,21743.0,,,
2011-05-01,1494.691,26775.0,26775.0,,,
2011-06-01,1561.316,27968.0,27968.0,,,
2011-07-01,1379.741,24715.0,24715.0,,,
2011-08-01,1602.84,28712.0,28712.0,,,
2011-09-01,1376.471,24657.0,24657.0,,,
2011-10-01,1411.144,25278.0,25278.0,,,
2011-11-01,1606.606,28779.0,28779.0,,,
2011-12-01,1352.943,24235.0,24235.0,,,
2012-01-01,1181.726,16424.0,16424.0,,,
2012-02-01,1174.648,16325.0,16325.0,,,
2012-03-01,1242.675,17270.0,17270.0,,,
2012-04-01,1440.107,20014.0,20014.0,,,
2012-05-01,1484.782,20635.0,20635.0,,,
2012-06-01,1354.619,18826.0,18826.0,,,
2012-07-01,1753.529,24370.0,24370.0,,,
2012-08-01,1704.067,23682.0,23682.0,,,
2012-09-01,1425.187,19807.0,19807.0,,,
2012-10-01,1748.266,24297.0,24297.0,,,
2012-11-01,1327.942,18455.0,18455.0,,,
2012-12-01,1395.452,19393.0,19393.0,,,
2013-01-01,1003.251,13481.0,13481.0,,,
2013-02-01,924.249,12418.0,12418.0,,,
2013-03-01,1465.764,19694.0,19694.0,,,
2013-04-01,1677.251,22536.0,22536.0,,,
2013-05-01,1633.989,21955.0,21955.0,,,
2013-06-01,1628.056,21875.0,21875.0,,,
2013-07-01,1258.047,16903.0,16903.0,,,
2013-08-01,1476.095,19833.0,19833.0,,,
2013-09-01,1545.515,20766.0,20766.0,,,
2013-10-01,1474.816,19816.0,19816.0,,,
2013-11-01,1235.206,16596.0,16596.0,,,
2013-12-01,1328.761,17853.0,17853.0,,,
2014-01-01,1144.611,15303.0,15303.0,,,
2014-02-01,920.06,12300.0,12300.0,,,
2014-03-01,979.311,13092.0,13092.0,,,
2014-04-01,1128.544,15087.0,15087.0,,,
2014-05-01,1172.39,15673.0,15673.0,,,
2014-06-01,1426.361,19069.0,19069.0,,,
2014-07-01,1342.246,17944.0,17944.0,,,
2014-08-01,1247.665,16680.0,16680.0,,,
2014-09-01,1384.855,18514.0,18514.0,,,
2014-10-01,1401.083,18730.0,18730.0,,,
2014-11-01,1121.413,14992.0,14992.0,,,
2014-12-01,1171.461,15661.0,15661.0,,,
2015-01-01,1524.406,19938.0,19938.0,,,
2015-02-01,1233.024,16128.0,16128.0,,,
2015-03-01,1492.437,19521.0,19521.0,,,
2015-04-01,1618.404,21168.0,21168.0,,,
2015-05-01,1770.052,23152.0,23152.0,,,
2015-06-01,1653.163,21623.0,21623.0,,,
2015-07-01,1897.899,24824.0,24824.0,,,
2015-08-01,1653.952,21633.0,21633.0,,,
2015-09-01,1867.516,24426.0,24426.0,,,
2015-10-01,1698.143,22211.0,22211.0,,,
2015-11-01,1575.536,20608.0,20608.0,,,
2015-12-01,1519.468,19874.0,19874.0,,,
2016-01-01,1435.192,19235.0,19235.0,,,
2016-02-01,1471.116,19716.0,19716.0,,,
2016-03-01,1564.786,20971.0,20971.0,,,
2016-04-01,1571.477,21061.0,21061.0,,,
2016-05-01,1660.759,22258.0,22258.0,,,
2016-06-01,1369.626,18356.0,18356.0,,,
2016-07-01,1557.794,20878.0,20878.0,,,
2016-08-01,1526.293,20456.0,20456.0,,,
2016-09-01,1423.319,19076.0,19076.0,,,
2016-10-01,1332.681,17861.0,17861.0,,,
2016-11-01,1488.796,19953.0,19953.0,,,
2016-12-01,1501.161,20119.0,20119.0,,,
2017-01-01,1356.772,19053.0,19053.0,,,
2017-02-01,1214.237,17052.0,17052.0,,,
2017-03-01,1325.393,18612.0,18612.0,,,
2017-04-01,1251.618,17576.0,17576.0,,,
2017-05-01,1453.284,20408.0,20408.0,,,
2017-06-01,1358.845,19082.0,19082.0,,,
2017-07-01,1253.963,17609.0,17609.0,,,
2017-08-01,1313.187,18441.0,18441.0,,,
2017-09-01,1205.119,16923.0,16923.0,,,
2017-10-01,1344.177,18876.0,18876.0,,,
2017-11-01,1252.731,17592.0,17592.0,,,
2017-12-01,1261.674,17717.0,17717.0,,,
2018-01-01,1258.267,17491.0,17491.0,,,
2018-02-01,1127.099,15668.0,15668.0,,,
2018-03-01,1129.252,15698.0,15698.0,,,
2018-04-01,1170.196,16267.0,16267.0,,,
2018-05-01,1260.794,17527.0,17527.0,,,
2018-06-01,1129.011,15694.0,15694.0,,,
2018-07-01,1194.51,16605.0,16605.0,,,
2018-08-01,1174.766,16330.0,16330.0,,,
2018-09-01,1009.676,14036.0,14036.0,,,
2018-10-01,1245.898,17319.0,17319.0,,,
2018-11-01,1207.291,16783.0,16783.0,,,
2018-12-01,1281.24,17811.0,17811.0,,,
2019-01-01,1211.102,16292.0,16292.0,,,
2019-02-01,1089.789,14660.0,14660.0,,,
2019-03-01,1238.334,16658.0,16658.0,,,
2019-04-01,1145.92,15415.0,15415.0,,,
2019-05-01,1215.412,16350.0,16350.0,,,
2019-06-01,1122.279,15097.0,15097.0,,,
2019-07-01,1127.602,15169.0,15169.0,,,
2019-08-01,1098.42,14776.0,14776.0,,,
2019-09-01,1032.388,13888.0,13888.0,,,
2019-10-01,1071.645,14416.0,14416.0,,,
2019-11-01,1055.223,14195.0,14195.0,,,
2019-12-01,1170.886,15751.0,15751.0,,,
2020-01-01,1145.199,16000.0,16000.0,,,
2020-02-01,1061.791,14836.0,14836.0,,,
2020-03-01,1132.018,15817.0,15817.0,,,
2020-04-01,1062.736,14849.0,14849.0,,,
2020-05-01,1044.886,14599.0,14599.0,,,
2020-06-01,962.216,13444.0,13444.0,,,
2020-07-01,878.618,12276.0,12276.0,,,
2020-08-01,936.602,13086.0,13086.0,,,
2020-09-01,861.635,12039.0,12039.0,,,
2020-10-01,1020.448,14258.0,14258.0,,,
2020-11-01,995.641,13911.0,13911.0,,,
2020-12-01,1095.21,15303.0,15303.0,,,
2021-01-01,1137.765,16149.0,16149.0,,,
2021-02-01,991.45,14072.0,14072.0,,,
2021-03-01,1037.448,14725.0,14725.0,,,
2021-04-01,972.942,13810.0,13810.0,,,
2021-05-01,1015.736,14417.0,14417.0,,,
2021-06-01,913.64,12968.0,12968.0,,,
2021-07-01,933.679,13252.0,13252.0,,,
2021-08-01,856.306,12154.0,12154.0,,,
2021-09-01,891.112,12648.0,12648.0,,,
2021-10-01,851.802,12090.0,12090.0,,,
2021-11-01,612.817,8698.0,8698.0,,,
2021-12-01,959.303,13616.0,13616.0,,,
2022-01-01,824.372,12045.0,12045.0,,,
2022-02-01,894.046,13063.0,13063.0,,,
2022-03-01,933.261,13636.0,13636.0,,,
2022-04-01,855.832,12504.0,12504.0,,,
2022-05-01,871.188,12729.0,12729.0,,,
2022-06-01,796.532,11638.0,11638.0,,,
2022-07-01,673.057,9834.0,9834.0,,,
2022-08-01,642.15,9382.0,9382.0,,,
2022-09-01,811.621,11858.0,11858.0,,,
2022-10-01,859.071,12552.0,12552.0,,,
2022-11-01,919.067,13428.0,13428.0,,,
2022-12-01,639.803,9348.0,9348.0,,,
2023-01-01,871.755,12747.0,12747.0,,,
2023-02-01,727.718,10642.0,10642.0,,,
2023-03-01,837.831,12252.0,12252.0,,,
2023-04-01,784.432,11471.0,11471.0,,,
2023-05-01,826.253,12083.0,12083.0,,,
2023-06-01,823.291,12040.0,12040.0,,,
2023-07-01,807.191,11804.0,11804.0,,,
2023-08-01,759.91,11113.0,11113.0,,,
2023-09-01,657.265,9611.0,9611.0,,,
2023-10-01,729.532,10669.0,10669.0,,,
2023-11-01,719.422,10521.0,10521.0,,,
2023-12-01,713.4,10433.0,10433.0,,,
2024-01-01,720.385,10320.0,10320.0,,,
2024-02-01,714.259,10232.0,10232.0,,,
2024-03-01,754.064,10802.0,10802.0,,,
2024-04-01,684.236,9802.0,9802.0,,,
2024-05-01,719.452,10307.0,10307.0,,,
2024-06-01,691.731,9909.0,9909.0,,,
2024-07-01,702.6,10065.0,10065.0,,,
2024-08-01,719.256,10304.0,10304.0,,,
2024-09-01,630.485,9032.0,9032.0,,,
2024-10-01,703.232,10074.0,10074.0,,,
2024-11-01,653.638,9364.0,9364.0,,,
2024-12-01,565.662,8103.0,8103.0,,,
