measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-07-01,4.545,64.0,64.0
2021-08-01,4.636,65.0,65.0
2021-09-01,3.917,55.0,55.0
2021-10-01,3.315,47.0,47.0
2021-11-01,2.726,38.0,38.0
2021-12-01,2.861,41.0,41.0
2022-01-01,26.055,370.0,370.0
2022-02-01,23.196,329.0,329.0
2022-03-01,18.472,263.0,263.0
2022-04-01,19.255,274.0,274.0
2022-05-01,28.445,404.0,404.0
2022-06-01,34.626,492.0,492.0
2022-07-01,40.803,580.0,580.0
2022-08-01,41.015,582.0,582.0
2022-09-01,34.574,491.0,491.0
2022-10-01,26.721,379.0,379.0
2022-11-01,25.045,355.0,355.0
2022-12-01,27.793,395.0,395.0
2023-01-01,26.592,377.0,377.0
2023-02-01,25.081,355.0,355.0
2023-03-01,24.753,352.0,352.0
2023-04-01,23.906,340.0,340.0
2023-05-01,34.13,484.0,484.0
2023-06-01,39.426,559.0,559.0
2023-07-01,43.239,613.0,613.0
2023-08-01,47.592,674.0,674.0
2023-09-01,40.093,569.0,569.0
2023-10-01,29.594,420.0,420.0
2023-11-01,27.438,389.0,389.0
2023-12-01,29.156,414.0,414.0
2024-01-01,23.762,355.0,355.0
2024-02-01,16.405,246.0,246.0
2024-03-01,18.616,278.0,278.0
2024-04-01,17.491,262.0,262.0
2024-05-01,23.369,350.0,350.0
2024-06-01,26.365,395.0,395.0
2024-07-01,28.498,427.0,427.0
2024-08-01,32.201,482.0,482.0
2024-09-01,26.718,400.0,400.0
2024-10-01,23.144,347.0,347.0
2024-11-01,18.541,277.0,277.0
2024-12-01,19.89,298.0,298.0
