measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Jet Fuel Generation,Jet Fuel Quantity Consumed For Electricity,Jet Fuel Total Fuel Consumed
2015-03-01,,,,124.427,1223.0,1223.0
2015-04-01,,,,128.861,1268.0,1268.0
2015-05-01,,,,103.562,1015.0,1015.0
2015-06-01,,,,103.176,1015.0,1015.0
2015-07-01,,,,107.218,1055.0,1055.0
2015-08-01,,,,121.727,1195.0,1195.0
2015-09-01,,,,109.63,1077.0,1077.0
2015-10-01,,,,125.424,1234.0,1234.0
2015-11-01,,,,87.698,864.0,864.0
2015-12-01,0.0,0.0,0.0,84.339,830.0,830.0
2016-01-01,0.0,0.0,0.0,117.326,1122.0,1122.0
2016-02-01,0.0,0.0,0.0,130.202,1240.0,1240.0
2016-03-01,0.0,0.0,0.0,123.216,1172.0,1172.0
2016-04-01,0.0,0.0,0.0,100.907,959.0,959.0
2016-05-01,0.0,0.0,0.0,92.045,875.0,875.0
2016-06-01,0.0,0.0,0.0,92.587,881.0,881.0
2016-07-01,0.0,0.0,0.0,77.454,735.0,735.0
2016-08-01,0.0,0.0,0.0,101.509,965.0,965.0
2016-09-01,0.0,0.0,0.0,103.431,987.0,987.0
2016-10-01,0.0,0.0,0.0,118.774,1133.0,1133.0
2016-11-01,0.0,0.0,0.0,165.741,1576.0,1576.0
2016-12-01,0.0,0.0,0.0,223.808,2132.0,2132.0
2017-01-01,0.0,0.0,0.0,139.872,1357.0,1380.0
2017-02-01,0.0,0.0,0.0,112.938,1096.0,1111.0
2017-03-01,0.0,0.0,0.0,130.038,1262.0,1279.0
2017-04-01,0.0,0.0,0.0,119.894,1163.0,1178.0
2017-05-01,0.0,0.0,0.0,119.765,1162.0,1178.0
2017-06-01,0.0,0.0,0.0,126.321,1226.0,1245.0
2017-07-01,0.0,0.0,0.0,128.728,1249.0,1268.0
2017-08-01,0.0,0.0,0.0,132.968,1290.0,1307.0
2017-09-01,0.0,0.0,0.0,132.258,1283.0,1302.0
2017-10-01,0.0,0.0,0.0,134.988,1310.0,1330.0
2017-11-01,0.0,0.0,0.0,119.561,1160.0,1178.0
2017-12-01,0.0,0.0,0.0,121.669,1180.0,1195.0
2018-01-01,0.0,0.0,0.0,122.67,1172.0,1172.0
2018-02-01,0.0,0.0,0.0,114.405,1111.0,1111.0
2018-03-01,0.0,0.0,0.0,114.422,1111.0,1111.0
2018-04-01,0.0,0.0,0.0,115.58,1122.0,1122.0
2018-05-01,0.0,0.0,0.0,132.247,1279.0,1279.0
2018-06-01,0.0,0.0,0.0,123.467,1195.0,1195.0
2018-07-01,0.0,0.0,0.0,133.041,1290.0,1290.0
2018-08-01,0.0,0.0,0.0,135.858,1318.0,1318.0
2018-09-01,0.0,0.0,0.0,138.294,1341.0,1341.0
2018-10-01,0.0,0.0,0.0,145.207,1408.0,1408.0
2018-11-01,0.0,0.0,0.0,130.651,1268.0,1268.0
2018-12-01,0.0,0.0,0.0,125.158,1212.0,1212.0
2019-01-01,0.0,0.0,0.0,106.212,1033.0,1055.0
2019-02-01,0.0,0.0,0.0,118.054,1148.0,1178.0
2019-03-01,0.0,0.0,0.0,116.994,1138.0,1167.0
2019-04-01,0.0,0.0,0.0,107.516,1046.0,1072.0
2019-05-01,0.0,0.0,0.0,117.012,1138.0,1167.0
2019-06-01,0.0,0.0,0.0,100.543,978.0,1004.0
2019-07-01,0.0,0.0,0.0,114.521,1114.0,1144.0
2019-08-01,0.0,0.0,0.0,126.798,1233.0,1262.0
2019-09-01,0.0,0.0,0.0,150.563,1464.0,1503.0
2019-10-01,0.0,0.0,0.0,158.24,1539.0,1576.0
2019-11-01,0.0,0.0,0.0,120.199,1169.0,1201.0
2019-12-01,0.0,0.0,0.0,160.348,1559.0,1599.0
2020-01-01,187.813,1823.0,1823.0,0.0,0.0,0.0
2020-02-01,121.757,1178.0,1178.0,0.0,0.0,0.0
2020-03-01,122.926,1189.0,1189.0,0.0,0.0,0.0
2020-04-01,117.961,1144.0,1144.0,0.0,0.0,0.0
2020-05-01,99.881,971.0,971.0,0.0,0.0,0.0
2020-06-01,125.755,1217.0,1217.0,0.0,0.0,0.0
2020-07-01,163.924,1588.0,1588.0,0.0,0.0,0.0
2020-08-01,167.958,1627.0,1627.0,0.0,0.0,0.0
2020-09-01,106.801,1032.0,1032.0,0.0,0.0,0.0
2020-10-01,127.829,1240.0,1240.0,0.0,0.0,0.0
2020-11-01,99.13,959.0,959.0,0.0,0.0,0.0
2020-12-01,98.265,954.0,954.0,0.0,0.0,0.0
2021-01-01,114.944,1116.0,1116.0,0.0,0.0,0.0
2021-02-01,127.277,1240.0,1240.0,0.0,0.0,0.0
2021-03-01,137.65,1341.0,1341.0,0.0,0.0,0.0
2021-04-01,132.317,1290.0,1290.0,0.0,0.0,0.0
2021-05-01,68.525,668.0,668.0,0.0,0.0,0.0
2021-06-01,91.986,897.0,898.0,0.0,0.0,0.0
2021-07-01,89.894,875.0,875.0,0.0,0.0,0.0
2021-08-01,129.637,1262.0,1262.0,0.0,0.0,0.0
2021-09-01,167.906,1637.0,1638.0,0.0,0.0,0.0
2021-10-01,166.819,1626.0,1627.0,0.0,0.0,0.0
2021-11-01,130.251,1268.0,1268.0,0.0,0.0,0.0
2021-12-01,144.794,1408.0,1408.0,0.0,0.0,0.0
2022-01-01,143.26,1393.0,1431.0,0.0,0.0,0.0
2022-02-01,118.145,1149.0,1184.0,0.0,0.0,0.0
2022-03-01,136.816,1331.0,1369.0,0.0,0.0,0.0
2022-04-01,121.632,1183.0,1217.0,0.0,0.0,0.0
2022-05-01,113.986,1109.0,1139.0,0.0,0.0,0.0
2022-06-01,138.82,1350.0,1391.0,0.0,0.0,0.0
2022-07-01,126.438,1230.0,1268.0,0.0,0.0,0.0
2022-08-01,85.035,827.0,853.0,0.0,0.0,0.0
2022-09-01,99.614,969.0,999.0,0.0,0.0,0.0
2022-10-01,111.768,1087.0,1116.0,0.0,0.0,0.0
2022-11-01,106.113,1032.0,1060.0,0.0,0.0,0.0
2022-12-01,144.373,1404.0,1447.0,0.0,0.0,0.0
2023-01-01,157.375,1529.0,1576.0,0.0,0.0,0.0
2023-02-01,122.176,1187.0,1212.0,0.0,0.0,0.0
2023-03-01,115.3,1120.0,1144.0,0.0,0.0,0.0
2023-04-01,136.296,1324.0,1352.0,0.0,0.0,0.0
2023-05-01,134.679,1308.0,1335.0,0.0,0.0,0.0
2023-06-01,115.962,1127.0,1150.0,0.0,0.0,0.0
2023-07-01,109.805,1067.0,1088.0,0.0,0.0,0.0
2023-08-01,114.293,1110.0,1133.0,0.0,0.0,0.0
2023-09-01,99.127,963.0,982.0,0.0,0.0,0.0
2023-10-01,112.444,1092.0,1116.0,0.0,0.0,0.0
2023-11-01,141.806,1378.0,1408.0,0.0,0.0,0.0
2023-12-01,155.737,1513.0,1548.0,0.0,0.0,0.0
2024-01-01,126.873,1232.0,1234.0,0.0,0.0,0.0
2024-02-01,114.249,1105.0,1105.0,0.0,0.0,0.0
2024-03-01,137.699,1335.0,1335.0,0.0,0.0,0.0
2024-04-01,145.074,1408.0,1408.0,0.0,0.0,0.0
2024-05-01,85.045,825.0,825.0,0.0,0.0,0.0
2024-06-01,151.834,1470.0,1470.0,0.0,0.0,0.0
2024-07-01,89.067,864.0,864.0,0.0,0.0,0.0
2024-08-01,128.618,1245.0,1245.0,0.0,0.0,0.0
2024-09-01,85.419,829.0,830.0,0.0,0.0,0.0
2024-10-01,135.622,1313.0,1313.0,0.0,0.0,0.0
2024-11-01,132.673,1285.0,1285.0,0.0,0.0,0.0
2024-12-01,112.827,1094.0,1094.0,0.0,0.0,0.0
