measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Jet Fuel Generation,Jet Fuel Quantity Consumed For Electricity,Jet Fuel Total Fuel Consumed
2009-01-01,,,,164.222,1683.0,1683.0
2009-02-01,,,,120.528,1234.0,1234.0
2009-03-01,,,,125.188,1279.0,1279.0
2009-04-01,,,,128.62800000000001,1319.0,1319.0
2009-05-01,,,,77.116,791.0,791.0
2009-06-01,,,,75.72800000000001,774.0,774.0
2009-07-01,,,,85.376,875.0,875.0
2009-08-01,,,,84.934,870.0,870.0
2009-09-01,,,,56.577000000000005,578.0,578.0
2009-10-01,,,,56.058,572.0,572.0
2009-11-01,,,,106.557,1089.0,1089.0
2009-12-01,,,,108.08800000000001,1105.0,1105.0
2010-01-01,,,,182.056,1077.0,1077.0
2010-02-01,,,,144.64700000000002,853.0,853.0
2010-03-01,,,,128.03,757.0,757.0
2010-04-01,,,,113.35000000000001,668.0,668.0
2010-05-01,,,,94.256,555.0,555.0
2010-06-01,,,,73.989,438.0,438.0
2010-07-01,,,,84.888,499.0,499.0
2010-08-01,,,,86.546,511.0,511.0
2010-09-01,,,,79.24600000000001,466.0,466.0
2010-10-01,,,,94.992,561.0,561.0
2010-11-01,,,,108.19500000000001,640.0,640.0
2010-12-01,,,,196.805,1161.0,1161.0
2011-01-01,,,,176.552,1694.0,1694.0
2011-02-01,,,,157.669,1515.0,1515.0
2011-03-01,,,,138.037,1324.0,1324.0
2011-04-01,,,,89.436,858.0,858.0
2011-05-01,,,,93.736,898.0,898.0
2011-06-01,,,,87.089,836.0,836.0
2011-07-01,,,,92.031,886.0,886.0
2011-08-01,,,,83.065,797.0,797.0
2011-09-01,,,,92.054,886.0,886.0
2011-10-01,,,,162.742,1565.0,1565.0
2011-11-01,,,,150.675,1447.0,1447.0
2011-12-01,,,,148.914,1431.0,1431.0
2012-01-01,,,,156.198,1582.0,1582.0
2012-02-01,,,,92.126,937.0,937.0
2012-03-01,,,,139.726,1419.0,1419.0
2012-04-01,,,,88.473,898.0,898.0
2012-05-01,,,,110.711,1122.0,1122.0
2012-06-01,,,,90.344,914.0,914.0
2012-07-01,,,,141.259,1431.0,1431.0
2012-08-01,,,,131.627,1335.0,1335.0
2012-09-01,,,,122.54,1240.0,1240.0
2012-10-01,,,,91.021,926.0,926.0
2012-11-01,,,,97.619,987.0,987.0
2012-12-01,,,,150.356,1526.0,1526.0
2013-01-01,,,,153.515,1554.0,1554.0
2013-02-01,,,,105.92,1072.0,1072.0
2013-03-01,,,,107.138,1083.0,1083.0
2013-04-01,,,,123.579,1245.0,1245.0
2013-05-01,,,,124.546,1257.0,1257.0
2013-06-01,,,,89.441,903.0,903.0
2013-07-01,,,,84.688,853.0,853.0
2013-08-01,,,,83.557,842.0,842.0
2013-09-01,,,,98.063,993.0,993.0
2013-10-01,,,,94.363,954.0,954.0
2013-11-01,,,,122.996,1240.0,1240.0
2013-12-01,,,,139.194,1408.0,1408.0
2014-01-01,,,,133.211,1358.0,1358.0
2014-02-01,,,,126.392,1296.0,1296.0
2014-03-01,,,,123.381,1262.0,1262.0
2014-04-01,,,,115.925,1189.0,1189.0
2014-05-01,,,,97.88,1004.0,1004.0
2014-06-01,,,,58.341,600.0,600.0
2014-07-01,,,,103.142,1055.0,1055.0
2014-08-01,,,,82.985,853.0,853.0
2014-09-01,,,,97.634,999.0,999.0
2014-10-01,,,,129.064,1324.0,1324.0
2014-11-01,,,,94.336,965.0,965.0
2014-12-01,,,,122.709,1257.0,1257.0
2015-01-01,,,,140.249,1363.0,1363.0
2015-02-01,,,,123.689,1217.0,1217.0
