measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,11752.0,128429.0,128429.0,2856.0,31205.0,31205.0
2003-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-03-01,20522.0,217796.0,217796.0,16689.0,177125.0,177125.0
2003-04-01,1541.0,15996.0,15996.0,12610.0,130851.0,130851.0
2003-05-01,11777.0,128377.0,128377.0,42340.0,461540.0,461540.0
2003-06-01,12410.0,128377.0,128377.0,23936.0,247613.0,247613.0
2003-07-01,13902.0,135099.0,135099.0,40484.0,393428.0,393428.0
2003-08-01,909.0,9361.0,9361.0,48986.0,504467.0,504467.0
2003-09-01,46.0,470.0,470.0,54552.0,561736.0,561736.0
2003-10-01,7135.0,69467.0,69467.0,38252.0,372451.0,372451.0
2003-11-01,2675.0,27457.0,27457.0,23419.0,240423.0,240423.0
2003-12-01,0.0,0.0,0.0,1276.0,25636.0,25636.0
2004-01-01,0.0,46.0,46.0,0.0,202.0,202.0
2004-02-01,0.0,0.0,0.0,4158.0,42024.0,42024.0
2004-03-01,0.0,0.0,0.0,3199.0,31578.0,31578.0
2004-04-01,0.0,0.0,0.0,9157.0,90458.0,90458.0
2004-05-01,403.0,3927.0,3927.0,18329.0,178590.0,178590.0
2004-06-01,5625.0,60216.0,60216.0,33188.0,355311.0,355311.0
2004-07-01,10540.0,109052.0,109052.0,24956.0,258195.0,258195.0
2004-08-01,3655.0,40652.0,40652.0,37471.0,416718.0,416718.0
2004-09-01,11016.0,117450.0,117450.0,28057.0,299133.0,299133.0
2004-10-01,4004.0,42421.0,42421.0,13435.0,142338.0,142338.0
2004-11-01,4.0,46.0,46.0,5078.0,52384.0,52384.0
2004-12-01,777.0,8056.0,8056.0,4400.0,45647.0,45647.0
2005-01-01,1585.0,16698.2,16698.2,2067.0,21770.32,21770.32
2005-02-01,4.0,40.6,40.6,2870.0,29044.08,29044.08
2005-03-01,239.0,2470.8,2470.8,13776.0,142246.0,142246.0
2005-04-01,17.0,237.8,237.8,2376.0,33794.91,33794.91
2005-05-01,2.0,23.2,23.2,9739.0,100536.8,100536.8
2005-06-01,1224.0,12591.8,12591.8,13147.0,138587.28,138587.28
2005-07-01,8857.0,90630.19,90630.19,57488.0,601938.48,601938.48
2005-08-01,4524.0,43494.2,43494.2,43340.0,416717.6,416717.6
2005-09-01,2385.0,24853.0,24853.0,15269.0,158478.32,158478.32
2005-10-01,0.0,0.0,0.0,29413.0,304382.0,304382.0
2005-11-01,0.0,0.0,0.0,2566.0,26428.48,26428.48
2005-12-01,0.0,0.0,0.0,2458.0,26670.8,26670.8
2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-01,6.0,64.0,64.0,2566.0,25860.0,25860.0
2006-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-01,10.0,99.0,99.0,23915.0,244972.0,244972.0
2006-05-01,15.0,151.0,151.0,9520.0,98430.0,98430.0
2006-06-01,15.0,151.0,151.0,23147.0,259170.0,259170.0
2006-07-01,8.0,111.0,111.0,9737.0,147904.0,147904.0
2006-08-01,15.0,163.0,163.0,18770.0,209993.0,209993.0
2006-09-01,10.0,105.0,105.0,11739.0,130463.0,130463.0
2006-10-01,8.0,81.0,81.0,21894.0,226061.0,226061.0
2006-11-01,2.0,23.0,23.0,3030.0,42906.0,42906.0
2006-12-01,0.0,0.0,0.0,0.0,8.0,8.0
2007-01-01,0.0,0.0,0.0,1085.0,12235.0,12235.0
2007-02-01,0.0,0.0,0.0,3526.0,37061.0,37061.0
2007-03-01,0.0,0.0,0.0,727.0,8119.0,8119.0
2007-04-01,5.238,58.0,58.0,6327.762000000001,70274.0,70274.0
2007-05-01,6.832000000000001,76.0,76.0,8099.168000000001,89641.0,89641.0
2007-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-01,639.2370000000001,9418.0,9418.0,1828.7630000000001,26943.0,26943.0
2007-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-01,1137.0,12879.0,12879.0,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,625.0,7044.0,7044.0,0.0,0.0,0.0
2008-03-01,0.0,41.0,41.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,1116.0,12122.0,12122.0
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-01,0.0,70.0,70.0,0.0,177.0,177.0
2008-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,0.0,93.0,93.0,0.0,165.0,165.0
2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,0.0,32.0,32.0
2009-01-01,2908.378,31726.0,31726.0,30.622,334.0,334.0
2009-02-01,1956.36,22425.0,22425.0,55.64,638.0,638.0
2009-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,0.0,58.0,58.0,0.0,33.0,33.0
2009-06-01,1269.534,14537.0,14537.0,30.466,349.0,349.0
