measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2022-10-01,-581.879,0.0,0.0
2022-11-01,-582.736,0.0,0.0
2022-12-01,-609.385,0.0,0.0
2023-01-01,-204.0,0.0,0.0
2023-02-01,-165.0,0.0,0.0
2023-03-01,-191.0,0.0,0.0
2023-04-01,-265.0,0.0,0.0
2023-05-01,-355.0,0.0,0.0
2023-06-01,-292.0,0.0,0.0
2023-07-01,-364.0,0.0,0.0
2023-08-01,-304.0,0.0,0.0
2023-09-01,-295.0,0.0,0.0
2023-10-01,-402.0,0.0,0.0
2023-11-01,-303.0,0.0,0.0
2023-12-01,-283.0,0.0,0.0
2024-01-01,-310.0,0.0,0.0
2024-02-01,-25.0,0.0,0.0
2024-03-01,-121.0,0.0,0.0
2024-04-01,-8.0,0.0,0.0
2024-05-01,-268.0,0.0,0.0
2024-06-01,-172.0,0.0,0.0
2024-07-01,-15.0,0.0,0.0
2024-08-01,-2375.0,0.0,0.0
2024-09-01,-319.0,0.0,0.0
2024-10-01,-307.0,0.0,0.0
2024-11-01,-277.0,0.0,0.0
2024-12-01,-282.0,0.0,0.0
