measured_on,"Wind-Wind Turbine, Onshore Generation","Wind-Wind Turbine, Onshore Quantity Consumed For Electricity","Wind-Wind Turbine, Onshore Total Fuel Consumed"
2007-01-01,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0
2007-03-01,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0
2007-06-01,0.0,0.0,0.0
2007-07-01,0.0,0.0,0.0
2007-08-01,0.0,0.0,0.0
2007-09-01,0.0,0.0,0.0
2007-10-01,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0
2007-12-01,16890.0,166941.0,166941.0
2008-01-01,19055.857,187776.0,187776.0
2008-02-01,16547.039,163055.0,163055.0
2008-03-01,24802.48,244404.0,244404.0
2008-04-01,27116.659,267208.0,267208.0
2008-05-01,27937.188000000002,275293.0,275293.0
2008-06-01,39780.467000000004,391997.0,391997.0
2008-07-01,27403.347,270033.0,270033.0
2008-08-01,24398.454,240422.0,240422.0
2008-09-01,14078.112000000001,138726.0,138726.0
2008-10-01,15954.975,157220.0,157220.0
2008-11-01,12589.571,124058.0,124058.0
2008-12-01,18071.851000000002,178080.0,178080.0
2009-01-01,18367.759,179269.0,179269.0
2009-02-01,7881.542,76924.0,76924.0
2009-03-01,29470.936999999998,287636.0,287636.0
2009-04-01,31587.098,308290.0,308290.0
2009-05-01,29121.311,284224.0,284224.0
2009-06-01,37864.614,369559.0,369559.0
2009-07-01,27046.786,263977.0,263977.0
2009-08-01,37310.646,364152.0,364152.0
2009-09-01,26427.263,257930.0,257930.0
2009-10-01,23033.57,224808.0,224808.0
2009-11-01,19633.38,191622.0,191622.0
2009-12-01,8380.094000000001,81790.0,81790.0
2010-01-01,11616.162,113327.0,113327.0
2010-02-01,6171.571,60210.0,60210.0
2010-03-01,25559.051,249354.0,249354.0
2010-04-01,39768.468,387981.0,387981.0
2010-05-01,38022.183,370944.0,370944.0
2010-06-01,40798.189,398027.0,398027.0
2010-07-01,37081.774,361770.0,361770.0
2010-08-01,36679.305,357843.0,357843.0
2010-09-01,21859.242,213259.0,213259.0
2010-10-01,20013.887,195255.0,195255.0
2010-11-01,19217.111,187482.0,187482.0
