measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2022-01-01,-7.492,0.0,0.0,229.506,783.0,783.0
2022-02-01,-7.225,0.0,0.0,256.091,874.0,874.0
2022-03-01,-7.527,0.0,0.0,333.923,1139.0,1139.0
2022-04-01,-7.389,0.0,0.0,433.449,1479.0,1479.0
2022-05-01,-6.997,0.0,0.0,410.858,1402.0,1402.0
2022-06-01,-6.773,0.0,0.0,434.202,1481.0,1481.0
2022-07-01,-7.78,0.0,0.0,386.571,1319.0,1319.0
2022-08-01,-7.121,0.0,0.0,376.042,1283.0,1283.0
2022-09-01,-6.246,0.0,0.0,352.063,1201.0,1201.0
2022-10-01,-6.179,0.0,0.0,295.188,1007.0,1007.0
2022-11-01,-6.646,0.0,0.0,230.521,787.0,787.0
2022-12-01,-6.625,0.0,0.0,180.586,616.0,616.0
2023-01-01,-5.0,0.0,0.0,229.0,781.0,781.0
2023-02-01,-3.0,0.0,0.0,231.0,788.0,788.0
2023-03-01,-7.0,0.0,0.0,347.0,1184.0,1184.0
2023-04-01,-6.0,0.0,0.0,338.0,1153.0,1153.0
2023-05-01,-4.0,0.0,0.0,376.0,1283.0,1283.0
2023-06-01,-6.0,0.0,0.0,338.0,1153.0,1153.0
2023-07-01,-9.0,0.0,0.0,365.0,1245.0,1245.0
2023-08-01,-11.0,0.0,0.0,364.0,1242.0,1242.0
2023-09-01,-7.0,0.0,0.0,332.0,1133.0,1133.0
2023-10-01,-5.0,0.0,0.0,343.0,1170.0,1170.0
2023-11-01,-12.0,0.0,0.0,294.0,1003.0,1003.0
2023-12-01,-9.0,0.0,0.0,236.0,805.0,805.0
2024-01-01,-9.0,0.0,0.0,252.0,860.0,860.0
2024-02-01,-8.0,0.0,0.0,296.0,1010.0,1010.0
2024-03-01,-8.0,0.0,0.0,332.0,1133.0,1133.0
2024-04-01,-6.0,0.0,0.0,353.0,1204.0,1204.0
2024-05-01,-5.0,0.0,0.0,359.0,1225.0,1225.0
2024-06-01,-4.0,0.0,0.0,365.0,1245.0,1245.0
2024-07-01,-4.0,0.0,0.0,335.0,1143.0,1143.0
2024-08-01,-11.0,0.0,0.0,374.0,1276.0,1276.0
2024-09-01,-5.0,0.0,0.0,280.0,955.0,955.0
2024-10-01,-11.0,0.0,0.0,373.0,1273.0,1273.0
2024-11-01,-7.0,0.0,0.0,241.0,822.0,822.0
2024-12-01,-8.0,0.0,0.0,232.0,792.0,792.0
