measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-01-01,31.452,440.0,440.0
2021-02-01,30.587,430.0,430.0
2021-03-01,23.838,335.0,335.0
2021-04-01,27.155,382.0,382.0
2021-05-01,31.082,436.0,436.0
2021-06-01,42.308,594.0,594.0
2021-07-01,46.609,654.0,654.0
2021-08-01,47.531,667.0,667.0
2021-09-01,40.164,564.0,564.0
2021-10-01,33.986,476.0,476.0
2021-11-01,27.954,392.0,392.0
2021-12-01,29.334,412.0,412.0
2022-01-01,31.927,448.0,448.0
2022-02-01,28.426,401.0,401.0
2022-03-01,22.636,319.0,319.0
2022-04-01,23.596,332.0,332.0
2022-05-01,34.858,492.0,492.0
2022-06-01,42.432,599.0,599.0
2022-07-01,50.001,706.0,706.0
2022-08-01,50.262,709.0,709.0
2022-09-01,42.368,598.0,598.0
2022-10-01,32.744,462.0,462.0
2022-11-01,30.691,433.0,433.0
2022-12-01,34.059,480.0,480.0
2023-01-01,6.324,89.0,89.0
2023-02-01,5.966,84.0,84.0
2023-03-01,5.888,84.0,84.0
2023-04-01,5.686,80.0,80.0
2023-05-01,8.118,115.0,115.0
2023-06-01,9.378,133.0,133.0
2023-07-01,10.284,146.0,146.0
2023-08-01,11.32,161.0,161.0
2023-09-01,9.536,136.0,136.0
2023-10-01,7.039,100.0,100.0
2023-11-01,6.526,92.0,92.0
2023-12-01,6.935,98.0,98.0
2024-01-01,26.957,403.0,403.0
2024-02-01,18.612,278.0,278.0
2024-03-01,21.121,316.0,316.0
2024-04-01,19.844,296.0,296.0
2024-05-01,26.514,396.0,396.0
2024-06-01,29.912,448.0,448.0
2024-07-01,32.333,484.0,484.0
2024-08-01,36.534,546.0,546.0
2024-09-01,30.313,454.0,454.0
2024-10-01,26.258,392.0,392.0
2024-11-01,21.036,314.0,314.0
2024-12-01,22.566,337.0,337.0
