measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2001-01-01,2.0,30.0,30.0
2001-02-01,5.0,35.0,35.0
2001-03-01,3.0,30.0,30.0
2001-04-01,2.0,24.0,24.0
2001-05-01,2.0,30.0,30.0
2001-06-01,2.0,30.0,30.0
2001-07-01,2.0,30.0,30.0
2001-08-01,2.0,35.0,35.0
2001-09-01,0.0,0.0,0.0
2001-10-01,5.0,77.0,77.0
2001-11-01,5.0,53.0,53.0
2001-12-01,3.0,30.0,30.0
2002-01-01,0.0,0.0,0.0
2002-02-01,0.0,0.0,0.0
2002-03-01,0.0,0.0,0.0
2002-04-01,0.0,0.0,0.0
2002-05-01,-9.0,6.0,6.0
2002-06-01,-4.0,46.0,46.0
2002-07-01,-5.0,29.0,29.0
2002-08-01,-3.0,29.0,29.0
2002-09-01,-4.0,63.0,63.0
2002-10-01,-10.0,1455.0,1455.0
2002-11-01,-7.0,99.0,99.0
2002-12-01,-17.0,75.0,75.0
2003-01-01,-13.643,42.0,42.0
2003-02-01,-9.447000000000001,29.0,29.0
2003-03-01,-9.694,30.0,30.0
2003-04-01,-9.804,30.0,30.0
2003-05-01,-8.928,27.0,27.0
2003-06-01,-9.26,28.0,28.0
2003-07-01,-10.459,32.0,32.0
2003-08-01,-10.585,33.0,33.0
2003-09-01,-9.88,30.0,30.0
2003-10-01,-11.475,35.0,35.0
2003-11-01,-10.343,32.0,32.0
2003-12-01,-10.943000000000001,34.0,34.0
2004-01-01,-12.083,29.0,29.0
2004-02-01,-12.083,29.0,29.0
2004-03-01,-12.083,29.0,29.0
2004-04-01,-12.083,29.0,29.0
2004-05-01,-12.083,29.0,29.0
2004-06-01,-12.083,29.0,29.0
2004-07-01,-12.083,29.0,29.0
2004-08-01,-12.083,29.0,29.0
2004-09-01,-12.083,29.0,29.0
2004-10-01,-12.083,29.0,29.0
2004-11-01,-12.083,29.0,29.0
2004-12-01,-12.083,29.0,29.0
2005-01-01,-32.126000000000005,69.82,69.82
