measured_on,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2003-01-01,5047.0,51531.0,51531.0,449.0,-7209.0,1318.0
2003-02-01,,,,91.0,-299.0,167.0
2003-03-01,1770.0,12527.0,12527.0,140.0,-2640.0,833.0
2003-04-01,826.0,3749.0,3749.0,84.0,0.0,0.0
2003-05-01,,,,0.0,0.0,0.0
2003-06-01,2277.0,22878.0,22878.0,384.0,0.0,0.0
2003-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-08-01,8327.0,76474.0,87826.0,1286.0,0.0,0.0
2003-09-01,348.0,2920.0,3682.0,43.0,0.0,0.0
2003-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-01-01,959.456,7068.02,9882.64,89.036,224.49,224.49
2004-02-01,1608.366,11991.18,16566.6,181.461,457.51,457.51
2004-03-01,860.995,6326.74,8868.48,76.299,192.36,192.36
2004-04-01,551.583,3994.62,5681.45,35.683,89.97,89.97
2004-05-01,2318.838,17053.52,23884.64,208.71200000000002,526.22,526.22
2004-06-01,1554.935,11469.39,16016.24,147.596,372.12,372.12
2004-07-01,2439.413,18336.56,25126.6,308.94300000000004,778.93,778.93
2004-08-01,1975.034,14952.72,20343.38,274.21700000000004,691.37,691.37
2004-09-01,1917.779,14399.79,19753.62,239.32600000000002,603.41,603.41
2004-10-01,238.08100000000002,1713.93,2452.3,13.086,32.99,32.99
2004-11-01,733.373,5430.39,7553.93,74.334,187.41,187.41
2004-12-01,985.855,7301.24,10154.57,100.21900000000001,252.68,252.68
2005-01-01,1749.643,13690.57,17804.82,284.69,458.71,458.71
2005-02-01,1551.104,12137.05,15784.43,252.385,406.66,406.66
2005-03-01,1850.97,14483.43,18835.96,301.177,485.28,485.28
2005-04-01,1897.699,14849.06,19311.48,308.781,497.54,497.54
2005-05-01,1539.488,12046.16,15666.23,250.495,403.61,403.61
2005-06-01,2619.123,20494.06,26652.88,426.166,686.67,686.67
2005-07-01,3375.1090000000004,26409.48,34345.99,549.175,884.87,884.87
2005-08-01,3608.4970000000003,28235.7,36721.01,587.15,946.06,946.06
2005-09-01,2387.054,18678.17,24291.28,388.405,625.83,625.83
2005-10-01,1650.7720000000002,12916.93,16798.68,268.60200000000003,432.8,432.8
2005-11-01,1481.7540000000001,11594.4,15078.71,241.101,388.48,388.48
2005-12-01,1600.938,12526.99,16291.57,260.494,419.72,419.72
2006-01-01,2351.962,18508.45,21850.02,323.77,101.92,101.92
2006-02-01,2345.107,18454.51,21786.33,322.826,101.62,101.62
2006-03-01,2558.385,20132.87,23767.7,352.18600000000004,110.86,110.86
2006-04-01,2150.998,16926.98,19983.03,296.105,93.22,93.22
2006-05-01,2086.617,16420.36,19384.92,287.242,90.42,90.42
2006-06-01,2669.186,21004.8,24797.05,367.439,115.67,115.67
2006-07-01,3997.2740000000003,31456.02,37135.16,550.2620000000001,173.21,173.21
2006-08-01,3763.326,29614.99,34961.75,518.057,163.08,163.08
2006-09-01,2669.327,21005.92,24798.37,367.458,115.67,115.67
2006-10-01,2976.9570000000003,23426.77,27656.29,409.80600000000004,129.0,129.0
2006-11-01,2560.581,20150.15,23788.11,352.488,110.96,110.96
2006-12-01,2502.051,19689.56,23244.35,344.43100000000004,108.42,108.42
2007-01-01,1000.976,7886.0,10960.0,137.0,0.0,0.0
2007-02-01,409.205,3224.0,4480.0,56.0,0.0,0.0
2007-03-01,927.931,7311.0,10160.0,127.0,0.0,0.0
2007-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-01,591.866,4663.0,6480.0,81.0,0.0,0.0
2007-06-01,1651.259,13009.0,18079.0,226.0,0.0,0.0
2007-07-01,3149.114,24810.0,34479.0,431.0,0.0,0.0
2007-08-01,7525.749000000001,59292.0,82398.0,1030.0,0.0,0.0
2007-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-01,116.929,921.0,1280.0,16.0,0.0,0.0
2007-11-01,270.334,2130.0,2960.0,37.0,0.0,0.0
2007-12-01,7474.646000000001,58890.0,81839.0,1023.0,0.0,0.0
2008-01-01,1110.9070000000002,8541.0,11957.0,155.0,0.0,0.0
2008-02-01,960.3960000000001,7383.0,10338.0,134.0,0.0,0.0
2008-03-01,14.334000000000001,110.0,154.0,2.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,14.334000000000001,110.0,154.0,2.0,0.0,0.0
2008-06-01,150.51,1157.0,1620.0,21.0,0.0,0.0
2008-07-01,3017.364,23197.0,32480.0,421.0,0.0,0.0
2008-08-01,1282.9170000000001,9863.0,13811.0,179.0,0.0,0.0
2008-09-01,1110.906,8541.0,11959.0,155.0,0.0,0.0
2008-10-01,602.039,4629.0,6481.0,84.0,0.0,0.0
2008-11-01,652.2090000000001,5014.0,7021.0,91.0,0.0,0.0
2008-12-01,1290.084,9918.0,13888.0,180.0,0.0,0.0
2009-01-01,1649.622,12424.0,16256.0,192.0,0.0,0.0
2009-02-01,326.488,2459.0,3218.0,38.0,0.0,0.0
2009-03-01,197.61100000000002,1488.0,1948.0,23.0,0.0,0.0
