measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2015-02-01,150.295,1401.0,1401.0
2015-03-01,220.249,2053.0,2053.0
2015-04-01,247.197,2304.0,2304.0
2015-05-01,248.471,2316.0,2316.0
2015-06-01,256.008,2386.0,2386.0
2015-07-01,264.955,2469.0,2469.0
2015-08-01,268.175,2499.0,2499.0
2015-09-01,221.319,2062.0,2062.0
2015-10-01,186.444,1737.0,1737.0
2015-11-01,172.716,1610.0,1610.0
2015-12-01,142.171,1325.0,1325.0
2016-01-01,85.529,790.0,790.0
2016-02-01,142.761,1318.0,1318.0
2016-03-01,157.579,1455.0,1455.0
2016-04-01,183.569,1695.0,1695.0
2016-05-01,228.185,2107.0,2107.0
2016-06-01,218.855,2020.0,2020.0
2016-07-01,255.489,2359.0,2359.0
2016-08-01,251.952,2326.0,2326.0
2016-09-01,222.296,2052.0,2052.0
2016-10-01,187.394,1730.0,1730.0
2016-11-01,160.98,1486.0,1486.0
2016-12-01,117.411,1084.0,1084.0
2017-01-01,90.666,835.0,835.0
2017-02-01,101.269,933.0,933.0
2017-03-01,188.841,1740.0,1740.0
2017-04-01,198.958,1833.0,1833.0
2017-05-01,250.156,2305.0,2305.0
2017-06-01,271.096,2498.0,2498.0
2017-07-01,247.107,2277.0,2277.0
2017-08-01,228.366,2104.0,2104.0
2017-09-01,213.245,1965.0,1965.0
2017-10-01,196.448,1810.0,1810.0
2017-11-01,120.718,1112.0,1112.0
2017-12-01,115.13,1061.0,1061.0
2018-01-01,72.401,659.0,659.0
2018-02-01,101.919,928.0,928.0
2018-03-01,116.538,1061.0,1061.0
2018-04-01,145.687,1326.0,1326.0
2018-05-01,175.608,1599.0,1599.0
2018-06-01,189.206,1723.0,1723.0
2018-07-01,163.544,1489.0,1489.0
2018-08-01,164.682,1499.0,1499.0
2018-09-01,155.895,1419.0,1419.0
2018-10-01,122.825,1118.0,1118.0
2018-11-01,84.484,769.0,769.0
2018-12-01,67.211,612.0,612.0
2019-01-01,86.065,766.0,766.0
2019-02-01,100.423,894.0,894.0
2019-03-01,152.544,1358.0,1358.0
2019-04-01,177.419,1580.0,1580.0
2019-05-01,184.722,1645.0,1645.0
2019-06-01,223.318,1989.0,1989.0
2019-07-01,220.387,1963.0,1963.0
2019-08-01,215.842,1922.0,1922.0
2019-09-01,176.514,1572.0,1572.0
2019-10-01,162.187,1444.0,1444.0
2019-11-01,103.724,924.0,924.0
2019-12-01,66.855,595.0,595.0
2020-01-01,111.875,981.0,981.0
2020-02-01,151.652,1330.0,1330.0
2020-03-01,148.401,1301.0,1301.0
2020-04-01,187.027,1640.0,1640.0
2020-05-01,244.771,2146.0,2146.0
2020-06-01,243.744,2137.0,2137.0
2020-07-01,275.312,2414.0,2414.0
2020-08-01,228.089,2000.0,2000.0
2020-09-01,179.095,1570.0,1570.0
2020-10-01,165.542,1451.0,1451.0
2020-11-01,130.873,1147.0,1147.0
2020-12-01,103.619,908.0,908.0
2021-01-01,101.855,901.0,901.0
2021-02-01,133.427,1180.0,1180.0
2021-03-01,172.277,1524.0,1524.0
2021-04-01,215.645,1907.0,1907.0
2021-05-01,235.05,2079.0,2079.0
2021-06-01,228.325,2019.0,2019.0
2021-07-01,218.692,1934.0,1934.0
2021-08-01,215.106,1902.0,1902.0
2021-09-01,185.477,1640.0,1640.0
2021-10-01,154.377,1365.0,1365.0
2021-11-01,122.837,1086.0,1086.0
2021-12-01,83.932,742.0,742.0
2022-01-01,117.603,401.0,401.0
2022-02-01,140.275,479.0,479.0
2022-03-01,185.975,635.0,635.0
2022-04-01,209.787,716.0,716.0
2022-05-01,245.876,839.0,839.0
2022-06-01,256.019,874.0,874.0
2022-07-01,246.926,843.0,843.0
2022-08-01,229.269,782.0,782.0
2022-09-01,193.484,660.0,660.0
2022-10-01,178.255,608.0,608.0
2022-11-01,132.146,451.0,451.0
2022-12-01,92.385,315.0,315.0
2023-01-01,113.0,386.0,386.0
2023-02-01,136.0,464.0,464.0
2023-03-01,142.0,485.0,485.0
2023-04-01,157.0,536.0,536.0
2023-05-01,186.0,635.0,635.0
2023-06-01,186.0,635.0,635.0
2023-07-01,212.0,723.0,723.0
2023-08-01,161.0,549.0,549.0
2023-09-01,105.0,358.0,358.0
2023-10-01,130.0,444.0,444.0
2023-11-01,100.0,341.0,341.0
2023-12-01,109.0,372.0,372.0
2024-01-01,116.0,396.0,396.0
2024-02-01,102.0,348.0,348.0
2024-03-01,133.0,454.0,454.0
2024-04-01,155.0,529.0,529.0
2024-05-01,131.0,447.0,447.0
2024-06-01,82.0,280.0,280.0
2024-07-01,122.0,416.0,416.0
2024-08-01,91.0,310.0,310.0
2024-09-01,65.0,222.0,222.0
2024-10-01,53.0,181.0,181.0
2024-11-01,52.0,177.0,177.0
2024-12-01,41.0,140.0,140.0
